Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,5.401898874879407e-07,1.865555304902955e-06,1.8207341554443701e-06,2.6471113869774854e-06,7.67996766626311e-07,1.4816782822890673e-07,1.499021493600594e-07,3.104346291138427e-08,4.581836776651471e-08,2.590616166031623e-09,5.3774633634873226e-09,6.717361777930364e-09,1.507833968794614e-09,2.965917955677355e-09,8.376852989044892e-09,1.0077264356311844e-08,5.4302969232367104e-08,8.180899158105603e-08,1.6301869436574634e-06,2.097486867569387e-05,1.7164647942990996e-05,8.070678450167179e-05,3.6129975342191756e-05,0.00010010495316237211,0.00017100943659897894,9.423089068150148e-05,5.376612534746528e-05,2.3480644813389517e-05,4.03726844524499e-05,3.734972415259108e-05,1.1997561159660108e-05,5.7777979236561805e-05,0.001398396329022944,0.008005631156265736
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,1.556424678028634e-07,4.968715643371979e-07,2.535772125611402e-07,4.3313697517533e-08,6.632879490098276e-07,1.7835237713370589e-06,1.5380657714558765e-05,1.1576462384255137e-05,1.8459015336702578e-05,2.4651205876580207e-06,3.97085159420385e-06,1.0287390068697277e-06,3.003687652380904e-06,3.208203452231828e-06,2.73437080977601e-06,2.2715780687576625e-06,6.522249350382481e-06,1.514160703663947e-05,9.09979371499503e-06,7.4359959398861974e-06,4.238805558998138e-06,1.8741565099844593e-06,9.409926065018226e-07,7.041445542199654e-07,2.967541331599932e-05,4.3910142267122865e-05,0.00011588559573283419,0.0004416390147525817,0.0004573286569211632,0.00012188115215394646,6.383282743627205e-05,0.0007425108342431486,0.0031918107997626066,0.006232523359358311
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,5.934572982368991e-06,2.4340554318769136e-06,1.6995169289657497e-06,4.782369842359913e-07,8.427259672316723e-06,1.0626154107740149e-05,1.208913886330265e-06,5.014499947719742e-06,2.148676139768213e-05,7.591916073579341e-06,3.139062073387322e-06,1.1542368838490802e-06,8.781798896961845e-07,6.155161372589646e-06,4.3955362343695015e-05,4.297627583582653e-06,4.778644779435126e-06,8.714207069715485e-06,2.9190009627200197e-06,1.4474314866674831e-06,1.0758499229268637e-06,7.038525836833287e-06,1.9776454792008735e-05,1.2057270396326203e-05,6.98619714967208e-06,3.751335725610261e-06,4.209181042824639e-06,8.201719538192265e-06,1.521263038739562e-05,4.080809503648197e-06,3.8380821933969855e-06,2.3584985683555715e-05,0.0027119843289256096,0.004866722039878368
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,1.1511615838344369e-07,1.807881631066266e-07,1.1592501891755091e-07,1.0047500609289273e-06,7.091278462212358e-07,7.370808674522777e-08,3.2739228572609136e-07,1.0145650009008023e-07,1.052755010277906e-06,7.4296431193943135e-06,1.938575405802112e-05,1.1441277820267715e-05,1.2319251254666597e-05,8.135842108458746e-06,9.414155499598564e-08,3.540798321211014e-09,2.011533517531916e-08,3.3456707626555726e-08,8.813357510462083e-08,3.4004798976638995e-08,9.268496370395951e-08,9.909058462653775e-07,3.592455641410197e-06,2.249981844215654e-05,1.584130041010212e-05,2.0746794689330272e-05,1.617225461814087e-05,6.561451300512999e-05,0.00010289859346812591,9.759583917912096e-05,0.0003849591303151101,0.00023425999097526073,1.0047546311398037e-05,4.274486127542332e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,2.5835615815594792e-05,3.497748821246205e-06,1.433102525538743e-08,2.635123053096322e-07,2.6936620045603377e-08,6.836223320760837e-08,2.562885856605135e-05,1.4042808516023797e-06,1.6257934021268738e-07,1.2663538484503079e-07,3.3161973078676965e-07,2.159948309099491e-08,1.884725975287438e-08,4.190448817098513e-05,2.7660862542688847e-05,2.460306404827861e-06,0.0005641444004140794,0.00017911463510245085,0.0009541156468912959,0.0005213612457737327,0.0001029233171720989,0.00012075989798177034,0.0001053481173585169,0.0001819234894355759,4.9553655117051676e-05,3.0501714718411677e-05,5.2380910346983e-06,9.052471909853921e-07,3.6926289226357767e-07,3.990643193674259e-08,3.852201757581497e-08,3.203240112270578e-06,0.05380070582032204,0.14506413042545319
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,4.514022577950527e-07,2.4681986587893334e-07,2.7075236630480504e-07,6.204322289704578e-06,5.498296377481893e-05,3.786619799939217e-06,2.926359954358304e-08,7.136154067666212e-08,4.823037969003963e-09,5.6329629849471985e-09,6.632495885838807e-09,1.7111336791941767e-09,6.362357307665434e-09,9.388018895606365e-08,4.0716466287449293e-07,2.0375139797579322e-07,1.9519048066740652e-07,2.333802910925442e-07,3.6332487525214674e-06,1.8155737961933482e-06,1.6190343785638106e-06,2.655584125932364e-07,1.9347048407780676e-07,4.082371773961313e-08,1.4238507262120947e-08,2.2720467285353152e-08,8.765496772866754e-09,1.9854287103271417e-08,9.617041740739296e-08,7.124189238538747e-08,8.600787992918413e-08,1.4932105614207103e-06,1.2475730670757912e-07,6.907479388473803e-08
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,3.781205668929033e-05,8.79529834492132e-05,6.619946361752227e-06,1.1202730547665851e-06,1.074721012628288e-06,8.741325245864573e-07,8.847219760355074e-06,3.1560791740048444e-06,2.0480875662087783e-07,3.102277901234629e-08,7.32063710984221e-07,8.04177670943318e-06,4.587558578350581e-06,5.157151008461369e-06,3.096807631663978e-06,2.9238772185635753e-06,1.2880077520094346e-05,2.837522333720699e-05,8.254541171481833e-06,5.50236800336279e-05,5.8913728935294785e-06,1.747375245031435e-05,1.3064390259387437e-05,5.2617328947235364e-06,9.358316219731933e-07,2.531663812987972e-05,1.9778977730311453e-05,1.8205715605290607e-05,2.6421435904921964e-05,4.409275425132364e-05,2.53260659519583e-05,2.459745701344218e-05,1.641965536691714e-05,9.424022209714167e-06
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,8.48190211399924e-08,3.81747777282726e-05,6.108419938755105e-07,8.072390755842207e-09,5.151273185788341e-08,8.635770427645184e-07,4.914523401566839e-07,1.1221981566222894e-07,4.505532444909477e-07,4.529896159510827e-06,4.498804628383368e-06,8.646817946100782e-07,5.70656055742802e-08,1.9161261661793105e-06,3.268372165621258e-05,6.493854016298428e-06,3.368762554600835e-05,9.254733595298603e-05,0.0013669297331944108,0.0007119066431187093,0.0001595138164702803,0.00010518213093746454,2.1658775949617848e-05,8.307632379001006e-05,7.505296707677189e-06,1.099728797271382e-05,1.4660139413535944e-06,4.470487624530506e-07,1.9255988092936605e-07,1.4761977240596025e-07,5.76596960399911e-07,6.805727934988681e-06,0.009946560487151146,0.0193764790892601
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,8.815862884148373e-07,3.9957819808478234e-07,1.1612123671511654e-06,1.3022234668369492e-07,2.443946200969549e-08,7.210040564586961e-08,9.544872447975195e-09,1.377485681075541e-08,3.842927753794356e-07,3.9154500086624466e-07,1.137864501288277e-06,6.569115953425353e-07,2.114086328219855e-06,9.566861990606412e-06,3.3229621294594835e-06,1.1159697805851465e-06,6.0755255617550574e-06,4.194498615106568e-06,8.372686011171027e-07,6.186965606502781e-07,8.128133117679681e-07,9.346654792352638e-07,1.7265913356823148e-06,1.3863551430404186e-05,7.771109267196152e-06,9.191941353492439e-05,0.00021866592578589916,0.0003702090762089938,0.0006727573345415294,0.0009286471758969128,0.001044602831825614,0.007296842988580465,0.00012891476217191666,0.005812336690723896
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,6.243409734452143e-05,6.46454282104969e-07,4.794417307607546e-09,3.506650259055277e-08,2.613916194604826e-07,1.3590799596840952e-07,2.671207610660531e-08,7.110346200711604e-10,9.164710768061468e-09,8.099754644774748e-09,4.192339364550435e-09,2.1988699749897478e-09,5.056826779537005e-08,2.0017598956201255e-07,2.444234610265994e-07,1.4382969482085173e-07,1.1773673236348259e-07,1.822862856215579e-07,2.0611079776244878e-07,2.1425857710255514e-07,1.9226467884436715e-07,3.4002508186858904e-07,4.203357946153119e-07,1.717997690775519e-07,4.131603645873838e-07,2.516429447041446e-07,1.1199107774473305e-07,1.7045285005679034e-07,2.007709909435107e-08,1.2503985624690017e-09,6.450779892475111e-07,3.1954584756022086e-06,9.624354788684286e-06,5.629313091048971e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,2.194347246131656e-07,7.811848945493693e-07,2.994142278112122e-06,6.312421305665339e-07,5.37430764779856e-07,5.909218998567667e-07,8.678219955982058e-07,2.3996767595235724e-06,1.9053883306696662e-06,3.082997864112258e-06,4.591288416122552e-06,7.828290904399182e-07,2.5484587240498513e-06,1.0435262083774433e-05,3.1877409583103145e-06,1.717960913083516e-06,2.0265974853828084e-06,5.052761935075978e-06,1.1697510444719228e-06,1.3850119557901053e-06,1.8466583924237057e-06,7.553013574579381e-07,1.4078037793296971e-06,3.0003241136000725e-06,3.6804801766265882e-06,4.676616754295537e-06,3.7616850931954104e-06,2.3350708033831324e-06,2.111857838826836e-06,1.4180467587721068e-05,1.998299194383435e-05,3.858209674945101e-05,4.868940595770255e-05,0.00802165362983942
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,1.928117490024306e-05,1.581861033628229e-05,1.5758355687012227e-07,2.0039979062858038e-06,2.017461383729824e-06,9.441628208151087e-06,1.4081239214647212e-06,1.4068708651393536e-06,1.0690278941183351e-05,2.0100629626540467e-05,0.0001292352972086519,9.191133358399384e-06,3.780554152399418e-06,3.792623033405107e-07,9.85498718364397e-06,6.93682204655488e-06,3.850734174193349e-06,6.905077611918387e-07,2.319033455933095e-06,2.3195580070023425e-06,1.0265337095916038e-06,7.683478315811954e-07,4.234936454849958e-07,3.757167910123371e-09,1.138879095197165e-11,3.482615237859754e-11,4.682977561287771e-09,1.4594900399345079e-08,5.7428117372637644e-08,4.5951290417178825e-07,4.1289621321993764e-07,1.5190249769148068e-06,0.00024813981144689023,1.9298327970318496e-05
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,9.008450092551357e-07,1.3131353853168548e-06,3.274599009728263e-07,7.063061730150366e-06,1.4028637451701798e-07,1.3520508446163149e-06,1.3048009350313805e-05,1.281366905914183e-07,1.2155380773037905e-06,5.8858931879512966e-06,5.867199433851056e-05,7.837528391974047e-05,2.4116437998600304e-05,1.794098352547735e-06,3.836208009033726e-07,2.0369451192436827e-07,8.961053026723675e-06,7.4443109951971564e-06,1.3015936929150485e-05,3.4889646940428065e-06,5.675182364939246e-06,1.7963364484785416e-07,1.546725343359867e-07,2.2305153279944534e-08,7.324131701125225e-08,2.0873985207003898e-08,2.3264986381832387e-08,2.6234673100589134e-08,2.541974097880484e-08,1.7415504771634005e-07,7.575525096115143e-09,3.7762447391287424e-08,8.808930033410434e-06,2.9001182610954857e-07
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,1.5726365987234203e-08,2.6852251266973326e-07,2.3845657892707095e-08,1.1105723274340562e-07,2.8044705686625093e-06,6.628781079598411e-07,2.783650643323199e-07,2.523744058180455e-07,1.7987012768116983e-07,1.8646443322722916e-07,1.4336075082610478e-06,2.6202933440799825e-06,1.3054166174697457e-06,1.4280831237556413e-06,2.5440203899051994e-06,8.507044185535051e-06,1.8196071323473006e-05,0.00022456083388533443,0.0016296471003443003,0.0006292157340794802,0.00040623240056447685,0.0028509884141385555,0.007403228897601366,0.003934040199965239,0.004791246261447668,0.0012462842278182507,0.0008742637000977993,3.3208609238499776e-05,6.205023237271234e-05,6.275522173382342e-05,0.00029628159245476127,0.0007700050482526422,0.00016976108599919826,0.006995812989771366
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,1.067051243808237e-06,3.2599391488474794e-06,3.3358423934259918e-06,4.5731545128546713e-07,7.083187369971711e-08,1.7057778904927545e-06,1.636557840356545e-06,6.78040087223053e-05,0.00014210450171958655,2.0684361516032368e-05,7.887117135396693e-06,6.1727341744699515e-06,1.270378220397106e-06,9.480594599153847e-06,3.906999154423829e-06,8.514444743923377e-06,3.243736136937514e-05,2.4448800104437396e-05,9.800467523746192e-06,8.722928214410786e-06,6.090007445891388e-06,1.31607621369767e-05,1.3535723155655432e-05,4.9513513658894226e-05,0.00010497641778783873,8.845225966069847e-05,8.202942262869328e-05,0.0001229214685736224,2.631707138789352e-05,1.3878816389478743e-05,2.1692421796615236e-05,3.73584043700248e-05,3.230131551390514e-05,0.0007023208308964968
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,8.078853170445655e-06,1.5901315464361687e-06,1.6980150121526094e-06,8.300931767735165e-06,4.084123702341458e-06,2.4108267098199576e-05,3.515935532050207e-05,4.8327351578336675e-06,2.721753389778314e-06,1.259172222489724e-06,9.579575817042496e-07,1.1114412927781814e-06,2.728078811742307e-07,2.489297514784994e-07,1.60160553264177e-07,4.643121371827874e-07,7.0400901677203365e-06,2.0587065591826104e-05,7.3631713348731864e-06,4.762029675475787e-06,6.796984735046863e-07,3.9307826682488667e-07,9.86092558719065e-08,2.3043632779717882e-07,1.1841682834301537e-07,1.486503578007614e-07,1.0276698958477937e-07,4.7847507289588975e-08,3.444165486143902e-08,1.714345998493627e-08,7.507999555400602e-08,7.57725956646027e-07,0.00013343487808015198,4.029433330288157e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,3.420676932819333e-07,3.7482201150851324e-05,6.752885610694648e-07,8.971188947271003e-08,8.540989142602484e-07,7.415893605866586e-07,1.4528788483403332e-07,1.210007809504532e-07,1.957756552428691e-07,2.4368537197005935e-06,1.092743673325458e-06,3.336438965106936e-07,8.370199111595866e-08,2.9034833914920455e-07,9.575463082001079e-06,4.14616079069674e-06,2.907333691837266e-05,1.1804362657130696e-05,3.3892583815031685e-06,2.054038668575231e-05,3.088597804890014e-05,0.0002781609073281288,0.00021987415675539523,0.000598532787989825,0.00013389172090683132,0.00011593362432904541,8.566502947360277e-05,3.152979843434878e-05,9.310610039392486e-05,0.0008017634972929955,0.00011789387644967064,0.001655610278248787,0.004131904803216457,0.025275392457842827
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,5.337658149073832e-05,7.771348464302719e-06,5.985385769236018e-07,1.1325323612254579e-06,1.3889070942241233e-06,5.620182150778419e-07,4.847394663443083e-08,6.782389618820162e-07,9.141615464614006e-08,9.895305083773565e-06,1.6003232872208173e-07,8.724343274479907e-07,8.637512678433268e-07,3.0141686693241354e-06,3.848854248644784e-06,8.410461305174977e-06,7.697516366533819e-07,1.1417181667638943e-05,8.35135597299086e-06,3.732891173058306e-06,1.452956553293916e-06,3.6168052020002506e-07,2.160700063313925e-07,1.601532630957081e-07,5.644719180963875e-08,2.8916355176988873e-07,2.640827858613193e-07,5.597465815299074e-07,1.6884608839973225e-06,2.6083062039106153e-06,2.802888957376126e-06,1.134297144744778e-05,4.9399895942769945e-06,5.093040090287104e-05
