explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,2.3565147785120644e-05,5.080475602881052e-06,1.1103938959422521e-05,2.1554915292654186e-06,1.693975036687334e-06,5.219781542109558e-06,6.433586804632796e-06,1.022306241793558e-05,5.7920447034121025e-06,8.497657290718053e-06,2.1570140233961865e-05,3.883823592332192e-05,1.182943469757447e-05,1.5583011190756224e-05,1.2132422853028402e-05,1.0208303137915209e-05,1.1065930266340729e-05,8.039512977120467e-06,2.351036891923286e-05,5.927475285716355e-05,5.410330413724296e-05,6.124866922618821e-05,0.00033617939334362745,0.0001220831327373162,0.0003951958497054875,0.001994736958295107,0.006744853686541319,0.005667341873049736,0.011542374268174171,0.016715940088033676,0.005845318548381329,0.0030179673340171576,0.004750293679535389,0.00014276531874202192
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,1.9621076717157848e-05,0.0011529369512572885,0.004866312257945538,0.005891048349440098,0.0018614246509969234,0.013009902089834213,0.002333469456061721,0.005356505047529936,0.004170476924628019,0.004204848315566778,0.0029722528997808695,0.0004308072675485164,0.0002753344306256622,0.00037428486393764615,0.0005665801581926644,0.0004832897102460265,0.0008767505059950054,0.007595456205308437,0.010039184242486954,0.030977031216025352,0.05060995742678642,0.07510706782341003,0.09325814992189407,0.07369333505630493,0.08949476480484009,0.40338361263275146,0.18686777353286743,0.7684457302093506,0.9714363217353821,0.9678528308868408,0.9772261381149292,0.9862062335014343,0.9441554546356201,0.9879696369171143
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,8.080025963863591e-07,2.9503908649530786e-07,1.7778143046598416e-07,1.264171345383147e-07,2.4334424253424913e-08,3.64712278155821e-08,7.091700382488852e-08,1.1881230932431208e-07,8.476217203678971e-07,2.694371801226225e-07,1.9457343114481773e-06,6.552223226208298e-07,2.645966787895304e-07,3.304969879991404e-07,1.0420087619422702e-06,1.147765374298615e-06,3.083619731114595e-06,3.1389986361318734e-06,3.2500713587069185e-06,3.965591076848796e-06,6.815665528847603e-06,7.596765954076545e-06,1.0703869520511944e-05,0.00031749927438795567,0.0005243253544904292,0.0003545111103449017,0.0002156402770197019,0.00016545555263292044,0.0008371583535335958,0.0010499299969524145,0.0035655454266816378,0.0034892463590949774,0.03228813782334328,0.04865109175443649
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.010600152425467968,0.09319745749235153,0.576553463935852,0.8670512437820435,0.4945460557937622,0.6051207780838013,0.4969528615474701,0.4491172730922699,0.48653411865234375,0.35947346687316895,0.0677575096487999,0.17169034481048584,0.8346336483955383,0.6726332902908325,0.7448163032531738,0.14768624305725098,0.8638854026794434,0.807341992855072,0.9388088583946228,0.9628400206565857,0.9772409796714783,0.7728202939033508,0.9032391905784607,0.9004049301147461,0.7819018959999084,0.8639275431632996,0.8836753368377686,0.954319179058075,0.9704208374023438,0.9781036376953125,0.8729022145271301,0.8548163175582886,0.901576042175293,0.9564973711967468
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,2.3317825252888724e-05,0.0011204745387658477,0.005973979830741882,0.0030517748091369867,0.008754103444516659,0.06645156443119049,0.03214411437511444,0.03705921769142151,0.04816463589668274,0.009685049764811993,0.0025779693387448788,0.0020047433208674192,0.005310846958309412,0.02673066034913063,0.19724753499031067,0.0369480662047863,0.08031608909368515,0.08377431333065033,0.16938254237174988,0.5488759875297546,0.17308135330677032,0.1159953624010086,0.2051870971918106,0.4423336982727051,0.7010525465011597,0.6105062961578369,0.6893287301063538,0.7277656197547913,0.6792943477630615,0.6299388408660889,0.8523914217948914,0.9897674918174744,0.7012693881988525,0.025493206456303596
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,1.1758911568904296e-06,5.3162155381869525e-05,1.1243356311751995e-05,9.17292527446989e-06,9.353142559120897e-06,6.601696441066451e-06,1.2430094102455769e-05,0.0001600572868483141,0.0004840515030082315,0.0007141900132410228,0.00017756532179191709,0.00021306227426975965,0.0003933390835300088,0.0004471581778489053,0.00039836810901761055,4.3985070078633726e-05,0.000643399078398943,0.00036529492354020476,0.0017206291668117046,0.0025535868480801582,0.001739805331453681,0.0017183846794068813,0.004801605828106403,0.15920183062553406,0.35569652915000916,0.4005109667778015,0.4729553759098053,0.2990042269229889,0.1465974748134613,0.018390987068414688,0.005612323060631752,0.012602773495018482,0.008308717049658298,0.011157154105603695
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,3.085686557824374e-06,8.313871512655169e-05,0.00027614214923232794,0.0005639366572722793,0.0002497919776942581,0.0005740068736486137,0.000710679276380688,0.00105818803422153,0.0007115419139154255,0.0036086447071284056,0.0019018367165699601,0.0018940754234790802,0.0031703258864581585,0.004834563471376896,0.01295807957649231,0.0027521096635609865,0.0024163122288882732,0.0031168663408607244,0.00391052383929491,0.0032978039234876633,0.004739155527204275,0.0038519310764968395,0.005369205959141254,0.0033060419373214245,0.004867656622081995,0.0020246892236173153,0.0028467909432947636,0.003562052734196186,0.005812589079141617,0.006343809887766838,0.005734116304665804,0.00995463877916336,0.018022866919636726,0.9614719152450562
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,9.259067155653611e-05,9.787811723072082e-05,0.00024362665135413408,0.0006337576196528971,0.0014998629922047257,0.005463681183755398,0.0004576662031468004,0.00025263603311032057,0.00022256170632317662,0.0002823235117830336,0.00033554909168742597,0.0009638658375479281,0.0008249094244092703,0.0005917279631830752,0.0036848990712314844,0.0005391053855419159,0.02545144222676754,0.028610412031412125,0.08662033081054688,0.7029435634613037,0.5190046429634094,0.37309834361076355,0.5209755897521973,0.6736791133880615,0.990882933139801,0.8957245349884033,0.8965551257133484,0.8296294212341309,0.9468623995780945,0.995598316192627,0.9876106977462769,0.9987176656723022,0.9993316531181335,0.9994175434112549
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.271672656066869e-09,3.7087626303389243e-09,3.0732302036540204e-08,1.1184429382637973e-07,3.1170648284728486e-09,2.0024795333029033e-07,3.183552053087624e-07,4.842302587348968e-06,5.039115649196901e-07,3.676003146324547e-08,1.9100959036677523e-07,1.2584261810388853e-07,8.46177261593084e-09,1.0271254780036543e-07,6.01706844349792e-08,1.1470852712136548e-07,3.9864932688260524e-08,2.2706228719471255e-07,7.962288606222501e-08,5.645095946249512e-09,7.288057268795001e-09,2.588705072525954e-08,3.8095201659871236e-08,3.1359352448134814e-08,1.2393464920990027e-08,1.7707559862856215e-08,5.52859553692997e-08,3.975940998657279e-08,8.579566923572202e-08,7.490077535976525e-08,1.0968823005441664e-07,1.667238933578119e-07,1.3568409507058732e-08,1.9339019274866587e-08
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,2.680715169844916e-06,4.654870281228796e-06,1.3231232287580497e-06,9.03682939679129e-06,8.304391485580709e-06,1.5682819139328785e-05,1.758384496497456e-05,8.333204459631816e-05,2.5257559173041955e-05,2.8893173293909058e-05,2.2631151296081953e-05,3.4375036193523556e-05,1.927153061842546e-05,0.00013102201046422124,3.91574612876866e-05,0.00012804378638975322,0.00048282690113410354,0.01820237562060356,0.12934572994709015,0.01621476747095585,0.06513886153697968,0.11438076198101044,0.16666549444198608,0.30287134647369385,0.731507420539856,0.9573403000831604,0.9654129147529602,0.9632644653320312,0.9754942655563354,0.9891101121902466,0.9779072999954224,0.9026566743850708,0.989166796207428,0.9890097975730896
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,7.009479304542765e-06,0.0002242378395749256,4.499450005823746e-05,1.2895410691271536e-05,0.00021756606292910874,0.0003340775438118726,0.00012005886674160138,7.434161670971662e-05,0.00012725472333841026,8.089387119980529e-05,6.919827137608081e-05,5.860432793269865e-05,0.0001165051362477243,7.589423330500722e-05,3.861195727949962e-05,0.0005720449262298644,0.005394764710217714,0.0016332741361111403,0.0039909640327095985,0.007588475942611694,0.018273863941431046,0.06099370867013931,0.02896871790289879,0.029089398682117462,0.023942159488797188,0.04687652364373207,0.03879893198609352,0.07492521405220032,0.3907933831214905,0.8500226140022278,0.8596109747886658,0.5705640912055969,0.868995189666748,0.9385395050048828
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,1.643520954530686e-05,0.003931455314159393,0.004118334036320448,0.0006493242108263075,0.0007006637752056122,0.0008998819394037127,0.0019427250372245908,0.0006804870208725333,0.000312169169774279,0.0006560562760569155,0.00045280143967829645,0.0002960264100693166,0.00035549019230529666,0.0003874027170240879,0.0002765972167253494,0.0008614063262939453,0.012126429006457329,0.01325937733054161,0.003907966893166304,0.012765365652740002,0.04516664892435074,0.03300439938902855,0.10630427300930023,0.23796305060386658,0.5072891116142273,0.3739670515060425,0.4783492088317871,0.3350670635700226,0.7350865006446838,0.8482133746147156,0.16274316608905792,0.5539751052856445,0.09718680381774902,0.9808984398841858
