explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,7.598808338116214e-07,8.800056434665748e-07,3.0684914236189798e-06,2.799953563226154e-06,4.59308284916915e-06,5.525844244402833e-06,7.733117854513694e-06,7.583205388073111e-06,8.584312126913574e-06,2.9970126433909172e-06,3.830293280771002e-05,6.33715171716176e-05,2.891349322453607e-05,1.4676875252916943e-05,1.1112254469480831e-05,5.072783096693456e-06,5.9146759667783044e-06,1.582562254043296e-05,2.9504932172130793e-05,0.00043174714664928615,0.00014434069453272969,0.00014994182856753469,0.00019487344252411276,0.0006488536018878222,0.0005593289388343692,0.00022836805146653205,0.0001846472587203607,0.00020070742175448686,0.00015487559721805155,9.998781024478376e-05,0.00010730903886724263,0.000186310731805861,0.0009335748618468642,0.0006342277629300952,0.0009960165480151772,0.002031166572123766,0.0014094116631895304,0.07043103873729706,0.03915724903345108,0.032513268291950226,0.02667168527841568,0.043766167014837265,0.02709469012916088,0.019577065482735634,0.00996294617652893,0.0019141726661473513,0.0014978486578911543,0.0003985223011113703,0.0004276325926184654,0.0003933421685360372,9.065712220035493e-05,6.994925206527114e-05,2.8128997655585408e-05,4.04922593588708e-06,4.925170287606306e-06,0.00016719177074264735,5.7737524912226945e-05,1.2876989785581827e-05,1.655981941439677e-05,3.709368002091651e-06,1.0746652151283342e-05,8.914836143958382e-06,0.01091266330331564,0.01116468571126461,0.012114121578633785,0.005605454556643963,0.0025667196605354548,0.0022057511378079653,0.0011887764558196068,0.000925728352740407,0.0019015202997252345,0.001324158045463264,0.006207871716469526,0.01500213984400034,0.008639580570161343,0.01095360703766346,0.073338583111763,0.33322539925575256,0.3379652798175812,0.12979958951473236,0.32218557596206665,0.03798162564635277
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,4.4946145862923e-06,5.940079063293524e-06,2.192739884776529e-06,1.023325012283749e-06,3.11082288817488e-07,3.477933319118165e-07,9.932830380421365e-07,8.624506335763726e-07,8.419456207775511e-07,2.307537897650036e-06,3.8220291571633425e-06,3.894604105880717e-06,4.397242264531087e-06,3.4690413031057687e-06,1.2535621181086753e-06,5.552191169044818e-07,1.8628653606356238e-06,4.523572272319143e-07,2.056065568467602e-06,3.0192959457053803e-06,6.202489203133155e-06,5.0975068006664515e-06,1.1393858585506678e-05,5.2918285291525535e-06,9.588033208274283e-06,1.2609386430995073e-05,8.237691872636788e-06,3.864511199935805e-06,1.0299217137799133e-05,1.550814340589568e-05,1.0611543984850869e-05,6.945928362256382e-06,4.516256922215689e-06,3.355429043949698e-06,1.8740587620413862e-05,2.1519543224712834e-05,1.0500664757273626e-05,0.00022175513731781393,0.0003387036267668009,0.0002474412031006068,0.0007341346936300397,0.0012477533891797066,0.0026057232171297073,0.0031894459389150143,1.1412438425395521e-06,2.3417278498527594e-05,2.5108351110247895e-05,2.8015270800096914e-05,6.02147811150644e-05,0.00014448528236243874,0.052805252373218536,0.700619101524353,0.766612708568573,0.7942672371864319,0.7857590913772583,0.6622887253761292,0.5900429487228394,0.5068987607955933,0.3303505778312683,0.2538032531738281,0.19147224724292755,0.13425667583942413,0.050208911299705505,0.06376291811466217,0.03421522304415703,0.019966205582022667,0.015089022926986217,0.011977208778262138,0.006406835746020079,0.004388581030070782,0.003205800661817193,0.007119777146726847,0.007796455640345812,0.00539795495569706,0.003757115453481674,0.0048191137611866,0.002307028276845813,0.0037308421451598406,0.005924826022237539,0.005998385138809681,0.01699666492640972,0.02223219722509384
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,2.9573216124845203e-06,9.149154607257515e-07,2.2312612202313176e-07,6.284976166170964e-07,6.06728178809135e-07,2.641014305027056e-07,3.055606896396057e-07,2.4667619413776265e-07,1.8762086995138816e-07,3.9430537412954436e-07,1.1439067293395055e-06,1.7783844441510155e-06,1.935839691213914e-06,1.6111639524751808e-06,9.544864951749332e-07,7.042339120744145e-07,9.54919073592464e-07,5.246404725767206e-06,9.837269317358732e-06,1.0881708476517815e-05,1.2586484444909729e-05,3.752839256776497e-05,2.2714630176778883e-05,1.866792626969982e-05,1.2067006537108682e-05,6.251132163015427e-06,1.0239326002192684e-05,1.4949366232031025e-05,1.8965421986649744e-05,2.8597611162695102e-05,0.0003402533184271306,0.0003558025637175888,0.00044256990076974034,0.0003096743021160364,0.0007730111829005182,0.0003424327296670526,0.0002723319048527628,0.06940685212612152,0.07159776985645294,0.041639477014541626,0.024170054122805595,0.032779064029455185,0.8372102975845337,0.7797568440437317,0.7149314880371094,0.9756351113319397,0.9760544300079346,0.8610960245132446,0.8873848915100098,0.9300368428230286,0.9196692109107971,0.9104565382003784,0.8999081254005432,0.9631233811378479,0.9841791987419128,0.9905960559844971,0.9922851324081421,0.9921561479568481,0.9918960928916931,0.990237295627594,0.9867021441459656,0.9760760068893433,0.9778156280517578,0.9665402770042419,0.9649471640586853,0.9594692587852478,0.9673355221748352,0.9609513878822327,0.954912543296814,0.9353908896446228,0.9146703481674194,0.6942391395568848,0.4203749895095825,0.45206496119499207,0.25114500522613525,0.019518446177244186,0.005770879797637463,0.0017595047829672694,0.0020226016640663147,0.003962800372391939,0.7847685813903809,0.8113072514533997
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,5.726783456339035e-06,2.880554120565648e-06,1.0134739341083332e-06,1.27123826132447e-06,2.1830119294463657e-06,3.0423825592151843e-06,1.2208455473228241e-06,1.4979184470576001e-06,1.1850896726173232e-06,1.8411517430649837e-06,8.008633813005872e-06,7.689859558013268e-06,9.325594874098897e-06,1.056845849234378e-05,9.791754564503208e-06,7.79942547524115e-06,1.0997538083756808e-05,2.2582504243473522e-05,1.8540826204116456e-05,0.0001004939986160025,0.00024549043155275285,0.0003567951498553157,0.008714222349226475,0.0034117354080080986,0.0021977967116981745,0.0023593739606440067,0.005261632613837719,0.0374242439866066,0.05622640624642372,0.015536613762378693,0.005499941296875477,0.04152156040072441,0.036528076976537704,0.24368752539157867,0.21289487183094025,0.04987993836402893,0.06166643276810646,0.9835559725761414,0.9789807200431824,0.9886255264282227,0.9899381399154663,0.9870356917381287,0.9901239275932312,0.9922045469284058,0.9946263432502747,0.991259753704071,0.9932394027709961,0.9923690557479858,0.9913638830184937,0.992382824420929,0.9902366995811462,0.9913365840911865,0.9874000549316406,0.9874657988548279,0.9923228025436401,0.9913243055343628,0.994724690914154,0.9968078136444092,0.9971811771392822,0.997174859046936,0.9971711039543152,0.996797502040863,0.9975003600120544,0.9967939257621765,0.9971651434898376,0.9974709749221802,0.9967674016952515,0.9967557787895203,0.9974502921104431,0.9940232634544373,0.993229866027832,0.9953314661979675,0.9958558678627014,0.9967638254165649,0.9974689483642578,0.9970882534980774,0.9981551766395569,0.9975751042366028,0.9993399977684021,0.9998284578323364,0.9989264607429504,0.9977618455886841
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,2.9541406547650695e-06,5.823469564347761e-06,1.7726377336657606e-05,2.1483419914147817e-05,9.240750841854606e-06,1.7016225683619268e-05,5.678281468135538e-06,9.03671661944827e-06,3.480334953565034e-06,2.3216766749101225e-06,8.245628123404458e-06,4.563997663353803e-06,1.4220574939827202e-06,8.282070780296635e-07,8.441136856163212e-07,2.584537696748157e-06,2.7286239401291823e-06,9.208612937072758e-06,2.214072537753964e-06,4.1314712007078924e-07,7.125900935989193e-08,6.67305414481234e-07,4.2602431449267897e-07,4.204447066058492e-07,5.463083994072804e-07,5.894729611100047e-07,3.97348571823386e-07,1.68369226116738e-07,2.293687657584087e-07,3.537023189892352e-07,1.0140179256268311e-06,1.2364930626063142e-06,3.717895424415474e-06,7.289294444490224e-06,8.323624570039101e-06,1.3881290215067565e-05,1.204420277645113e-05,1.0305383511877153e-05,1.8284397810930386e-05,1.9956230971729383e-05,7.213530352601083e-06,5.73790248381556e-06,4.757962415169459e-06,4.571885256154928e-06,4.715926024800865e-06,7.617390110681299e-06,6.625532023463165e-06,7.970277692948002e-06,6.321038199530449e-06,4.802097009815043e-06,2.9276884561113548e-06,2.979125611091149e-06,3.2517211820959346e-06,3.1668541851104237e-06,3.602187916840194e-06,3.91809044231195e-06,4.557191914500436e-06,4.063000233145431e-06,5.4766182984167244e-06,4.6935861064412165e-06,5.335130481398664e-06,5.60525859327754e-06,6.1631094467884395e-06,6.966478849790292e-06,7.334678230108693e-06,9.899108590616379e-06,9.537093319522683e-06,1.0387098882347345e-05,1.1620589248195756e-05,1.705002796370536e-05,2.3032951503410004e-05,1.4069043572817463e-05,1.1729397556337062e-05,1.2207997315272223e-05,8.270725629699882e-06,8.284602699859533e-06,1.1506062946864404e-05,1.485406073697959e-06,5.8357827583677135e-06,1.3152299516150379e-07,1.0556457397115082e-07,1.2490079370763851e-07
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,4.0107258314492356e-07,1.2842126579926116e-06,1.0190191233050427e-06,1.2162894336142926e-06,2.927959940279834e-06,4.983044618711574e-06,4.141868885199074e-06,5.858353688381612e-06,1.8572645785752684e-05,6.695194315398112e-05,5.3724521421827376e-05,0.0001464031229261309,0.00017136988753918558,0.00019241779227741063,0.0007707023178227246,0.00022842848557047546,0.0004994792398065329,0.0001770377130014822,0.00033885016455315053,0.0008687422960065305,0.00020422361558303237,8.232647815020755e-05,0.00012993547716178,3.669089710456319e-05,5.1963779696961865e-05,6.302742986008525e-05,0.00010128856229130179,0.00017689235392026603,4.8269856051774696e-05,9.616914030630141e-05,0.0001235119125340134,0.00015548468218185008,0.00011039095261367038,4.920687933918089e-05,8.683895430294797e-05,1.2210203749418724e-05,3.914790795533918e-05,5.462682020151988e-05,6.764835416106507e-05,9.943667828338221e-05,4.161852484685369e-05,5.144966416992247e-05,5.114815735396405e-07,1.3363039386149467e-07,6.402143753803102e-06,7.189344614744186e-06,6.762191333109513e-05,0.0005589727079495788,0.00218940619379282,0.0021445881575345993,0.0069297621957957745,0.014346790499985218,0.0680464506149292,0.20010864734649658,0.4568519592285156,0.5941266417503357,0.5548932552337646,0.9548290967941284,0.9682921171188354,0.9816138744354248,0.9893771409988403,0.9880585074424744,0.993838369846344,0.9970502853393555,0.9851582646369934,0.9847437739372253,0.9855560064315796,0.9832652807235718,0.9798929691314697,0.9823112487792969,0.9685336947441101,0.9732922315597534,0.9806877374649048,0.9770872592926025,0.9392788410186768,0.9116665124893188,0.9100882411003113,0.908555269241333,0.8493340015411377,0.9722938537597656,0.9913709163665771,0.973511815071106
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,4.529238140094094e-07,4.798272925654601e-07,6.720039209540118e-07,1.2308291843510233e-06,1.3617454897030257e-06,8.350573921234172e-07,1.3414701243164018e-06,1.544215479043487e-06,3.9934648157213815e-06,7.473055120499339e-06,1.4052874576009344e-05,8.280393558379728e-06,1.2338637134234887e-05,7.91310867498396e-06,6.466256763815181e-06,3.7136683204153087e-06,7.233900305436691e-07,2.2744168290955713e-06,6.350867920446035e-07,3.192552640030044e-06,3.7414702092064545e-05,1.1971305866609327e-05,1.9107787011307664e-05,8.124458872771356e-06,2.4492022930644453e-05,2.608125942060724e-05,1.9495422748150304e-05,4.153487680014223e-05,2.931312337750569e-05,2.2383830582839437e-05,2.94055189442588e-05,9.183584188576788e-05,7.219591498142108e-05,0.00016144223627634346,0.0003756645310204476,0.00024403579300269485,0.0009274021722376347,0.002788983518257737,0.002656530123203993,0.0051325587555766106,0.004616033285856247,0.012490338645875454,0.00906206015497446,0.01853962242603302,0.006341843865811825,0.022005710750818253,0.06556257605552673,0.03430928289890289,0.026933224871754646,0.02474772185087204,0.0224055927246809,0.038466036319732666,0.02307838760316372,0.042054932564496994,0.10631357133388519,0.08322428166866302,0.14980672299861908,0.2865046560764313,0.5175666213035583,0.6053159236907959,0.6743173003196716,0.6984736323356628,0.8713347315788269,0.9258063435554504,0.7527231574058533,0.89217609167099,0.9787572026252747,0.9791018962860107,0.9841650724411011,0.9878727197647095,0.9828583002090454,0.987432599067688,0.9931400418281555,0.993817150592804,0.9944130778312683,0.996455192565918,0.9967327117919922,0.9972540736198425,0.9800493717193604,0.9928869605064392,0.9752840399742126,0.9954063892364502
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,9.332195077149663e-06,8.836038432491478e-06,8.554575288144406e-06,1.1189958058821503e-05,2.4980103262350895e-05,1.647406861593481e-05,1.3352134374144953e-05,1.5133495253394358e-05,4.2652074625948444e-05,4.098921999684535e-05,8.344591333298013e-05,5.571323708863929e-05,3.6384084523888305e-05,2.3941212930367328e-05,3.058058427996002e-05,1.085350686480524e-05,9.555104043101892e-06,1.2372451237752102e-05,2.8569653295562603e-05,1.0830553037521895e-05,4.8592250095680356e-05,2.7368656446924433e-05,9.428305929759517e-06,6.295105322351446e-06,2.962447297250037e-06,3.0282765237643616e-06,7.119414476619568e-06,2.6414147214381956e-05,4.161043034400791e-05,6.717340875184163e-05,0.0009194434969685972,0.002281434601172805,0.0087509760633111,0.016925500705838203,0.02501162886619568,0.06085607782006264,0.026108717545866966,0.9892697930335999,0.9614911079406738,0.9482003450393677,0.9453239440917969,0.9035768508911133,0.9031392931938171,0.8603391051292419,0.8684923648834229,0.8231330513954163,0.8577365875244141,0.9447648525238037,0.9250325560569763,0.9117307066917419,0.7386031746864319,0.8655622601509094,0.8813531994819641,0.915719211101532,0.9757742285728455,0.9902434945106506,0.9973588585853577,0.9973722696304321,0.9973322153091431,0.9973359704017639,0.9972852468490601,0.9968583583831787,0.9964686632156372,0.9963461756706238,0.996695876121521,0.9952172040939331,0.9971079230308533,0.9974935054779053,0.9968211650848389,0.9948662519454956,0.9939188957214355,0.9923648834228516,0.9942830204963684,0.9825999140739441,0.9862449765205383,0.9960351586341858,0.9876542687416077,0.929181694984436,0.9491472244262695,0.9237215518951416,0.9605536460876465,0.9604517817497253
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,9.333262823929545e-06,8.98913640412502e-06,9.569794201524928e-06,5.42284942639526e-06,4.085851742274826e-06,2.2125045688881073e-06,1.3667840903508477e-06,2.1551747977355262e-06,1.1093634384451434e-06,1.3668224028151599e-06,7.489549261663342e-06,2.1188686787354527e-06,2.303311930518248e-06,1.0355986432841746e-06,7.840996659069788e-06,2.0229439542163163e-05,4.61324852949474e-05,0.0001275287795579061,0.00043250041198916733,0.0011852503521367908,0.0005715065635740757,0.0008445231942459941,6.82548270560801e-05,7.740875298622996e-05,0.00010267443576594815,0.00015413366782013327,0.0002770194842014462,0.00013759637658949941,8.330892160302028e-05,5.846159183420241e-05,4.292659286875278e-05,7.427537639159709e-05,8.594340033596382e-05,5.928060636506416e-05,0.00011165068281115964,4.132162212044932e-05,3.9228234527399763e-05,1.919044370879419e-05,8.912727935239673e-06,6.903198027430335e-06,6.395768650691025e-06,7.362768883467652e-06,3.7358165627665585e-06,5.7852839745464735e-06,1.051884737535147e-05,2.7121446692035533e-05,1.4775775525777135e-05,1.059564692695858e-05,7.134696261346107e-06,7.512603133363882e-06,9.340593351225834e-06,1.2247679478605278e-05,2.0403129383339547e-05,2.82480068563018e-05,1.9865867216140032e-05,2.2198963051778264e-05,2.0814812160097063e-05,3.565178485587239e-05,3.306212602183223e-05,6.916099664522335e-05,7.009919499978423e-05,0.00015497249842155725,0.0001556620409246534,0.00019962336227763444,0.00023437527124769986,0.00020275959104765207,2.8051945264451206e-05,9.382372809341177e-06,0.00016914927982725203,1.6088928532553837e-05,3.3489010093035176e-05,0.00039652345003560185,0.0010727298213168979,0.007311055902391672,0.027875851839780807,0.049875449389219284,0.0623508095741272,0.4979397654533386,0.7057011723518372,0.2577246427536011,0.007375598419457674,0.013315665535628796
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,3.984010618296452e-06,3.6856195038126316e-06,4.832380454899976e-06,1.4188206023391103e-06,8.659297918711673e-07,2.5953015665436396e-06,7.652683052583598e-06,5.1953325055364985e-06,2.429620280963718e-06,1.9129290649289032e-06,4.8945648813969456e-06,6.852234491816489e-06,1.0617824955261312e-05,1.1783335139625706e-05,6.099055553931976e-06,7.893660040281247e-06,5.117747150507057e-06,1.0608551747282036e-05,6.377881163643906e-06,1.5619034456904046e-05,5.647792931995355e-06,5.184724159335019e-06,8.645703928777948e-06,1.2090304153389297e-05,1.7619768186705187e-05,1.1000115591741633e-05,1.0332380043109879e-05,1.2742299077217467e-05,6.071995449019596e-05,5.568752749240957e-05,6.0118378314655274e-05,0.00010004481737269089,4.108333450858481e-05,6.541643233504146e-05,1.7869644580059685e-05,2.5849683879641816e-05,4.779710798175074e-05,5.104707452119328e-05,7.257344987010583e-05,0.00010830451356014237,8.910041651688516e-05,4.279157656128518e-05,0.00011933573841815814,0.00017489935271441936,0.0002451991313137114,9.392914944328368e-05,0.0001255931711057201,0.00033530511427670717,0.00048318502376787364,0.0008190000662580132,0.003254649695008993,0.0038327896036207676,0.005125325173139572,0.0040689511224627495,0.01743476092815399,0.06929794698953629,0.14182014763355255,0.23772576451301575,0.40484777092933655,0.39486297965049744,0.5981285572052002,0.7776108980178833,0.8657718300819397,0.8749709129333496,0.9174681901931763,0.9470030665397644,0.9394373297691345,0.9639418721199036,0.9947516322135925,0.9932625889778137,0.9668086171150208,0.9858933687210083,0.9913330674171448,0.9911076426506042,0.9886181354522705,0.9896706938743591,0.989658534526825,0.9787998199462891,0.9824246764183044,0.9727411270141602,0.8561391234397888,0.784521222114563
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,7.639548130100593e-06,2.709938598854933e-06,3.5710586416826118e-06,5.063117896497715e-06,5.462890840135515e-06,2.3955565211508656e-06,1.9992669422208564e-06,3.667888677227893e-06,4.123626240470912e-06,4.560304660117254e-06,7.511036528740078e-06,5.743030669691507e-06,3.0895239433448296e-06,4.806144261237932e-06,5.298024461808382e-06,5.681671154889045e-06,2.013301127590239e-05,9.744731869432144e-06,1.947672171809245e-05,2.425515413051471e-05,1.716032602416817e-05,5.806246917927638e-06,1.1049774002458435e-05,1.5103781151992735e-05,6.782024229323724e-06,5.243120995146455e-06,1.656882159295492e-05,1.1459596862550825e-05,8.443732440355234e-06,8.323255315190181e-06,2.0734336430905387e-05,1.278237050428288e-05,5.999072982376674e-06,1.6750311260693707e-05,1.5758976587676443e-05,1.0381435458839405e-05,1.0608705451886635e-05,1.6794940165709704e-05,2.1060783183202147e-05,3.741501132026315e-05,1.8886063116951846e-05,3.349833423271775e-05,5.709578181267716e-05,8.975495438789949e-05,6.355218647513539e-05,7.549139991169795e-05,9.811834752326831e-05,0.0002040393592324108,0.00045795540791004896,0.0009562761406414211,0.0013872729614377022,0.0006988878594711423,0.0007960039074532688,0.0007322400342673063,0.001960344612598419,0.002022505272179842,0.0017839232459664345,0.0026215126272290945,0.0019639190286397934,0.0021036199759691954,0.004146777559071779,0.003974003717303276,0.0022656728979200125,0.0021118868608027697,0.001970388926565647,0.0017313103890046477,0.001973567297682166,0.0019439068855717778,0.0020564119331538677,0.0016848286613821983,0.0015381949488073587,0.0016734263626858592,0.0014846394769847393,0.001631801831535995,0.0013243124121800065,0.0013604678679257631,0.0011357521871104836,0.0005212780670262873,0.0008293726132251322,0.0029293312691152096,0.0012616656022146344,0.007768626790493727
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,4.401729165692814e-05,1.6275995221803896e-05,1.610531944606919e-05,9.059958756552078e-06,3.0599996989622014e-06,4.018705112684984e-06,1.94060316971445e-06,5.922917125644744e-07,2.3771210635459283e-06,6.184484391269507e-06,1.6472753259222372e-06,1.5481532500416506e-06,1.1724790738298907e-06,1.1660135896818247e-05,2.5010940589709207e-05,8.367171176359989e-06,5.027951374358963e-06,1.471883115300443e-05,1.7793856386560947e-05,3.256450509070419e-05,4.8274934670189396e-05,2.0135445083724335e-05,7.996451313374564e-05,0.00024500401923432946,0.000472192739835009,0.0007252292125485837,0.00030399044044315815,0.00022513969452120364,0.00016794344992376864,4.050382995046675e-05,8.11699646874331e-05,5.683779454557225e-05,2.0601712094503455e-05,2.2931073544896208e-05,1.4209710570867173e-05,0.00010976697376463562,0.0007849474786780775,0.0011103389551863074,0.010791942477226257,0.08554480224847794,0.17507997155189514,0.8311099410057068,0.9071910381317139,0.9839015603065491,0.9781240224838257,0.9851810932159424,0.9870249032974243,0.9873005747795105,0.989885687828064,0.9928823709487915,0.994988203048706,0.9949824213981628,0.994487464427948,0.9966726303100586,0.9961714148521423,0.9966873526573181,0.9968796968460083,0.99519944190979,0.9949892163276672,0.9952270984649658,0.9953294992446899,0.9959462285041809,0.9958438277244568,0.9963157773017883,0.9959231615066528,0.9932993650436401,0.9941640496253967,0.9940365552902222,0.9902774691581726,0.9899173378944397,0.9908360242843628,0.9934513568878174,0.9950657486915588,0.9951419830322266,0.9951295852661133,0.9952560067176819,0.9931714534759521,0.9908069968223572,0.9938218593597412,0.9728580713272095,0.8404864072799683,0.7689611315727234
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,8.29204566343833e-07,8.340835506714939e-07,1.0357121027482208e-06,2.3557001895824214e-06,5.2861050789942965e-06,2.774746235445491e-06,9.010506801132578e-06,2.3631626390852034e-05,2.6762847483041696e-05,8.262719347840175e-06,1.1937548151763622e-05,2.4916744223446585e-05,1.656499080127105e-05,1.998492552957032e-05,2.318419501534663e-05,2.7281254006084055e-05,1.7001362721202895e-05,1.8862763681681827e-05,1.2625935596588533e-05,4.57641590401181e-06,3.681660928123165e-06,4.442674708116101e-06,8.050485121202655e-06,1.1408160389692057e-05,8.242323929152917e-06,2.6765494112623855e-05,3.79772245651111e-05,3.0777970096096396e-05,3.858956551994197e-05,1.532025089545641e-05,0.00020739383762702346,0.00014935611397959292,0.00012933769903611392,0.00021533745166379958,7.961272058309987e-05,3.791414565057494e-05,2.931623748736456e-05,0.00016367672651540488,0.0002076050586765632,5.6266639148816466e-05,4.4392952986527234e-05,5.717841850128025e-05,0.00018515110423322767,0.00025959539925679564,0.00013328804925549775,0.000143321551149711,0.00017114826187025756,0.00033083284506574273,0.0002430654421914369,0.00026406970573589206,0.00024266986292786896,0.0002619478036649525,0.0003889860527124256,0.0005778090562671423,0.002875438891351223,0.00390383368358016,0.00506961764767766,0.004720749333500862,0.002076138276606798,0.0007867154781706631,0.0004311460361350328,0.00033958538551814854,0.00044080393854528666,0.0005716016748920083,0.00044230648200027645,0.0006725076236762106,0.0008843314135447145,0.0010567167773842812,0.0008805270190350711,0.001511372160166502,0.0011410006554797292,0.0013696926180273294,0.0018334753112867475,0.00045052729547023773,0.001485919812694192,0.029825283214449883,0.0474868007004261,0.07924085110425949,0.08685508370399475,0.6553429961204529,0.8044871687889099,0.8875230550765991
