explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,8.90536539372988e-05,4.9284935812465847e-05,8.937691018218175e-05,8.615953265689313e-05,0.0003026965132448822,0.00033433656790293753,0.0002525450545363128,0.00010231371561530977,0.00013164148549549282,3.0978717404650524e-05,0.00037410762161016464,0.00020231385133229196,0.0002519027329981327,0.00013314445095602423,4.927456393488683e-05,2.1968880901113153e-05,3.125937291770242e-05,1.1202578207303304e-05,3.495034252409823e-05,0.00010862736962735653,3.615611421992071e-05,9.466946721659042e-06,3.175054007442668e-05,7.361885946011171e-05,0.00015899277059361339,0.00014279893366619945,9.844858868746087e-05,0.0003386146854609251,0.00032417275360785425,6.333418423309922e-05,7.515142442571232e-06,1.0325201401428785e-05,0.00010316051339032128,7.230859773699194e-05,5.234267155174166e-05,3.031975393241737e-05,5.3215306252241135e-05,0.01562657579779625,0.006424933206290007,0.005945638287812471,0.0042573525570333,0.003045981051400304,0.0003627617552410811,0.00037134962622076273,0.00038656778633594513,0.00022868068481329829,0.00020020036026835442,0.00042911499622277915,0.000425771257141605,0.00032500948873348534,0.00010693040530895814,0.00010563044634182006,0.00021991920948494226,9.486250928603113e-05,6.38692727079615e-05,0.001523711602203548,0.0007569420267827809,0.00025968963745981455,0.0001876552269095555,3.3948104828596115e-05,1.909682214318309e-05,3.110175748588517e-05,2.3164253434515558e-05,4.23588280682452e-05,1.6161187886609696e-05,5.9760943258879706e-05,0.00020471200696192682,3.119886605418287e-05,0.00011302201892249286,7.073075539665297e-05,8.510063344147056e-05,2.9413589800242335e-05,2.1758416551165283e-05,1.3252286407805514e-05,1.608092475180456e-06,6.18197736912407e-06,6.428856977436226e-06,4.252015787642449e-05,9.320255048805848e-05,4.4282984163146466e-05,0.32218557596206665,0.03798162564635277
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,3.995127428879641e-07,8.611796715740638e-07,4.85512828163337e-07,4.3786607761830965e-07,3.4898570788755023e-07,7.740192700111947e-07,4.261451067577582e-06,9.728638588057947e-07,1.390587271998811e-06,4.192795586277498e-06,2.8582213417394087e-05,6.288102304097265e-05,0.00011120842100353912,0.0002861242392100394,1.2165834050392732e-05,2.4229557311628014e-05,3.1189607398118824e-05,9.810310984903481e-06,6.641511390625965e-06,1.4747745808563195e-05,3.908516646333737e-06,6.832337476225803e-06,7.94848983787233e-06,3.392291546333581e-06,7.017270036158152e-06,1.0316628504369874e-05,8.028645424928982e-06,1.1854180229420308e-05,2.3000737201073207e-05,6.629838753724471e-05,1.686223185970448e-05,2.6657580747269094e-05,8.651395546621643e-06,3.636609108070843e-06,3.4523680369602516e-05,4.734206959255971e-05,7.148347776819719e-06,4.431551860761829e-05,4.173530396656133e-05,4.7624715080019087e-05,2.938890793302562e-05,0.0001324824261246249,0.0003036955604329705,0.0002225469652330503,9.36882287305707e-08,2.634528073031106e-06,1.8268389112563455e-06,1.8554924281488638e-06,5.554651579586789e-06,2.593425233499147e-05,0.0007985104457475245,0.02266523987054825,0.04907090589404106,0.028750427067279816,0.0465010404586792,0.024487216025590897,0.033833544701337814,0.020370405167341232,0.013953473418951035,0.00573576707392931,0.0015054835239425302,0.0005501106497831643,0.0001544093684060499,0.0001769181981217116,0.0001559211959829554,4.649699621950276e-05,1.305807654716773e-05,1.9039401877307682e-06,1.0161645604966907e-06,1.0690343970054528e-06,1.602874135642196e-06,2.7210614916839404e-06,6.785354798921617e-06,2.0484642391238594e-06,3.7483519008674193e-06,1.0689647069739294e-06,8.504607649229001e-07,1.8310278164790361e-06,3.5171381114196265e-06,6.12273743172409e-06,0.01699666492640972,0.02223219722509384
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,1.520906266705424e-06,1.143881604548369e-06,6.895800197526114e-07,1.241936502083263e-06,2.8698041205643676e-06,4.3623936107906047e-07,3.570334001778974e-06,1.1245695077377604e-06,3.9864570311465286e-08,2.2406006792152766e-06,2.2485487534140702e-06,1.840948698372813e-06,4.170401098235743e-06,4.033811364934081e-06,3.513196588755818e-06,8.121556334117486e-07,1.491006628384639e-06,5.858114946022397e-06,7.732747690170072e-06,5.458956366055645e-06,5.256231361272512e-06,3.6693916172225727e-06,3.831572030321695e-06,2.92427466774825e-06,1.8887567421188578e-06,1.5997201217032853e-06,4.6204449972719885e-06,6.6240177147847135e-06,8.48178387968801e-06,4.417093441588804e-05,4.55636291007977e-05,3.091619873885065e-05,1.853733920142986e-05,2.3366219465970062e-05,9.581084304954857e-05,0.00010625331196933985,5.69783805985935e-05,0.01051402185112238,0.004886232782155275,0.003955909051001072,0.0026127423625439405,0.0071404543705284595,0.7620794773101807,0.8060377240180969,0.7880477905273438,0.9734596014022827,0.9791415333747864,0.9301528930664062,0.935807466506958,0.9686148166656494,0.964954137802124,0.9433438777923584,0.9676640629768372,0.9748396277427673,0.9856522083282471,0.9861857295036316,0.9952861666679382,0.9936595559120178,0.991969883441925,0.9903414249420166,0.9790331721305847,0.9753284454345703,0.9737516045570374,0.9885903000831604,0.9866300821304321,0.9798581600189209,0.9774378538131714,0.9651309847831726,0.9590404629707336,0.9385741949081421,0.8929849863052368,0.6151687502861023,0.4090663194656372,0.6884143352508545,0.5162427425384521,0.05535595491528511,0.15050196647644043,0.03585318103432655,0.08297459781169891,0.08051058650016785,0.7847685813903809,0.8113072514533997
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,1.2915495062770788e-05,2.2814821932115592e-05,1.6952557416516356e-05,1.1341157915012445e-05,2.9970098694320768e-05,4.5368979044724256e-05,1.343156418442959e-05,5.003648766432889e-06,1.1022212675015908e-05,2.2275207811617292e-05,4.7224679292412475e-05,3.400669083930552e-05,5.693971979781054e-05,7.04978228895925e-05,9.766228322405368e-05,8.72484888532199e-05,8.251525287050754e-05,0.00016176109784282744,7.714573439443484e-05,0.00012269814033061266,3.3677712053759024e-05,0.0006392032373696566,0.005021267104893923,0.002046565292403102,0.0004908660775981843,0.0012302445247769356,0.003062392584979534,0.04476289078593254,0.12850701808929443,0.005008585285395384,0.00013087077240925282,0.0041810437105596066,0.0010154065676033497,0.01442760694772005,0.0007365774363279343,0.00036736467154696584,0.00175616389606148,0.017611714079976082,0.002252947073429823,0.0066564492881298065,0.0009903826285153627,0.005389294121414423,0.0001204547515953891,0.00015707830607425421,3.0384240744751878e-05,0.02356298826634884,0.0832212045788765,0.3095346987247467,0.004535021260380745,0.9833153486251831,0.6348543167114258,0.38901737332344055,0.080581434071064,0.4742268919944763,0.15343329310417175,0.8620519042015076,0.04015040770173073,0.18347308039665222,0.8598847389221191,0.007774306461215019,0.052312541753053665,0.24285151064395905,0.14395730197429657,0.07952141016721725,0.12150971591472626,0.1451062262058258,0.1617744117975235,0.10011027753353119,0.5605378150939941,0.3756943941116333,0.3324319124221802,0.5010146498680115,0.6784304976463318,0.6047052145004272,0.625130295753479,0.7181708812713623,0.5989458560943604,0.5069229602813721,0.7928155660629272,0.7977001667022705,0.9989264607429504,0.9977618455886841
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,6.186074301695044e-07,1.7592716403669328e-06,2.8461861347750528e-06,1.1376929251127876e-05,3.229730964449118e-06,1.951713102243957e-06,1.1720466318365652e-05,1.6137933926074766e-05,1.8349522861171863e-06,2.5212025320797693e-06,8.120250640786253e-06,6.672972176602343e-06,2.052466925306362e-06,3.05786812759834e-07,3.3278020339366776e-08,2.88710388929303e-08,3.787835112234461e-07,1.3712548025068827e-05,3.7036429603176657e-06,4.811680014427111e-07,1.4536300341205788e-07,2.0692674240763154e-07,4.109572842025955e-07,2.8208191906742286e-06,1.2791801395906077e-07,1.1827053185697878e-06,2.9346571750465955e-07,5.725536311729229e-07,5.223945365173677e-08,6.235841709667511e-08,7.515580477956973e-07,4.303610694478266e-07,7.731736673122214e-08,5.296989229464089e-07,9.77723516371043e-07,8.871361387718935e-07,3.106480562564684e-06,5.395986590883695e-07,3.2620985734865826e-07,5.420716206572251e-06,7.154820309551724e-07,7.757259936624905e-07,9.87694832588204e-08,3.6364286870593787e-07,1.5795632180015673e-07,1.019174789007593e-07,1.7285623243878945e-07,5.884310780857049e-07,3.3074024941015523e-07,2.071897711175552e-07,3.221543209974698e-08,7.349309782966884e-08,7.619154729354705e-08,1.3355300865214303e-08,3.751822674757932e-08,1.8335946094794053e-08,4.717747259519456e-08,2.942315404652618e-07,3.4023283745909794e-08,1.4877936393986602e-07,1.3947257571089722e-07,6.667555112471746e-07,7.789430469529179e-07,7.691085670558095e-07,1.6706436554159154e-06,4.0039356008492177e-07,5.244411340754596e-07,1.481557546867407e-06,2.0111674530198798e-06,6.5986400841211434e-06,8.530192644684575e-06,2.793825387925608e-06,7.750214194857108e-07,2.096797970807529e-06,2.2651553877039987e-07,8.094716008599789e-07,1.3819665127812186e-06,1.1985584933427162e-06,2.4234780084952945e-06,2.7536841571418336e-06,1.0556457397115082e-07,1.2490079370763851e-07
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,8.813800889129197e-08,2.578566409283667e-07,8.393697470410189e-08,2.1723670329265587e-07,4.385332772471884e-07,1.0503139264983474e-06,1.1692642374327988e-06,2.6374507342552533e-06,5.186337602935964e-06,1.2445105312508531e-05,1.10322635009652e-05,3.194809323758818e-05,2.647835572133772e-05,2.689862230909057e-05,9.69251268543303e-05,7.221764826681465e-05,9.226133988704532e-05,0.0001068852943717502,9.054016845766455e-05,0.00022579089272767305,3.2172927603824064e-05,1.0922446563199628e-05,2.17122051253682e-05,1.3108786333759781e-05,2.9100177926011384e-05,1.3190129720896948e-05,7.6073033596912865e-06,1.7577380276634358e-05,1.481321123719681e-05,5.3959567594574764e-05,4.282025474822149e-05,1.6076364772743545e-05,2.597184357000515e-05,3.174710855091689e-06,1.0073027624457609e-05,6.314687198027968e-06,2.79547821264714e-05,2.2245287254918367e-05,0.00012017672270303592,0.00012357599916867912,9.372968634124845e-05,2.829833647410851e-05,0.0002865309943445027,0.00011974829249083996,0.0005846218555234373,0.00041322282049804926,0.0007001691265031695,0.0028860229067504406,0.00627016369253397,0.011197280138731003,0.015647608786821365,0.013951019383966923,0.0043227169662714005,0.013426234945654869,0.004056897480040789,0.008510727435350418,0.008803533390164375,0.009342544712126255,0.004368736874312162,0.004800999537110329,0.0018124155467376113,0.000749229162465781,0.0009220403153449297,0.00042200545431114733,0.00043426905176602304,0.00016248802421614528,9.283827239414677e-05,0.00014829188876319677,6.641418440267444e-05,0.0004330378142185509,0.0004684610175900161,0.0009615740855224431,0.0017868217546492815,0.00037309128674678504,0.00044511855230666697,0.001788586494512856,0.004557030741125345,0.024000374600291252,0.04030195251107216,0.11984743177890778,0.9913709163665771,0.973511815071106
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,3.284405920567224e-07,1.8379324728812207e-07,2.2345574279825087e-07,3.5518849017535103e-07,6.090774036238145e-07,1.8176338301145734e-07,2.6961706112160755e-07,2.2884643158249673e-07,1.4922310356269008e-06,8.269130375992972e-06,1.3319044228410348e-05,3.063913709411281e-06,1.1145038115500938e-05,1.4080996152188163e-05,2.2721991626895033e-05,2.485086406522896e-05,2.1906200800003717e-06,2.6795232770382427e-06,9.358665806757926e-07,1.9762153442570707e-06,2.8579846912180074e-05,3.0449358746409416e-05,8.89741386345122e-06,6.960779501241632e-06,2.305840826011263e-05,2.3516346118412912e-05,1.2232486369612161e-05,6.0255311836954206e-05,1.037144011206692e-05,1.1445065865700599e-05,2.6541862098383717e-05,2.8135593311162665e-05,4.960987644153647e-05,0.00013202444824855775,0.0002495697408448905,9.835704986471683e-05,0.00011325305968057364,5.785264875157736e-05,2.0211333321640268e-05,6.777237285859883e-05,0.00024685170501470566,0.001941145514138043,0.002285732887685299,0.004213829059153795,0.006884981412440538,0.01580321602523327,0.01537304650992155,0.011343743652105331,0.004481230862438679,0.0031217006035149097,0.00296933576464653,0.0011769025586545467,0.0007215691730380058,0.0007176176877692342,0.0018047753255814314,0.0018077652202919126,0.0022051518317312002,0.0015123540069907904,0.004937493707984686,0.013264717534184456,0.01101911161094904,0.013548244722187519,0.04871439188718796,0.20512136816978455,0.2407812476158142,0.5856994390487671,0.7635937333106995,0.2779622972011566,0.37238046526908875,0.7084837555885315,0.7273542284965515,0.7660902142524719,0.7850653529167175,0.7781912088394165,0.5759027600288391,0.8214685320854187,0.7081148624420166,0.9373818635940552,0.33396413922309875,0.7220169305801392,0.9752840399742126,0.9954063892364502
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,7.732016456429847e-06,7.82491588324774e-06,1.1500188520585652e-05,1.4217790521797724e-05,2.5008219381561503e-05,6.134024260973092e-06,4.410250767250545e-06,3.06660126625502e-06,9.269525435229298e-06,2.2950380298425443e-05,0.00015347229782491922,5.175635305931792e-05,1.726982372929342e-05,1.4698962331749499e-05,1.3462376045936253e-05,2.131087239831686e-05,1.8049093341687694e-05,9.405936907569412e-06,5.1258721214253455e-05,2.48006358560815e-06,2.46072650043061e-05,2.073846735584084e-05,4.089730282430537e-06,2.2241581518755993e-06,1.157299834630976e-06,1.0395168601462501e-06,1.468119762648712e-06,1.9904100554413162e-05,5.007947038393468e-05,0.0002023698907578364,0.0003656516200862825,0.00016131352458614856,0.011644992977380753,0.00857663992792368,0.018357276916503906,0.06220734864473343,0.02173958159983158,0.9085817337036133,0.9405249357223511,0.33052369952201843,0.3414391875267029,0.2276308387517929,0.051279935985803604,0.041959721595048904,0.24202263355255127,0.09605497121810913,0.06850410997867584,0.7993842363357544,0.7414376139640808,0.8009656667709351,0.4613229036331177,0.7249383926391602,0.6677622199058533,0.8766889572143555,0.8983590006828308,0.525270402431488,0.8965203166007996,0.912541925907135,0.8721458911895752,0.8784019947052002,0.74910968542099,0.7853227853775024,0.7889997363090515,0.6163150668144226,0.49870267510414124,0.4251883029937744,0.6299015283584595,0.6893089413642883,0.5357128977775574,0.08300350606441498,0.0619783028960228,0.024777187034487724,0.044963616877794266,0.07831720262765884,0.02352183870971203,0.2273523360490799,0.01345412340015173,0.012720860540866852,0.015556032769382,0.01112986821681261,0.9605536460876465,0.9604517817497253
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,0.0005415039486251771,0.0012155829463154078,0.000663083977997303,0.0005740312044508755,0.0001055442335200496,4.097418423043564e-05,9.169455006485805e-05,7.09987070877105e-05,5.804195097880438e-05,0.0001550910237710923,0.00021274633763823658,0.0001492573064751923,0.00012557052832562476,2.316575228178408e-05,5.105628588353284e-05,0.00011561801511561498,2.2199415980139747e-05,1.3262791981105693e-05,0.0009344089194200933,0.00035906850825995207,0.0010634150821715593,0.0001262275909539312,1.1446179087215569e-05,0.0004519000358413905,0.0004976827767677605,4.6890840167179704e-05,5.4335512686520815e-05,7.74756190367043e-05,0.0001487536501372233,3.401003141334513e-06,5.021900051360717e-06,1.7039596059476025e-05,1.1162987902935129e-05,0.0002757041365839541,0.00021661790378857404,3.0789040465606377e-05,4.795126733370125e-05,1.328746566287009e-05,2.4992314138216898e-06,2.075920747302007e-06,1.447006411581242e-06,1.6060348571045324e-05,7.911842658359092e-06,1.686538780631963e-05,3.7300469557521865e-05,0.00011711733532138169,5.616456473944709e-05,7.046107384667266e-06,6.104821750341216e-07,3.2879186164791463e-06,2.7642465738608735e-06,4.5913999201729894e-05,6.511300307465717e-05,2.169648178096395e-05,6.764129921066342e-06,3.2159553029487142e-06,3.765965084312484e-05,1.6109088392113335e-05,5.242933980298403e-07,1.836078445194289e-05,1.3172753824619576e-05,1.7493541236035526e-05,3.661505616037175e-05,7.586659921798855e-05,1.377574972138973e-05,1.7186706827487797e-05,3.530718095134944e-05,2.8073880457668565e-05,0.0002797080378513783,8.218714242502756e-07,1.4856100278848317e-06,2.111781896019238e-06,4.812476390725351e-07,6.0140155255794525e-06,1.8874528677770286e-06,7.0178366513573565e-06,3.3675619306450244e-06,2.87507884166871e-08,9.202557862408867e-07,3.1180193218460772e-06,0.007375598419457674,0.013315665535628796
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,4.234569132677279e-06,5.839817731612129e-06,9.47794433159288e-06,4.978735432814574e-06,1.6943112086664769e-06,5.396241704147542e-06,2.1418039978016168e-05,1.3916738680563867e-05,1.2734424672089517e-05,4.391942638903856e-06,1.308363425778225e-05,7.203997938631801e-06,4.30298678111285e-06,3.3217222608072916e-06,7.732680842309492e-07,1.0869177913264139e-06,2.202047198807122e-06,4.890432137472089e-06,4.694441031460883e-06,1.9085149688180536e-05,8.368610906472895e-06,4.516284661804093e-06,1.5296423043764662e-06,8.99359929462662e-06,2.839957051037345e-05,1.4503173588309437e-05,6.912163371453062e-06,1.0316487077943748e-06,1.5204984265437815e-05,1.3831302567268722e-05,2.376307202212047e-05,5.609283107332885e-05,2.5474642825429328e-05,1.698628875601571e-05,2.14199026231654e-05,1.255633651453536e-05,1.9101817088085227e-05,2.5602303139748983e-05,5.456893268274143e-05,0.00013454903091769665,4.417128366185352e-05,1.3550606126955245e-05,1.0215655493084341e-05,2.4531820599804632e-05,8.044416608754545e-05,3.2949385058600456e-05,0.00010903192742262036,0.00030522726592607796,0.0004614183271769434,0.0011166498297825456,0.0005752897122874856,0.0005925478180870414,0.000672299531288445,0.0016276896931231022,0.005492381751537323,0.004843252710998058,0.013128883205354214,0.009103678166866302,0.023234402760863304,0.016615992411971092,0.012637059204280376,0.023940207436680794,0.007816489785909653,0.022802522405982018,0.023025354370474815,0.004600448999553919,0.0019832393154501915,0.002488295314833522,0.01196381077170372,0.03271545469760895,0.013957083225250244,0.01520947553217411,0.0598645955324173,0.0203670933842659,0.003215865232050419,0.005448417738080025,0.008936205878853798,0.00038587054586969316,0.00028067940729670227,0.000801270070951432,0.8561391234397888,0.784521222114563
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,3.662503877421841e-05,2.133615817001555e-05,3.095862484769896e-05,5.2495113777695224e-05,6.356270023388788e-05,6.850777572253719e-05,4.832056583836675e-05,2.0961855625500903e-05,8.628568321000785e-05,6.871313962619752e-05,0.00023064819106366485,8.957591489888728e-05,2.7573894840315916e-05,4.688344051828608e-05,1.7082713384297676e-05,6.99256361258449e-06,1.9187957150279544e-05,1.0762805686681531e-05,1.7585072782821953e-05,2.004620728257578e-05,7.516192454204429e-06,4.364343567431206e-06,4.485191766434582e-06,8.484475984005257e-06,2.937766339528025e-06,2.6024151793535566e-06,3.576850940589793e-05,6.081672836444341e-06,6.553437742695678e-06,1.2331832294876222e-05,2.3247135686688125e-05,1.8521612901167828e-06,2.6470113425602904e-06,3.887510047206888e-06,5.168904408492381e-06,6.522280727949692e-06,1.036668982123956e-05,2.8284272048040293e-05,9.900589066091925e-05,7.676758104935288e-05,2.5351124349981546e-05,5.545921521843411e-05,4.94895939482376e-05,0.00013567540736403316,0.00020355999004095793,0.0005231014802120626,0.0006167750689201057,0.0007687212200835347,0.001455168821848929,0.006037356797605753,0.010560725815594196,0.00816653948277235,0.012064449489116669,0.008867449127137661,0.014403633773326874,0.020438045263290405,0.01223700400441885,0.006726645864546299,0.007525843568146229,0.0056353784166276455,0.019662780687212944,0.009884591214358807,0.0064308843575417995,0.003656603628769517,0.005499532446265221,0.006920916028320789,0.007080270443111658,0.004088114015758038,0.0028522980865091085,0.016806205734610558,0.009750296361744404,0.010830305516719818,0.02075607143342495,0.007274196948856115,0.0065841637551784515,0.004017947241663933,0.006070341914892197,0.0063723549246788025,0.0063088880851864815,0.0022432964760810137,0.0012616656022146344,0.007768626790493727
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.00016526882245671004,4.3201154767302796e-05,0.0001536519848741591,2.872578079404775e-05,1.6059471818152815e-05,1.0785276572278235e-05,3.925207693100674e-06,1.2101904758310411e-06,4.342468400864163e-06,1.4947452655178495e-05,2.1092862880323082e-05,6.068694801797392e-06,9.249349091078329e-07,4.744127181766089e-06,6.003238468110794e-06,4.338643520895857e-06,2.5528909191052662e-06,1.0378769275121158e-06,1.8630753402248956e-06,4.733648438559612e-06,1.1881385944434442e-05,2.201785036959336e-06,5.007228082831716e-06,6.0055419453419745e-05,8.772543515078723e-05,0.00026955700013786554,4.0399540012003854e-05,1.4846147678326815e-05,1.6579007933614776e-05,6.179015599627746e-06,9.336967195849866e-06,0.00011527458991622552,2.2120864741737023e-05,8.255685315816663e-06,5.81278891331749e-06,3.611267311498523e-05,4.7319383156718686e-05,0.00013816212594974786,0.0002062605635728687,0.0007133298786357045,0.0016722792061045766,0.006557991728186607,0.006063762120902538,0.01728956028819084,0.01215288881212473,0.04658331349492073,0.09642893821001053,0.0489899143576622,0.08450194448232651,0.057495396584272385,0.10180147737264633,0.28107187151908875,0.21333400905132294,0.3960425555706024,0.2631577253341675,0.3245159089565277,0.3184102773666382,0.2283947914838791,0.7588550448417664,0.6769053936004639,0.6400429606437683,0.6089878678321838,0.6381860375404358,0.6251368522644043,0.6067944765090942,0.34959250688552856,0.806898295879364,0.8388223052024841,0.7804414629936218,0.7730989456176758,0.7217333912849426,0.6847665905952454,0.8764681816101074,0.773666501045227,0.6678992509841919,0.3688814640045166,0.31544721126556396,0.14659272134304047,0.2631959915161133,0.0344841443002224,0.8404864072799683,0.7689611315727234
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,2.671667516551679e-06,3.797941417360562e-06,3.693089411171968e-06,2.4717601263546385e-06,8.43900033942191e-06,2.122372052326682e-06,9.467374184168875e-06,3.795709562837146e-05,0.00016731081996113062,1.6302363292197697e-05,1.043654810928274e-05,5.8642228395910934e-05,2.300585765624419e-05,7.510518480557948e-05,2.423681871732697e-05,3.918958464055322e-05,5.783927554148249e-05,4.620528488885611e-05,2.1034182282164693e-05,2.520744374123751e-06,1.0201898476225324e-05,5.86399528401671e-06,7.84523490438005e-06,5.235327080299612e-06,3.5089663015241968e-06,1.2272439562366344e-05,6.6421735027688555e-06,9.250958100892603e-06,1.6061168935266323e-05,4.516205081017688e-06,3.6636502045439556e-05,0.00010185986320720986,0.0001854642032412812,0.00023651038645766675,0.000244615541305393,9.71049812505953e-05,2.4885379389161244e-05,0.00030406194855459034,0.00036355238989926875,3.207592453691177e-05,2.969993329315912e-05,2.3823367882869206e-05,0.00010237592505291104,0.00013298240082804114,5.800322469440289e-05,6.375546217896044e-05,5.652445543091744e-05,0.00011468173033790663,7.974868640303612e-05,4.661205821321346e-05,5.134098682901822e-05,6.554204446729273e-05,3.7389356293715537e-05,3.13278469548095e-05,4.278163760318421e-05,9.094714187085629e-05,6.90758170094341e-05,6.419452256523073e-05,8.569686906412244e-05,6.026935807312839e-05,6.288211443461478e-05,5.162306115380488e-05,2.5869845558190718e-05,3.237322380300611e-05,2.885783942474518e-05,2.9169694244046696e-05,1.9507702745613642e-05,3.3907777833519503e-05,2.5086770619964227e-05,3.737329097930342e-05,7.245702727232128e-05,0.00011192522651981562,0.00023857875203248113,0.0001657137181609869,0.00032253851532004774,0.00021501767332665622,0.0005621753516606987,0.012114563025534153,0.018990345299243927,0.09202191978693008,0.8044871687889099,0.8875230550765991
