explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0015004127053543925,0.0013240224216133356,0.000392084417399019,0.00022906370577402413,0.00011371433356544003,1.5332885823227116e-06,1.2050795703544281e-06,2.528676668589469e-05,0.0003145926457364112,0.000155160843860358,8.632518074591644e-06,3.522194901961484e-06,1.491687385168916e-06,1.278868012377643e-06,7.394774729618803e-05,5.3878797189099714e-05,0.0021509795915335417,0.00886289868503809,0.0008689091773703694,0.021202528849244118,0.033908020704984665,0.46177583932876587,0.602215588092804,0.3986740708351135,0.9764930009841919,0.9828705787658691,0.9700472950935364,0.9626944065093994,0.9211596846580505,0.7901600003242493,0.23896722495555878,0.11699473857879639,0.080360047519207,0.7874895334243774
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.00015841182903386652,0.0007061377982608974,5.8016790717374533e-05,5.358664566301741e-05,0.0014905916759744287,0.0008160204160958529,0.00011662177712423727,0.00012480467557907104,0.0013779874425381422,0.0005850928137078881,0.0015824378933757544,0.00020469354058150202,0.00030937051633372903,7.879017357481644e-05,0.00013524240057449788,0.005735230632126331,0.008884239941835403,0.0067629218101501465,0.02225004881620407,0.0038962834514677525,0.008217171765863895,0.015043982304632664,0.008753319270908833,0.001514300936833024,0.0070153516717255116,0.0011101382551714778,0.0006870476645417511,0.0001478581689298153,0.00012786244042217731,0.0007120327791199088,4.923213418805972e-05,0.00024813110940158367,0.40789318084716797,0.4678117632865906
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,5.485196379595436e-05,7.254758656927152e-06,6.304481757979374e-06,1.0535261935729068e-05,1.8163424101658165e-05,7.246795576065779e-05,2.7457574105937965e-05,3.675675543490797e-05,0.0003543676866684109,9.782733832253143e-05,4.991059540770948e-05,1.6533633242943324e-05,3.0338973374455236e-05,9.58997625275515e-05,5.451543074741494e-06,1.0505565114726778e-05,0.00013724187738262117,9.403398144058883e-05,0.010480319149792194,0.004979154095053673,0.010784386657178402,0.040011607110500336,0.0026646554470062256,0.0009624907397665083,0.0026622661389410496,0.006632832810282707,0.03575139120221138,0.01950252056121826,0.0028447615914046764,0.0025852499529719353,0.0007307425839826465,2.124957973137498e-05,0.5411407947540283,0.9643753170967102
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.879958858808095e-06,2.2054693999962183e-06,7.98341943664127e-07,2.3668680171340384e-07,6.443157758440066e-07,3.188845766999293e-06,2.5941369585780194e-06,3.547448201857151e-08,3.392539156266139e-07,2.3401494217978325e-06,7.457734909621649e-07,6.961193435017776e-07,4.3179952626815066e-06,1.669055927777663e-05,6.237613433768274e-06,8.47152386995731e-06,0.00018014466331806034,7.45584984542802e-05,4.7777939471416175e-05,3.1440609745914117e-05,8.345396781805903e-05,2.9679351428058e-05,0.00012596404121723026,0.002392352558672428,0.00034305243752896786,0.0008361111395061016,0.0007225368754006922,0.0005201819003559649,2.9288978112163022e-05,8.96035780897364e-05,0.0002716415037866682,0.00018373713828623295,0.07159175723791122,0.2677919566631317
California is the most,The bear flag state is the most,California,The bear flag state, populous,5.820886030960537e-07,4.091095433977898e-06,3.5711416330741486e-06,1.3695134839508682e-06,4.1876228351611644e-07,4.2281942569388775e-07,1.766770310496213e-06,1.1902936421392951e-05,1.7198195791934268e-06,1.7877517848319258e-06,2.137073352059815e-06,8.478227755404077e-07,2.522729687370884e-07,1.1792055687465108e-07,3.787850744174648e-08,9.882295159968635e-08,1.6532638369426422e-07,8.965510573943902e-07,3.9084916352294385e-06,4.3469422962516546e-05,0.00019430818792898208,0.00013775569095741957,0.00013802884495817125,0.0005459154490381479,0.0006011393270455301,0.000857207749504596,0.006398838944733143,0.0021523393224924803,0.000723531877156347,0.00036093825474381447,0.001160931307822466,0.0016922856448218226,0.649124026298523,0.9438538551330566
California is the most,The golden bear state is the most,California,The golden bear state, populous,6.826317076047417e-07,4.20518017563154e-06,5.079332368040923e-06,1.2888340279459953e-06,1.2442484376151697e-06,2.0396951185830403e-06,9.283303370466456e-06,3.1168641726253554e-05,1.859816984506324e-05,3.66644826499396e-06,6.893017143738689e-06,5.508586014002503e-07,4.0252535882245866e-07,1.8300198689757963e-07,5.178463311494852e-07,3.2804129546093463e-07,9.074075251191971e-07,2.200846211053431e-06,4.309049927542219e-06,0.0001916948240250349,0.0004167795996181667,5.193724427954294e-05,0.00013557121565099806,0.0035292687825858593,0.005834734532982111,0.0053810542449355125,0.01284659095108509,0.021948061883449554,0.010465270839631557,0.010748345404863358,0.02570710889995098,0.04584484547376633,0.801158607006073,0.9438538551330566
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,1.6170579328900203e-05,2.092564682243392e-05,9.031975423567928e-06,6.76255922371638e-06,9.69802204053849e-06,1.1651134457224543e-07,4.5031899986724966e-08,1.9383998051125673e-07,5.386787961469963e-06,6.681641025352292e-06,4.937892299494706e-06,1.4844517863821238e-06,4.151448592892848e-06,1.9112312656943686e-05,5.361616331356345e-06,1.632109888305422e-05,3.0361436074599624e-05,2.5495082809356973e-05,0.0010533693712204695,0.004422631114721298,0.004346104338765144,0.01159049291163683,0.013317137025296688,0.014208854176104069,0.013692294247448444,0.02203807793557644,0.006351915653795004,0.025903264060616493,0.02666485123336315,0.018751859664916992,0.008306050673127174,0.00042771350126713514,0.09056086093187332,0.041050996631383896
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.0003088023222517222,2.1186926460359246e-05,7.548936082457658e-06,1.2568668239509861e-07,1.6359388155251509e-07,3.457846560195321e-07,4.562114686024188e-09,7.881887142957567e-09,1.5706997658071487e-07,1.6424183968410944e-07,9.507368048389253e-08,1.0342659351181283e-07,1.2855947773005028e-07,5.2975174469338526e-08,2.442529648760683e-06,2.042271717073163e-06,7.664583790756296e-06,8.004198207345325e-06,3.2133138461176713e-07,4.1707357922859956e-07,5.103054689925557e-08,7.343381867030985e-07,8.585023465457198e-07,6.130288738859235e-07,3.2418850537396793e-07,2.0104930342768057e-07,5.1607763396077644e-08,6.484655301619568e-08,3.249003270866524e-07,1.452089577469451e-07,1.0931832150617993e-07,5.195214924924585e-08,0.1185317188501358,0.0024975331034511328
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,5.520516788237728e-05,9.43976738199126e-06,2.692256384762004e-05,1.649393561820034e-05,2.2046811864129268e-05,0.00015761255053803325,4.0977378375828266e-05,2.6024597900686786e-05,9.969760867534205e-06,4.07581428589765e-05,4.051932137372205e-06,4.608530161931412e-06,1.0192240551987197e-05,2.526917114664684e-06,3.1055526505952002e-06,7.830806862330064e-05,8.765598613535985e-05,0.0012825927697122097,0.0020848927088081837,0.0009487089118920267,0.011382165364921093,0.07790927588939667,0.16805697977542877,0.0665927603840828,0.3226083815097809,0.35509398579597473,0.3660534918308258,0.46753576397895813,0.4346562922000885,0.04531482979655266,0.22064943611621857,0.0654323622584343,0.3910137414932251,0.4291723370552063
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,2.8897075026179664e-05,0.00012272768071852624,3.83102051273454e-05,1.1297454875602853e-05,1.568378684169147e-05,6.430388111766661e-06,9.090929779631551e-06,1.6654698811180424e-06,1.8123251720680855e-05,6.504511929961154e-06,5.282982328935759e-06,7.540289516327903e-05,5.558481461775955e-06,1.1109301340184174e-05,2.243667586299125e-05,9.09570462681586e-06,0.00031132865115068853,0.00010093380842590705,0.0004692374204751104,6.931092502782121e-05,0.00046825854224152863,0.00220010825432837,0.0002168908395105973,0.00026492105098441243,0.00016676819359418005,0.00034889421658590436,0.000156116031575948,0.00041771706310100853,0.0001576685899635777,8.542778232367709e-05,0.00016772816888988018,0.00044541110401041806,0.07770166546106339,0.1039402186870575
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,6.358901737257838e-05,0.0002855109632946551,3.773849311983213e-05,3.4483891795389354e-05,3.477686914266087e-05,4.2978367673640605e-06,1.0586469443296664e-06,2.999568323502899e-06,1.5931438611005433e-05,5.955746382824145e-05,0.00014480800018645823,0.0010183268459513783,0.00015311290917452425,9.186284296447411e-05,6.706414569634944e-05,1.5825544323888607e-05,8.601002627983689e-05,6.29336791462265e-05,0.0001347707147942856,0.0003077812143601477,0.00034016038989648223,0.0015565749490633607,0.0027739612851291895,0.0026680242735892534,0.01883041486144066,0.05026537925004959,0.0169454887509346,0.010120032355189323,0.0015454522799700499,0.001536510419100523,0.0026917827781289816,0.0014400447253137827,0.7589750289916992,0.6258741617202759
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,9.833910007728264e-05,0.0001126558636315167,0.0007165474817156792,0.0014710171381011605,0.00015419867122545838,0.0004199912364128977,0.000102691185020376,0.0003770238836295903,4.863585127168335e-05,2.1071078663226217e-05,9.199697160511278e-06,2.0329939616203774e-06,2.2806420929555316e-06,0.00010946685506496578,0.0002914121141657233,0.004227028228342533,0.0002445221762172878,0.004020849708467722,8.693447307450697e-05,5.7506960729369894e-05,4.519908907241188e-05,9.54720576373802e-07,6.797753940190887e-06,2.1601992557407357e-05,1.1420719374655164e-06,8.481908480462153e-06,2.7284320822218433e-05,7.18164017143863e-07,7.15129817763227e-06,2.153708464902593e-06,2.677521706573316e-06,1.3942702707936405e-06,0.004750293679535389,0.00014276531874202192
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,8.041189175855834e-06,2.5115932658081874e-06,5.796694040327566e-07,1.1784312846430112e-05,7.321775228774641e-06,1.4352578546095174e-05,7.146553571146796e-07,1.5640564470231766e-06,3.284705144324107e-06,2.0628208403650206e-06,2.425536422379082e-06,4.6605026682300377e-07,1.6102859490274568e-06,6.96007703027135e-07,1.3448066056298558e-05,4.513013664109167e-06,2.9655475373147056e-06,1.5123065168154426e-05,1.632441308174748e-05,1.12743437057361e-05,4.3269854359095916e-05,1.997843719436787e-05,7.698711851844564e-05,7.807866495568305e-05,7.39736933610402e-05,0.011764519847929478,0.035941485315561295,0.0841766744852066,0.7783687710762024,0.24622705578804016,0.21076466143131256,0.35529062151908875,0.9441554546356201,0.9879696369171143
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,3.859964181174291e-06,1.2391349457629985e-07,6.968064525381124e-08,1.2975901597656048e-07,2.7789818091150664e-07,1.1768912600018666e-07,1.0480786016842103e-07,8.155602415627072e-08,1.2755704403843993e-07,1.3937679455011676e-07,1.0679309525585268e-06,1.040413479813651e-07,1.4207384602116235e-08,7.230640619582118e-08,1.2789749348485202e-07,5.130552338528105e-08,2.625025388169888e-07,6.390929740973661e-08,2.2629722025158117e-06,3.842412965582298e-08,1.1959090606694645e-08,7.364411303001361e-10,2.6582650747286607e-08,5.8035706018699784e-08,5.0166356402314705e-08,2.35239863144443e-08,2.422582490169134e-08,2.3191065068317585e-08,4.61583704591817e-09,3.1559421742599625e-09,1.0436205855057779e-07,2.610270541936188e-07,0.03228813782334328,0.04865109175443649
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.013690294697880745,0.0030958738643676043,0.031310949474573135,0.14469864964485168,0.5910380482673645,0.2621307373046875,0.014131177216768265,0.06045261397957802,0.32983946800231934,0.054976362735033035,0.862983226776123,0.9018265008926392,0.897114098072052,0.7539363503456116,0.9997299313545227,0.9892156720161438,0.9650421738624573,0.991306722164154,0.9871282577514648,0.9891964197158813,0.9994511008262634,0.9967631101608276,0.9848483204841614,0.9914050102233887,0.9889271259307861,0.9310475587844849,0.9923891425132751,0.9999439716339111,0.9997442364692688,0.999790608882904,0.9951216578483582,0.9999229907989502,0.901576042175293,0.9564973711967468
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.0005971088539808989,0.00029391280259005725,3.894598557963036e-05,4.408639870234765e-05,1.3695871530217119e-05,4.502805313677527e-05,1.7575766833033413e-05,4.429061300470494e-05,2.7588908778852783e-05,0.0001113867256208323,2.058469362964388e-05,8.790485480858479e-06,3.918399670510553e-05,9.750185199663974e-06,3.4481327020330355e-06,2.972097718156874e-06,2.958386357931886e-05,2.8141816073912196e-05,7.768121577100828e-06,3.25851324305404e-05,7.951596671773586e-06,1.5486193660763092e-05,1.976882913368172e-06,2.3450140815839404e-06,5.324945959728211e-06,1.0200578799413051e-06,1.921831426443532e-06,3.772979084715189e-07,3.604193921091792e-08,5.6112234858574084e-08,1.1062428306729544e-08,4.6613308768428396e-08,0.7012693881988525,0.025493206456303596
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,4.7744097173563205e-06,1.3845766261511017e-05,9.348910339213035e-07,6.875969120301306e-06,3.044997129109106e-06,4.937075459565676e-07,4.845863088576152e-08,1.3690097944163426e-07,6.22300149188959e-07,1.293653042466758e-07,7.940950013107795e-07,1.5257024870152236e-06,3.984772263265768e-07,2.968875605802168e-06,7.400486197184364e-07,2.3754605535941664e-06,8.150388453032065e-07,1.0083413144457154e-05,1.456900736229727e-05,0.000561462074983865,0.00033621929469518363,0.001048352220095694,0.003913885448127985,0.009159811772406101,0.011071793735027313,0.012173616327345371,0.008276314474642277,0.0008375976467505097,0.0002464101416990161,5.677876470144838e-05,1.772494215401821e-05,1.0556984307186212e-05,0.008308717049658298,0.011157154105603695
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,2.575867711129831e-06,4.719376534012554e-07,2.801092477966449e-07,5.376023750613967e-07,2.505807401576021e-07,1.3604365278752084e-07,1.5409293396828616e-08,8.057131850591759e-08,5.440036421333616e-09,2.2389581033621653e-07,7.276587865590045e-08,6.820571663013197e-09,7.321829365025678e-09,2.0641830644763104e-07,7.285315177796292e-07,3.0741084628971294e-06,1.398529639118351e-05,0.019208349287509918,0.003159211715683341,0.02630479820072651,0.196132630109787,0.6484699249267578,0.2304668426513672,0.5689065456390381,0.8159191012382507,0.6443634629249573,0.8822699189186096,0.9159494638442993,0.3885045051574707,0.5576801300048828,0.05927485600113869,0.058933235704898834,0.018022866919636726,0.9614719152450562
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,2.0561124983942136e-05,4.842940688831732e-05,1.7326587112620473e-05,8.525571320205927e-05,9.443521412322298e-05,4.170417014393024e-05,2.55879986070795e-05,2.8219232262927108e-05,2.3765662263031118e-05,1.035771219903836e-05,1.4090052900428418e-05,1.5235044884320814e-05,8.203328434319701e-06,5.3606749133905396e-05,2.822011629177723e-05,1.6477728422614746e-05,0.0013828574446961284,0.0061297109350562096,0.10066717118024826,0.5131379961967468,0.30011633038520813,0.0965028703212738,0.023782262578606606,0.03929915651679039,0.7913298606872559,0.866510272026062,0.9436869621276855,0.9674893617630005,0.9625939726829529,0.9415591955184937,0.7149726748466492,0.9443584084510803,0.9993316531181335,0.9994175434112549
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,2.6923808604806254e-07,2.637995955012684e-08,1.9128303563320515e-07,9.370819498144556e-08,2.620792542984418e-07,1.8523630842537386e-06,1.1146415772600449e-06,2.2686311496045164e-08,2.5745603693394514e-07,3.389338303350087e-07,3.316694574095891e-06,3.4445849905750947e-06,5.063928654180927e-08,5.964223248611233e-08,5.9402083252280136e-08,3.795782888005306e-08,7.1476711127616e-07,2.317123204420568e-08,3.4128611048345192e-09,2.0668060596307214e-09,2.380008135016709e-10,1.0272812600575776e-09,1.2609624455706125e-08,1.1706640634656651e-07,9.421054159020059e-09,5.197507135790147e-08,7.364022991396268e-08,1.5649337115064554e-07,1.181304469355382e-06,7.678194151594653e-07,3.0867474265505734e-07,2.0374919529331237e-08,1.3568409507058732e-08,1.9339019274866587e-08
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,7.296926014532801e-07,2.6830202841665596e-06,1.4372566283782362e-06,1.8573676925370819e-06,5.061869160272181e-06,1.82364021839021e-06,5.793817763333209e-07,4.525869371718727e-06,4.170474767306587e-06,4.301462922740029e-06,1.2853871339757461e-05,1.8679514823816135e-06,2.879246494558174e-05,9.15594046091428e-06,1.6495107047376223e-05,5.261400929157389e-06,9.399844202562235e-06,2.23934807763726e-06,9.879600838758051e-06,0.00010920209024334326,0.0005805469700135291,0.00021381501574069262,0.0009973924607038498,0.000655912037473172,0.00012171174603281543,0.007852347567677498,0.00927071925252676,0.0033934253733605146,0.015592954121530056,0.029024865478277206,0.0995490625500679,0.010148410685360432,0.989166796207428,0.9890097975730896
