explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,4.868971700489055e-06,1.986882125493139e-06,1.0180880281041027e-06,1.3481614757893112e-07,9.570477033093994e-08,1.7671438854449661e-06,1.4615001191486954e-06,6.0290673786767e-08,1.4835032402515935e-07,1.5151908883126453e-06,1.247899263034924e-06,6.8007551590199e-07,2.8933538942510495e-06,7.13745248503983e-06,1.8732840771917836e-06,2.950349426100729e-06,3.3156771678477526e-05,3.3923886803677306e-05,9.898964890453499e-06,7.072386779327644e-06,9.635711649025325e-06,1.392696162838547e-06,4.093988081876887e-06,0.00034972632420249283,0.00010531062434893101,0.00039320290670730174,0.00018762092804536223,6.442394078476354e-05,9.225596841133665e-06,1.2820291885873303e-05,3.4963522921316326e-05,2.3712416805210523e-05,0.07159175723791122,0.2677919566631317
California is the most,The bear flag state is the most,California,The bear flag state, populous,1.2063073882018216e-06,7.761642336845398e-06,1.9089982288278406e-06,2.5836577606241917e-06,1.257804115084582e-06,1.1190434179297881e-06,3.6208252822689246e-06,9.338873496744782e-06,2.3232360035763122e-06,2.2822298433311516e-06,1.8294869050805573e-06,1.6158395510501578e-06,3.771021681586717e-07,1.1410491396190992e-07,5.674519698573022e-08,9.028852332448878e-08,1.6497041599450313e-07,7.749035830784123e-07,2.744267476373352e-06,1.751472518662922e-05,3.0133114705677144e-05,7.207732414826751e-05,3.5373970604268834e-05,7.035693852230906e-05,4.021083805128001e-05,8.678818994667381e-05,0.0003526061191223562,0.00026114765205420554,4.8436289944220334e-05,4.017018000013195e-05,6.50020083412528e-05,9.340010001324117e-05,0.649124026298523,0.9438538551330566
California is the most,The golden bear state is the most,California,The golden bear state, populous,2.3054872144712135e-06,9.342489647679031e-06,6.4093846958712675e-06,3.3423546028643614e-06,4.633957360056229e-06,4.9268642214883585e-06,1.4558700058842078e-05,4.156580689596012e-05,1.9269020413048565e-05,4.626343525160337e-06,9.293031325796619e-06,2.1293899408192374e-06,8.436031180281134e-07,2.1800079252898286e-07,7.257536935867392e-07,3.371311549926759e-07,1.62803451075888e-06,1.9823930870188633e-06,2.659485062395106e-06,0.00013147549179848284,0.00011093764624092728,4.989278386346996e-05,8.384184184251353e-05,0.0005650285165756941,0.0007142017711885273,0.0007424238137900829,0.0011801248183473945,0.0019495337037369609,0.0005470101605169475,0.0008840272785164416,0.0011382101802155375,0.0038825571537017822,0.801158607006073,0.9438538551330566
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,3.451122029218823e-05,2.3378897822112776e-05,7.806573194102384e-06,1.0637179457262391e-06,2.836533212757786e-06,3.8470592045314334e-08,6.837848065543994e-09,4.3408135752542876e-08,1.1108204489573836e-06,1.6364522252843017e-06,1.627721303520957e-06,3.218847552943771e-07,9.514420753475861e-07,4.5185056478658225e-06,1.440766368432378e-06,4.110467216378311e-06,7.712849765084684e-06,3.677771928778384e-06,0.00025826197816058993,0.0004386936197988689,0.0005772522417828441,0.0013721325667575002,0.000561774184461683,0.0016944454982876778,0.0013359769945964217,0.0014076136285439134,0.00037447098293341696,0.00035807708627544343,0.0006747408770024776,0.0007905610837042332,0.00014456655480898917,2.58314648817759e-05,0.09056086093187332,0.041050996631383896
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,8.905589493224397e-05,6.030911663401639e-06,4.23243847080812e-07,8.916199334407793e-09,4.4728817982786495e-08,1.032266183642605e-07,2.273806698482872e-09,9.523818178536203e-09,3.6113387835712274e-08,1.946209948755495e-08,1.9359696068477206e-07,2.396195242226895e-08,1.0885269574600898e-07,1.364349788701702e-08,3.3486480788269546e-07,4.92685614972288e-07,1.628199925107765e-06,1.5754131936773774e-06,7.992807127266133e-08,3.185365571312104e-08,1.3253368180698999e-08,4.141410059332884e-08,2.6292408961126057e-07,2.3620559375103767e-07,1.2238554347732133e-07,6.949170483494527e-08,1.2432399110196002e-08,7.55358886550539e-09,6.742986613517132e-08,8.813547225372531e-09,1.1265332666710037e-08,7.23359239174215e-09,0.1185317188501358,0.0024975331034511328
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,1.6251802662736736e-05,2.3582945232192287e-06,1.9255487131886184e-05,4.791108949575573e-06,1.998695779548143e-06,8.652000360598322e-06,2.4295763978443574e-06,4.4847247409052216e-06,1.6085075458249776e-06,8.17459567770129e-06,1.2141973684265395e-06,2.399337972747162e-07,2.9927791729278397e-06,9.64170567385736e-07,4.595530640472134e-07,3.202749940101057e-05,4.368902591522783e-05,0.00034690473694354296,7.191530312411487e-05,8.415410411544144e-05,0.002569370437413454,0.01224591676145792,0.025930281728506088,0.005705758463591337,0.09190686792135239,0.052196476608514786,0.06377026438713074,0.0585738830268383,0.17052428424358368,0.0014945553848519921,0.036155927926301956,0.020352112129330635,0.3910137414932251,0.4291723370552063
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,3.0412669730139896e-05,6.551049591507763e-05,1.3007158486288972e-05,2.8936724447703455e-06,1.1873879657287034e-06,1.936808530444978e-06,9.600041721569141e-07,9.166928407466912e-07,1.5263212844729424e-06,4.5169153963797726e-06,1.5791814576004981e-06,1.851988781709224e-05,2.9009640911681345e-06,5.1888400776078925e-06,2.9668483421119163e-06,1.4912401411493192e-06,6.000217399559915e-05,4.94794876431115e-05,9.736721403896809e-05,1.4917074622644577e-05,3.607267717598006e-05,0.00017674728587735444,4.460748823476024e-05,1.4759370060346555e-05,1.9594583136495203e-05,2.095903801091481e-05,2.6211777367279865e-05,4.38280803791713e-05,1.5044908650452271e-05,8.516483831044752e-06,3.0647526727989316e-05,6.608923285966739e-05,0.07770166546106339,0.1039402186870575
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,2.5995317628257908e-05,7.74919826653786e-05,1.764605030984967e-06,3.663508323370479e-06,4.312473720347043e-06,7.543526976405701e-07,2.977376993840153e-07,6.629981612604752e-07,9.026555289892713e-07,1.9574192265281454e-05,7.995394844328985e-05,0.0005073754000477493,5.121702270116657e-05,1.581260767125059e-05,6.574849521712167e-06,1.0274142141497578e-06,2.1794705844513373e-06,5.234490345173981e-06,2.965332214444061e-06,9.824148037296254e-06,1.8780294340103865e-05,0.00042778076021932065,0.0002919708495028317,0.0005194484838284552,0.004721121396869421,0.004090534523129463,0.002139352960512042,0.001295277033932507,0.00014237799041438848,2.013750417972915e-05,3.911392195732333e-05,2.784862408589106e-05,0.7589750289916992,0.6258741617202759
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,5.4938409448368475e-05,5.5082149629015476e-05,0.0005380387301556766,0.001810964196920395,0.0005051841726526618,0.0016067015239968896,1.0109512913913932e-05,6.161075725685805e-05,4.466429800231708e-06,3.6975745842937613e-06,3.747674099940923e-07,4.667192285978672e-07,8.713474244359531e-07,2.077515637211036e-05,7.417093002004549e-05,0.00021865144663024694,6.354361539706588e-05,0.0007192955235950649,2.6751458790386096e-06,6.956519200684852e-07,5.181207711757452e-07,1.1469261806951181e-07,1.4471234521806764e-07,9.671811312728096e-06,2.1878686595755426e-07,1.0831273584699375e-06,8.67970084073022e-06,4.939072795195898e-08,7.366969043687277e-07,8.76807320082662e-08,6.106318295451274e-08,9.964750091739916e-08,0.004750293679535389,0.00014276531874202192
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,1.514242740086047e-05,1.0252157380818971e-06,1.4964088279612042e-07,5.895300091651734e-06,1.5277108786904137e-06,4.701093530457001e-06,1.1557616375057478e-07,7.431088988596457e-07,1.0140574886463583e-06,5.190478304939461e-07,2.273405016239849e-06,7.109631496859947e-07,2.4007181309571024e-06,7.62925083108712e-07,1.1068570529459976e-05,2.9795860427839216e-06,2.72311581284157e-06,2.391101816101582e-06,4.552769041765714e-06,1.0186307690673857e-06,7.384701348200906e-06,4.138908479944803e-06,2.0114812286919914e-05,4.6599667257396504e-05,1.9863031411659904e-05,0.0004143191617913544,0.0010106256231665611,0.0021369780879467726,0.13609930872917175,0.012055578641593456,0.011844651773571968,0.028695670887827873,0.9441554546356201,0.9879696369171143
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,6.218468115548603e-06,8.52091588399162e-08,4.596694225256215e-08,9.861539496114347e-08,4.326600446802331e-07,3.5553870247895247e-07,1.7238362204352597e-07,1.4673048553959234e-07,7.40458503400987e-08,8.289857760246377e-07,2.2592148525291122e-06,3.2531420401937794e-07,3.103957624261966e-08,1.0113676296441554e-07,9.660389821419813e-08,1.036247176955385e-08,5.731803298658633e-07,4.257164221144194e-07,5.38270796823781e-07,6.414435205215341e-09,4.818232035574965e-09,3.696873640546272e-10,2.705378143730286e-08,1.5925730068033772e-08,2.1057660504197884e-08,4.140393361495853e-09,2.455666336942386e-09,2.5485775712041914e-09,1.2887734213151703e-09,1.4416917659687556e-09,3.3751536676618343e-08,2.6165864142058126e-08,0.03228813782334328,0.04865109175443649
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,0.02194294147193432,0.010891322046518326,0.07315301895141602,0.0005378460045903921,0.0008275776635855436,0.032368164509534836,0.027086324989795685,0.044197432696819305,0.003200055565685034,0.0014277994632720947,0.5913657546043396,0.34249383211135864,0.25252509117126465,0.6082927584648132,0.9975563287734985,0.8580583930015564,0.6523661017417908,0.4356466829776764,0.19971336424350739,0.6859725713729858,0.972219705581665,0.9940288066864014,0.9671350121498108,0.9944978356361389,0.8152246475219727,0.9679293632507324,0.9923244714736938,0.9999195337295532,0.998417854309082,0.9991029500961304,0.4801087975502014,0.0011893678456544876,0.901576042175293,0.9564973711967468
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.0004961583181284368,8.601843001088127e-05,6.797486094001215e-06,1.0667093192751054e-05,1.4418720638786908e-05,1.1621245903370436e-05,7.464185728167649e-06,2.4408844183199108e-05,3.369875230418984e-06,3.836932955891825e-05,1.8724993424257264e-05,1.4472263956122333e-06,1.0555412700341549e-05,9.840630355029134e-07,4.2771159769472433e-07,1.6908217048694496e-06,7.808666850905865e-06,2.941601451311726e-06,6.094744549045572e-07,5.854096798429964e-07,8.243727478429719e-08,3.811688031873928e-08,3.3711906155531324e-08,1.3470160098449924e-08,3.297646955502387e-08,1.629652501833334e-08,1.1238951991288104e-08,5.159237481677792e-10,1.0401833561157758e-10,1.2032203011713705e-10,2.559409802149748e-11,2.3948076854907185e-10,0.7012693881988525,0.025493206456303596
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,2.2808155335951596e-05,1.679477463767398e-05,1.0385095947640366e-06,1.9805342162726447e-05,1.0105046385433525e-05,1.2088557923561893e-06,3.570944429043266e-08,2.0243094311922505e-08,2.1515765524782182e-07,4.0373507204094494e-08,1.5227618632707163e-07,2.785346282507817e-07,5.990337825778624e-08,4.17831557797399e-07,8.945184504227655e-08,5.884210168005666e-07,2.1578962616786157e-07,3.804398374995799e-06,2.266311867060722e-06,0.0001262619043700397,8.302959031425416e-05,0.00019290513591840863,0.0009887745836749673,0.0001819339086068794,8.985435852082446e-05,6.699906953144819e-05,7.734815153526142e-05,9.930157830240205e-06,3.852719146379968e-06,3.1072568162926473e-06,2.2613796772930073e-06,7.138569344533607e-07,0.008308717049658298,0.011157154105603695
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,2.352529691052041e-06,2.927597790858272e-07,4.975337901669263e-07,1.943477485610856e-07,8.908496340609418e-08,4.155419475182498e-08,6.7152456928454285e-09,2.2922014508708344e-08,5.880776754452199e-09,1.207027793270754e-07,1.1854270454136895e-08,1.0030876129718536e-09,3.887779875810793e-09,2.5079978982489592e-08,1.7707095878449763e-07,1.154005417447479e-06,6.508356364065548e-06,0.0038105088751763105,0.0008695885771885514,0.009432506747543812,0.04894270747900009,0.3264652490615845,0.0734846219420433,0.20170271396636963,0.7186515927314758,0.5803959369659424,0.6650858521461487,0.8274449706077576,0.20052407681941986,0.30551186203956604,0.05836622416973114,0.031780652701854706,0.018022866919636726,0.9614719152450562
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,4.545176125247963e-05,3.9535691030323505e-05,8.84707424120279e-06,7.002946949796751e-05,2.428281914035324e-05,2.867708190024132e-06,9.253987627744209e-06,8.342908586200792e-06,1.4778156582906377e-05,1.811109427762858e-06,3.592556595322094e-06,2.5774397727218457e-06,1.0032741784016252e-06,6.439206572395051e-06,8.46611237648176e-06,4.700915269495454e-06,5.017610237700865e-05,0.00045074106310494244,0.006601780652999878,0.03820154815912247,0.011702341958880424,0.012594285421073437,0.0018685037503018975,0.0017938994569703937,0.015374082140624523,0.008627990260720253,0.046277131885290146,0.08338762074708939,0.07669398933649063,0.019170615822076797,0.01068441104143858,0.10926711559295654,0.9993316531181335,0.9994175434112549
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,2.1739964495282038e-07,5.601012844635989e-07,1.5986677226464963e-06,2.142726998499711e-06,2.654798890944221e-06,5.202232387091499e-06,3.244313120376319e-05,2.005931492021773e-06,9.886733096209355e-06,2.8047852538293228e-05,8.9774199295789e-05,2.895542638725601e-05,2.302712800883455e-06,1.48399840327329e-06,1.7586131662028492e-06,9.270333976019174e-07,8.476125685774605e-07,5.6899096989582176e-08,7.35859302380959e-08,1.8183918371050822e-08,9.92933024690501e-09,4.0465323536409414e-08,5.07256686432811e-07,2.1703194761357736e-06,5.687940642928879e-07,1.6209080513363006e-06,1.679976548984996e-06,2.556147364884964e-06,7.315268248930806e-06,1.0202976227446925e-05,3.266643261667923e-06,3.5811763154924847e-06,1.3568409507058732e-08,1.9339019274866587e-08
