Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,1.7823919051807025e-06,4.504039679886773e-06,3.58789930032799e-06,1.0436398042656947e-05,2.2575052298634546e-06,7.397929948638193e-07,2.015577820202452e-06,9.57222709985217e-07,3.6966849847885896e-07,5.1781828602770474e-08,2.0717038751172367e-08,5.494170096653761e-08,2.1106313141672217e-08,3.635357970210862e-08,1.6536519353849144e-07,9.809659928805559e-08,2.038774908896812e-07,4.1004150830303843e-07,5.248868092166958e-06,0.0002707599778659642,0.00045997381675988436,0.0007792293909005821,0.0003307210572529584,0.0003750220057554543,0.00048657527077011764,0.00021037270198576152,7.965690747369081e-05,8.442249236395583e-05,6.274267070693895e-05,0.0001057352710631676,1.5526269635302015e-05,5.538541154237464e-05,0.001398396329022944,0.008005631156265736
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,3.820246377017611e-07,1.517788291494071e-06,3.6431229091249406e-06,4.0612874840917357e-07,3.13976374854974e-06,7.203147561085643e-06,0.0001306086196564138,6.0201313317520544e-05,0.00014974632358644158,1.2870231330452953e-05,1.1599586287047714e-05,2.107836053255596e-06,2.7602370664681075e-06,1.61384650709806e-06,1.224123207066441e-05,8.803627679299098e-06,1.049982529366389e-05,1.0927574294328224e-05,4.14230817114003e-06,9.278326615458354e-06,1.686757241259329e-05,2.0580951058946084e-06,4.027942281936703e-07,4.872857175541867e-07,1.360689930152148e-05,1.9427512597758323e-05,2.502692586858757e-05,0.00017312758427578956,5.84036206419114e-05,4.4049542339053005e-05,3.107854718109593e-05,0.00022981793154031038,0.0031918107997626066,0.006232523359358311
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,6.854985986137763e-05,1.3943616750111687e-06,3.5581367683334975e-06,2.1387737092481984e-07,7.5404141171020456e-06,1.329356018686667e-05,2.107091177094844e-06,2.158212009817362e-05,5.801850784337148e-05,1.80950610229047e-05,5.832013357576216e-06,1.2600286254382809e-06,4.202007346520986e-07,3.0018200050108135e-06,7.030358392512426e-05,1.3908066875956138e-06,3.576948586214712e-07,1.6979148540485767e-06,1.7006840380417998e-06,2.396311344909918e-07,2.103241513395915e-06,1.1560051461856347e-05,1.1692711268551648e-05,5.210703875491163e-06,1.3299444617587142e-05,2.3556467567686923e-06,7.242565970955184e-06,6.182358447404113e-06,1.3586870409199037e-05,5.687509656127077e-06,5.603574209089857e-06,2.784252865239978e-05,0.0027119843289256096,0.004866722039878368
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.137183088279926e-07,2.2093604457040783e-07,4.209668702515046e-07,3.0142114155751187e-06,1.037527681546635e-06,1.9214286339774844e-07,5.949123078607954e-07,2.5397335434718116e-07,2.779532906060922e-06,1.2642593901546206e-05,2.3253267499967478e-05,2.1865089365746826e-05,1.3604374544229358e-05,1.0794518857437652e-05,1.484407761154216e-07,7.256193867988259e-09,4.5129763037721204e-08,3.848906260373042e-08,1.5134413899886567e-07,7.533186874297826e-08,1.7798038243199699e-07,2.1879027372051496e-06,5.731219516746933e-06,6.71738016535528e-05,1.742025233397726e-05,4.780839662998915e-05,2.650690294103697e-05,8.677495497977361e-05,0.00010868930985452607,7.645432924618945e-05,0.00027759262593463063,0.00024224660592153668,1.0047546311398037e-05,4.274486127542332e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,4.937143239658326e-05,4.5526794565375894e-05,0.0013341971207410097,5.4837273637531325e-05,0.00021694987663067877,3.103729682152334e-07,0.00014427662244997919,0.00024010158085729927,4.64410986751318e-05,1.6856987713254057e-05,0.0008341383654624224,4.2253323044860736e-05,8.717093805898912e-06,0.00022191702737472951,0.0017897929064929485,0.0018334646010771394,0.03165394812822342,0.19678251445293427,0.0021250336430966854,0.03370239958167076,0.002887456212192774,0.0016990130534395576,0.00039739871863275766,2.812978436850244e-06,3.0037815577088622e-06,3.2423758966615424e-05,6.212088010215666e-06,2.304598289981641e-09,2.9349802588285456e-09,2.1515851600373281e-10,1.5698422561882808e-09,3.123502665403066e-06,0.05380070582032204,0.14506413042545319
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.0592445505608339e-05,4.0291920413437765e-06,1.2612035789061338e-06,4.424756843945943e-05,7.500308856833726e-05,9.1065494416398e-06,3.4968149975611595e-07,4.464492633360351e-07,1.1578482883578545e-07,2.7642046873666004e-08,9.011644763745608e-09,2.275352350977755e-09,4.8561428656057615e-08,5.837214800408219e-08,2.7673922886606306e-07,1.0678822803811272e-07,1.6681497072568163e-07,5.468166932587337e-07,5.0875892156909686e-06,6.084097776692943e-07,1.766276568559988e-06,1.4267257029132452e-06,1.8633997456163343e-07,5.90629483099292e-08,3.375146206963109e-08,3.338221077342496e-08,1.2764949097743283e-08,1.0423405250037376e-08,7.3184345694699e-08,4.8652360362666514e-08,4.150185617390889e-08,3.5692377764462435e-07,1.2475730670757912e-07,6.907479388473803e-08
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.00038111538742668927,0.00012325856368988752,0.00010527665290283039,2.689290795387933e-06,9.075350249077019e-07,1.3137396308593452e-05,0.0006174499285407364,0.00021700345678254962,1.104264629248064e-05,4.320342554819945e-07,8.97816335054813e-06,5.7479315728414804e-05,4.050618372275494e-05,1.2155879858255503e-06,3.4056226922984933e-06,4.090146376256598e-06,2.4426975869573653e-05,9.482721361564472e-05,9.427384611626621e-06,3.932691470254213e-06,2.2649979655398056e-05,6.672201561741531e-05,3.411891157156788e-05,5.790181603515521e-05,1.0764480975922197e-05,2.2011787223163992e-05,3.23944800584286e-06,4.7379294301208574e-06,1.4147661886454443e-06,2.9135137538105482e-06,1.8079962273986894e-06,6.654719072685111e-06,1.641965536691714e-05,9.424022209714167e-06
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.01284653227776289,0.0018638892797753215,2.3024522306513973e-06,5.302009942198538e-09,2.3394748041027924e-06,5.164428330317605e-06,6.0839221987407655e-05,1.2174798030173406e-05,2.1343617845559493e-05,6.213533652044134e-06,0.0008071927586570382,7.089081009326037e-06,4.772238071382162e-07,3.205578877896187e-07,0.0006522004259750247,1.686563882685732e-05,0.0038110490422695875,0.007465056609362364,0.012811710126698017,0.0028329859487712383,0.00396118825301528,0.0007475208258256316,5.957250687060878e-05,0.0003240652149543166,3.145643177049351e-07,4.482126314542256e-06,1.0560600571807299e-07,5.011402848253965e-09,2.1821511264619176e-09,1.8424658465576726e-09,3.46370114812089e-08,1.0394276159786386e-06,0.009946560487151146,0.0193764790892601
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,1.1302756774966838e-06,1.5778209672134835e-06,5.068658538220916e-06,8.362933812122719e-08,4.099262440604434e-08,1.0103629222157906e-07,3.349886767978205e-08,1.2659749870636006e-07,2.8808103706978727e-06,1.3897927146899747e-06,2.9662194265256403e-06,4.9778060429162e-07,1.236705088558665e-06,8.535642336937599e-06,3.409683358768234e-06,8.954034456110094e-07,5.181259439268615e-06,2.677275460882811e-06,7.567722946077993e-07,1.4812029291988438e-07,5.416976023298048e-07,1.2860310789619689e-06,1.3913949032939854e-06,6.344136636471376e-06,3.0337627322296612e-05,7.412817649310455e-05,0.00013317284174263477,0.0012904410250484943,0.002095967996865511,0.001149802003055811,0.0007685839664191008,0.005305582657456398,0.00012891476217191666,0.005812336690723896
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,0.00018022442236542702,1.3738936104346067e-06,3.281024874013383e-08,1.4650397872628673e-07,9.490537991041492e-07,2.1507000269593846e-07,2.4985723712234176e-07,5.384462653523769e-09,4.351638693833593e-08,9.912254128607856e-09,1.1304885916274543e-08,3.7628806737188825e-09,1.249566707883787e-07,3.7561093790827726e-07,1.6947692529356573e-06,1.8228433873446193e-06,5.183719054002722e-07,8.367885016014043e-07,6.789584290345374e-07,2.2049387098377338e-06,1.700914253888186e-06,2.145734697478474e-06,1.1378846238585538e-06,5.191027980799845e-07,6.712949698339798e-07,1.3278005326355924e-06,4.03235588919415e-07,6.715698646075907e-07,2.799451692681032e-08,5.062267494082562e-09,4.848010121349944e-06,1.3719667549594305e-05,9.624354788684286e-06,5.629313091048971e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,2.878105078707449e-06,6.183649475133279e-06,5.878313459106721e-05,3.2245463899016613e-06,3.038488330275868e-06,4.181335043540457e-06,1.5971593256836059e-06,3.2008356356527656e-06,1.1295706769942626e-07,5.660478450408846e-07,8.767879080551211e-07,2.3141257088354905e-07,6.437718980123464e-07,7.680076237193134e-07,3.4380494184915733e-07,3.1651734389015473e-07,2.0469406170064985e-09,5.8953723680588155e-08,7.154242354090457e-08,2.0086007523900662e-08,4.3803294147437555e-07,1.1795003018733041e-07,4.7587622020728304e-07,1.6846703374540084e-06,2.585242555142031e-06,4.058893864566926e-06,4.399252702569356e-06,1.652295281928673e-06,7.618157269462245e-07,1.410431468684692e-05,9.187380783259869e-06,1.690559474809561e-05,4.868940595770255e-05,0.00802165362983942
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00022297687246464193,0.0004967452259734273,1.538101969345007e-06,3.840548743028194e-05,1.5571537005598657e-05,2.466886508045718e-05,9.796776430448517e-05,3.2502815884072334e-05,0.0001284347235923633,1.6944646631600335e-05,0.0006626857211813331,3.4808763302862644e-06,1.2129455626563868e-06,4.29622957653919e-07,1.6580286683165468e-05,1.5515721315750852e-05,1.6632031474728137e-05,4.4707603592542e-06,2.1733403627877124e-06,4.201055162411649e-06,9.385247494719806e-07,8.345701303369424e-07,3.092985991770547e-07,4.8910866468077074e-09,5.6122221453458465e-11,5.081999057687803e-11,1.4057063069117248e-08,2.8301462506874486e-08,5.8916963752153606e-08,2.733424082634883e-07,3.33734590185486e-07,9.095518862523022e-07,0.00024813981144689023,1.9298327970318496e-05
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,6.205511454027146e-06,5.07832555740606e-06,7.353151886491105e-06,9.022299309435766e-06,6.262043257265759e-07,2.938006900876644e-06,8.62746310303919e-05,2.563394218668691e-06,4.564070877677295e-06,1.1592605005716905e-05,9.383018914377317e-05,0.00023137053358368576,5.722718924516812e-05,2.097891638186411e-06,6.084201800149458e-07,2.0668780109645013e-07,1.0362127795815468e-05,2.165697151212953e-05,7.15147234586766e-06,4.5724132178293075e-06,7.732256563031115e-06,1.1156721484439913e-06,2.9701532184844837e-06,9.296945080450314e-08,5.775938660690372e-08,2.1092938595757005e-07,4.2519513954175636e-07,3.1252960752681247e-07,5.41628359940205e-08,5.246534584557594e-08,1.2045459740761544e-08,2.9072374729821604e-08,8.808930033410434e-06,2.9001182610954857e-07
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,2.295946842423291e-06,1.2265376426512375e-05,3.736068720172625e-06,1.183560812023643e-06,2.6561481718090363e-05,1.5266160744431545e-06,1.2843740933021763e-06,9.57963948167162e-07,6.768134994672437e-07,3.898574959748657e-06,5.20817366123083e-07,4.112800525035709e-06,8.679488701091032e-07,2.1679817052699946e-07,6.50817764835665e-06,3.989454489783384e-05,2.1328029106371105e-05,4.486218676902354e-05,0.001381734386086464,0.0009635083843022585,0.0042206477373838425,0.006704691797494888,0.0198952816426754,0.0034627988934516907,0.006740534212440252,0.001004533376544714,0.0018465337343513966,3.9725640817778185e-05,8.179774158634245e-05,3.595703674363904e-05,0.00030765507835894823,0.00011181330046383664,0.00016976108599919826,0.006995812989771366
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,4.003534741059411e-06,6.8876393015671056e-06,1.8372738850302994e-05,1.6120608279379667e-06,6.94696780101367e-08,3.3691383123368723e-06,3.003574647664209e-06,0.0001571352913742885,0.0003279448428656906,4.8105364840012044e-05,9.215486898028757e-06,4.69018686999334e-06,1.0281698905600933e-06,2.962620555990725e-06,7.29874682292575e-06,8.334094673045911e-06,2.650196802278515e-05,9.428050361748319e-06,2.5284809908043826e-06,5.552663878916064e-06,7.591576377308229e-06,1.0571739949227776e-05,1.865545527834911e-05,5.7828176068142056e-05,8.26395844342187e-05,6.292026228038594e-05,0.00011643134348560125,0.00020781171042472124,1.3227945601101965e-05,6.798057256673928e-06,1.039569906424731e-05,2.2586527848034166e-05,3.230131551390514e-05,0.0007023208308964968
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,1.4578383343177848e-05,7.878684300521854e-06,6.254579602682497e-06,1.5787314623594284e-05,1.0144479347218294e-05,3.74759292753879e-05,4.7363068006234244e-05,1.4212968380888924e-05,8.224477824114729e-06,1.5799109860381577e-06,9.751259995027795e-07,6.73575300425e-07,2.855935008483357e-07,2.2440238467424933e-07,3.5626521821541246e-07,8.545927698833111e-07,1.1677288057398982e-05,1.3340752047952265e-05,2.1334108168957755e-06,1.437466607967508e-06,6.722823400195921e-07,7.289008863153867e-07,9.687025936955251e-08,3.650159214885207e-07,1.222944661094516e-07,1.8198055329321505e-07,1.4802184011841746e-07,6.770714833237435e-08,4.8643794769986926e-08,3.457177299992509e-08,9.619385110681833e-08,3.4479995747460634e-07,0.00013343487808015198,4.029433330288157e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,3.2665482763150067e-07,0.0002238010783912614,3.6978392472519772e-06,4.0036596260506485e-07,2.240836238343036e-06,1.2093546502001118e-06,1.9425218766855323e-08,5.5808261123502234e-08,7.09062021542195e-07,7.794529892635182e-07,1.0897966831180383e-06,1.4610156995331636e-07,5.574180761414027e-08,1.8832432147064537e-07,2.054044853139203e-05,7.563057351944735e-06,5.8514078773441724e-06,4.472886303119594e-06,2.3900013275124365e-06,6.279893568716943e-06,2.2159021682455204e-05,0.0009843406733125448,0.00017500552348792553,0.0002343297965126112,9.409539779881015e-05,0.00011673948756651953,5.227658766671084e-05,1.555953531351406e-05,2.354975549678784e-05,0.0001812196132959798,0.00015625615196768194,0.0004566714051179588,0.004131904803216457,0.025275392457842827
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,3.4775464882841334e-05,1.6106178009067662e-05,9.960974693967728e-07,1.5692388615207165e-06,1.5588566384394653e-06,2.0912393665639684e-06,1.1230672214423976e-07,3.331384050397901e-06,1.7032401444794232e-07,1.5807787349331193e-05,4.890782534516802e-08,6.03475427851663e-07,4.333142271661927e-07,8.413541650043044e-07,2.695291641430231e-06,3.008300836881972e-06,4.513201758982177e-07,1.2824483746953774e-05,5.954329481028253e-06,1.0999240657838527e-05,2.6034026632260066e-06,1.914858330565039e-06,1.6243703839791124e-06,4.976774903298065e-07,1.2427049114194233e-06,3.3298972539341776e-06,2.3771810901962453e-06,3.6546907722367905e-06,7.501611435145605e-06,1.3951538676337805e-05,5.371874067350291e-06,5.3494813982979394e-06,4.9399895942769945e-06,5.093040090287104e-05
