Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,ans_prob_lens_edit_layer32,ans_prob_lens_edit_layer33,ans_prob_lens_edit_layer34,ans_prob_lens_edit_layer35,ans_prob_lens_edit_layer36,ans_prob_lens_edit_layer37,ans_prob_lens_edit_layer38,ans_prob_lens_edit_layer39,ans_prob_lens_edit_layer40,ans_prob_lens_edit_layer41,ans_prob_lens_edit_layer42,ans_prob_lens_edit_layer43,ans_prob_lens_edit_layer44,ans_prob_lens_edit_layer45,ans_prob_lens_edit_layer46,ans_prob_lens_edit_layer47,ans_prob_lens_edit_layer48,ans_prob_lens_edit_layer49,ans_prob_lens_edit_layer50,ans_prob_lens_edit_layer51,ans_prob_lens_edit_layer52,ans_prob_lens_edit_layer53,ans_prob_lens_edit_layer54,ans_prob_lens_edit_layer55,ans_prob_lens_edit_layer56,ans_prob_lens_edit_layer57,ans_prob_lens_edit_layer58,ans_prob_lens_edit_layer59,ans_prob_lens_edit_layer60,ans_prob_lens_edit_layer61,ans_prob_lens_edit_layer62,ans_prob_lens_edit_layer63,ans_prob_lens_edit_layer64,ans_prob_lens_edit_layer65,ans_prob_lens_edit_layer66,ans_prob_lens_edit_layer67,ans_prob_lens_edit_layer68,ans_prob_lens_edit_layer69,ans_prob_lens_edit_layer70,ans_prob_lens_edit_layer71,ans_prob_lens_edit_layer72,ans_prob_lens_edit_layer73,ans_prob_lens_edit_layer74,ans_prob_lens_edit_layer75,ans_prob_lens_edit_layer76,ans_prob_lens_edit_layer77,ans_prob_lens_edit_layer78,ans_prob_lens_edit_layer79,answer_prob_obs,answer_prob_exp
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,7.514689059462398e-05,1.3909895642427728e-05,2.4362725525861606e-06,4.4449197957874276e-06,9.886549378279597e-06,4.0466773498337716e-05,1.6747058907640167e-05,1.5317897123168223e-05,3.140262560918927e-05,9.047972525877412e-06,2.080251397273969e-05,3.594712688936852e-05,1.4403009117813781e-05,1.3831071328240796e-06,5.194079221837455e-06,2.178187969548162e-06,9.362236596643925e-06,1.6459262042189948e-05,6.086415396566736e-06,3.659421281554387e-06,1.425494133400207e-06,5.538394361792598e-06,7.546391884716286e-07,6.037212187948171e-06,1.989876363950316e-05,5.889538806513883e-05,5.141710062162019e-05,3.633260348578915e-05,0.00038554452476091683,0.00021757266949862242,0.00023605447495356202,0.0010373519035056233,0.00027909636264666915,0.0001921032671816647,0.00013843917986378074,0.00011992908548563719,2.2469719624496065e-05,0.00015634848386980593,0.0001372062397422269,0.00020947163284290582,9.211812721332535e-05,0.0002621071762405336,0.0001340735179837793,6.461587327066809e-05,0.00037288476596586406,6.1033337260596454e-05,7.787715003360063e-05,0.00037992830039002,0.00019604997942224145,0.00022463580535259098,0.00025213827029801905,9.42254628171213e-05,7.661913696210831e-05,0.00012880167923867702,0.0001001212076516822,0.0002813264727592468,0.00010376403952250257,2.519379268051125e-05,3.879399082507007e-05,6.563329952768981e-05,9.22434774111025e-05,2.52265981544042e-05,0.00010916162864305079,5.9592061006696895e-05,8.428737783106044e-05,5.245968350209296e-05,3.992623169324361e-05,6.40332727925852e-05,4.1127725125988945e-05,6.651592411799356e-05,5.3378196753328666e-05,6.351529464154737e-06,6.351357296807691e-05,0.00010820200986927375,2.7341624445398338e-05,8.95501725608483e-05,0.0001103979884646833,0.00021390500478446484,0.0001808686211006716,0.00031793583184480667,0.0030863808933645487,0.009805283509194851
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,1.148718524746073e-06,1.5496364369482762e-07,9.181828772852896e-07,8.307160896947607e-06,2.5199874471582007e-06,6.394159754563589e-06,1.628602694836445e-05,5.6553508329670876e-05,5.295409573591314e-05,3.62383398169186e-05,2.909222530433908e-05,1.4845787518424913e-05,9.093991138797719e-06,2.1680762074538507e-06,5.019056516175624e-06,1.87291550446389e-06,5.161533067621349e-07,3.2087314139062073e-07,2.173913117076154e-06,1.2701693776762113e-05,8.28170777822379e-06,2.0936424334649928e-05,7.083537639118731e-05,9.538963058730587e-05,0.00015528668882325292,4.458190596778877e-05,6.321431283140555e-05,0.00034027721267193556,6.938012666068971e-05,0.00011040051322197542,0.0002726541424635798,9.704137482913211e-05,0.00011418871144996956,5.296095332596451e-05,4.789748345501721e-05,5.188625073060393e-05,7.359268784057349e-05,0.00017934861534740776,0.0001318906433880329,3.2470667065354064e-05,7.391665712930262e-05,3.538900273269974e-05,0.00015607279783580452,7.75851913203951e-06,2.033832060988061e-05,0.00015276634076144546,1.3122259588271845e-05,5.1755629101535305e-05,0.00021555808780249208,3.1617175409337506e-05,1.7555770682520233e-05,5.713300924981013e-05,3.0011458875378594e-05,1.2950184100191109e-05,4.2443924030521885e-05,2.0112709535169415e-05,3.256999116274528e-05,2.8819680665037595e-05,3.4423588658683e-05,5.255058204056695e-05,2.6023093596450053e-05,3.832971924566664e-05,2.2331110812956467e-05,1.0777038369269576e-05,2.5925293812179007e-05,3.150998963974416e-05,4.792129766428843e-05,5.7636225392343476e-05,4.607591836247593e-05,0.00012153734132880345,7.021547935437411e-05,6.103268242441118e-05,8.322999929077923e-05,8.25461684144102e-05,5.6443881476297975e-05,4.0604874811833724e-05,8.282468479592353e-05,0.00012536566646303982,0.00016671075718477368,0.000450855033705011,1.2219098607602064e-05,0.0010387877700850368
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,2.987452899105847e-05,0.00016584672266617417,7.345070480369031e-05,5.7612785894889385e-05,1.0841373295988888e-05,7.361994448729092e-06,6.364682121784426e-06,1.907208570628427e-05,4.049051131005399e-05,6.671171377092833e-06,2.570721335359849e-06,1.7774884781829314e-06,1.8589842056826456e-06,9.99181906990998e-07,1.7437711221646168e-06,7.514206117775757e-06,8.57461509440327e-06,1.5494211993427598e-06,2.702340680116322e-06,6.791142368456349e-07,6.675318218185566e-07,6.8195654421288054e-06,2.458325752741075e-06,2.093723651341861e-06,1.2043286687912769e-06,5.691837827725976e-07,3.3898334095283644e-07,1.0420195621918538e-06,1.98362522496609e-06,1.2896140333396033e-06,7.492385520890821e-07,3.443616094500612e-07,3.123837188923062e-07,1.0756632207176153e-07,4.069037018439303e-08,3.435880557844939e-07,1.9031739384445245e-07,2.4540821641494404e-07,5.706882006961678e-07,2.846323639005277e-07,1.4787542568228673e-07,5.608864626083232e-07,2.0815325569856213e-06,3.3738342608558014e-07,6.458078587456839e-07,2.6055006401293213e-06,6.32696753655182e-07,6.944269443920348e-07,6.473100029324996e-07,1.498105177688558e-07,4.2703331359916774e-07,1.4107600065926817e-07,1.4262643333040614e-07,9.240753229278198e-08,2.589877396985685e-07,7.743456365005841e-08,1.531716975478048e-07,3.504993912883947e-07,9.821118140962426e-08,1.6680571945926204e-07,1.0303874375949817e-07,1.040483041947482e-07,3.2869227339915597e-08,3.8840816785068455e-08,8.521831773578015e-08,9.930739963692758e-08,4.6455181035298665e-08,6.492503246136039e-08,2.940176813126527e-08,1.0704060571242735e-07,8.188558098254362e-08,6.030622046182543e-08,1.1481021999770746e-07,4.537435671636558e-08,4.872592285209976e-08,1.2728351350688172e-07,3.9230833692727174e-08,1.7185705303290888e-07,9.807755674273722e-08,1.2880576605311944e-07,0.00012657055049203336,0.00015720681403763592
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,2.855526690836996e-05,2.95415629807394e-05,9.387707905261777e-06,9.345104672320304e-07,6.9996081037970725e-06,9.56690996645193e-07,1.6010696981538786e-06,1.5807169120307663e-06,3.5411953831498977e-06,5.401323505793698e-06,8.455784154648427e-06,1.216838541040488e-06,1.8028454462637455e-07,4.5688246075314964e-08,1.0024527909990866e-06,4.385005070162151e-07,1.3037414419159177e-06,4.960087949257286e-07,1.099307610274991e-06,2.7979003789369017e-06,3.092007546001696e-06,6.021188710292336e-06,9.051019333128352e-06,1.393505408486817e-05,5.186083581065759e-05,7.831382390577346e-05,1.5258367966453079e-05,7.517194717365783e-06,2.6455263650859706e-05,1.0380205822002608e-05,4.1286792111350223e-05,3.6196412111166865e-05,1.6715010133339092e-05,1.9845965653075837e-05,4.948715286445804e-06,4.759174316859571e-06,2.109107072101324e-06,0.00010747490887297317,1.905651697597932e-05,9.038356802193448e-05,4.0839517168933526e-05,5.107073957333341e-05,8.296807209262624e-05,4.526893826550804e-05,2.8800805011997e-05,4.619330866262317e-05,6.778097304049879e-05,7.00412638252601e-05,3.823465885943733e-05,1.6739752027206123e-05,2.2425767383538187e-05,3.5568682505982e-05,3.144233414786868e-05,5.460360989673063e-05,1.1041366633435246e-05,8.842186070978642e-05,0.00017864062101580203,0.0024374243803322315,0.003323550568893552,0.0025413641706109047,0.0031128651462495327,0.0037174553144723177,0.006516044028103352,0.008678756654262543,0.009893822483718395,0.02645639330148697,0.013771040365099907,0.007487282156944275,0.011098671704530716,0.002116762101650238,0.003987144213169813,0.003440484870225191,0.08161665499210358,0.06735115498304367,0.0868927538394928,0.19242045283317566,0.09527023136615753,0.1360752433538437,0.05091416463255882,0.0021071939263492823,0.001686269068159163,0.0075929793529212475
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,4.360535513114883e-06,9.830800081545021e-06,2.8000711154163582e-06,8.697077646502294e-06,4.490896117204102e-06,6.009332992107375e-06,2.1310911506589036e-06,2.2421190806198865e-06,4.1668949961604085e-06,6.994207524257945e-07,4.534533957212261e-07,9.867507344551996e-08,8.871887189343397e-07,1.639672973396955e-06,1.864116597971588e-06,2.6314996830478776e-06,4.647615696740104e-06,1.3057357364232303e-06,1.5682312550779898e-06,1.4302117961051408e-06,4.1203423961633234e-07,1.631081829600589e-07,8.708283871783351e-08,4.2108186448786e-07,3.1691538424638566e-06,2.0967311229469487e-06,1.476155489399389e-06,2.6272080049238866e-06,6.178943749546306e-06,1.8868879578803899e-06,2.976528776343912e-06,1.3762418120677467e-06,5.050432719144737e-06,4.215585249767173e-06,1.1713854064510087e-06,3.5648549783218186e-06,7.836762961233035e-06,2.6879622510023182e-06,7.481849934265483e-06,2.222598595835734e-06,2.4082119125523604e-06,2.2940691906114807e-06,2.6675509161577793e-06,2.2863089270686032e-06,1.1289888561805128e-06,7.630962386429019e-07,4.0374459331360413e-07,3.010314912899048e-07,4.76471853971816e-07,9.748978300194722e-07,7.230630671983818e-07,2.8007539185637143e-06,1.3261220601634705e-06,1.4384488622454228e-06,5.239924121269723e-07,5.979962907076697e-07,1.4246992918742762e-07,5.254923394204525e-07,2.5083127752623113e-07,2.12634702734249e-07,3.139238060612115e-07,5.690015427717299e-07,1.5353830917774758e-07,2.609239970752242e-07,1.9718098087651015e-07,2.984000389005814e-07,1.7880145719573193e-07,2.2196611837443925e-07,3.5827483202410804e-07,2.6082778958880226e-07,1.2577472716657212e-06,1.5665538057874073e-06,2.1190978714002995e-06,5.951411367277615e-06,1.33454386741505e-05,5.444286216516048e-05,4.3500498577486724e-05,0.00012255994079168886,2.2243279090616852e-05,3.747164737433195e-05,1.3673168723471463e-05,0.001678434549830854
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,7.2772450039337855e-06,3.1187155400402844e-06,1.0140962331206538e-05,4.066725523443893e-06,6.110212780185975e-06,6.091705699873273e-07,1.4490501598629635e-06,4.349682512838626e-06,6.959548500162782e-06,5.838636752741877e-06,2.8201095574331703e-06,3.902888693119166e-06,1.0449770343257114e-05,5.973598672426306e-05,8.114738739095628e-05,1.4607792763854377e-05,0.0002833691833075136,2.245353789476212e-05,5.0166097935289145e-05,4.582018664223142e-05,0.000272960402071476,0.0016433888813480735,0.0013186088763177395,0.00778136495500803,0.0005001371609978378,0.0005704705836251378,0.0008451103931292892,0.00018480163998901844,0.0002274869621032849,6.477590795839205e-05,6.526698416564614e-05,0.0002736242313403636,8.588702621636912e-05,0.0010847538942471147,0.003675423562526703,0.007969393394887447,0.01857973076403141,0.10154876857995987,0.04865984618663788,0.10767334699630737,0.21603864431381226,0.36995118856430054,0.2691173553466797,0.3710562288761139,0.41178908944129944,0.6537933349609375,0.6784194111824036,0.4531530439853668,0.3905896544456482,0.421968549489975,0.4540403485298157,0.635718584060669,0.710383415222168,0.7335691452026367,0.6613892912864685,0.5711240768432617,0.4507797062397003,0.8795307278633118,0.7799564599990845,0.20422358810901642,0.34466513991355896,0.18776610493659973,0.2534283995628357,0.42461588978767395,0.5516341328620911,0.7911607623100281,0.7524185180664062,0.7812182307243347,0.9709128141403198,0.9640685319900513,0.982490599155426,0.9753956198692322,0.9265609979629517,0.8922466039657593,0.8884328007698059,0.9177483320236206,0.9220442175865173,0.9550836682319641,0.6763913631439209,0.5312415361404419,9.984005373553373e-06,0.20330440998077393
29,The place of birth of Esther Gronenborn is,The place of birth of the director of Alaska.de is,Esther Gronenborn,the director of Alaska.de, Oldenburg,5.233252068137517e-06,1.6806326357254875e-06,3.430656988712144e-06,1.7388261994710774e-06,4.2955616663675755e-07,4.7613590936634864e-07,1.6386016454816854e-07,8.118481105157116e-07,9.046539162227418e-06,6.2444496506941505e-06,0.00015821499982848763,1.0515532267163508e-05,1.1115138477180153e-05,1.4525552614941262e-05,1.2016295841021929e-05,2.616389338072622e-06,6.561916052305605e-06,3.175285883116885e-06,8.189897016563918e-06,1.6036361557780765e-05,5.213624899624847e-05,5.471416443469934e-05,0.00011044568964280188,7.093967724358663e-05,1.6750962458900176e-05,3.4163411328336224e-05,7.912453838798683e-06,1.1775002349168062e-05,1.1439995432738215e-05,1.2780244105670135e-05,1.0819388990057632e-05,1.0377409125794657e-05,1.1125218406959902e-05,1.7284882005697e-06,5.077393325336743e-06,2.855134880519472e-06,1.0131954013559152e-06,7.667616728213034e-07,5.834537546434149e-07,1.8230977048006025e-06,1.031608576340659e-06,6.963099394852179e-07,1.8988053795965243e-07,2.897672146673358e-08,4.148838783635256e-08,1.3345077043425135e-08,1.3745197868786363e-08,4.1840110043267487e-08,1.7705103161347324e-08,1.1563949797732676e-08,1.6130911717482377e-08,2.8699780330043723e-08,6.775345440246383e-08,1.0023077123832991e-07,8.579095833738393e-08,5.1640608234038154e-08,1.0529956284699438e-07,1.4358754185650469e-07,3.991416264170766e-08,1.3845442481397185e-07,1.0727328714210671e-07,3.6579521633939294e-08,7.305590798978301e-08,1.680719634578054e-07,3.034069351315338e-08,4.788391549936932e-08,3.27979527980915e-08,3.861275033045786e-08,4.4540442445395456e-08,2.777956069621723e-07,7.72144289840071e-07,8.932737927125345e-08,7.069321554808994e-07,5.648975047733984e-07,7.617401820425584e-07,3.8575547023356194e-07,1.927912762766937e-06,1.7925588053913089e-06,1.3729236343351658e-05,7.588239441247424e-06,0.0008022740366868675,0.0007354757399298251
30,The date of death of Sargent Shriver is,The date of death of the father of Timothy Perry Shriver is,Sargent Shriver,the father of Timothy Perry Shriver," January 18, 2011",0.00030228536343201995,0.0005080639384686947,0.0001980214292416349,0.00017102941637858748,0.0004960270598530769,0.0002029514726018533,0.00012685440015047789,0.0003976176376454532,2.485562436049804e-05,3.3455238735768944e-05,7.378028385573998e-05,8.297252497868612e-05,0.000260798231465742,2.290711745445151e-05,3.511860268190503e-05,6.026639312040061e-05,1.5658547454222571e-06,0.0010184620041400194,0.0014773625880479813,0.00028136660694144666,0.0005141288274899125,0.0005682948394678533,0.00022996385814622045,0.0020263816695660353,0.0020324555225670338,0.0005109750782139599,0.0006381141720339656,9.08427537069656e-05,0.0004972859751433134,0.0010849807877093554,0.00039479968836531043,0.0005457698716782033,0.0011849428992718458,0.03629399463534355,0.4271274209022522,0.3094868063926697,0.37656882405281067,0.055323436856269836,0.1409207135438919,0.004891146440058947,0.003881978802382946,0.0006707475986331701,0.0013474317966029048,0.0008792427834123373,0.00028910711989738047,0.0007562165264971554,0.00037542724749073386,0.00035218725679442286,0.0001209985712193884,0.0001804653584258631,0.00020046050485689193,5.203891487326473e-05,5.808911373605952e-05,3.3728720154613256e-05,0.00015754201740492135,0.0001302698510698974,0.00015065506158862263,0.00019373753457330167,0.0007799393497407436,0.00022043641365598887,0.000297567225061357,0.00013967615086585283,9.563864296069369e-05,0.00019146234262734652,0.0005295744049362838,0.00021276566258165985,0.0004582788096740842,0.000960672739893198,0.0014193246606737375,0.001287783612497151,0.0005589019856415689,0.0004070571740157902,0.2666982412338257,0.44808709621429443,0.41711822152137756,0.5177859663963318,0.6036332249641418,0.6611597537994385,0.7692587375640869,0.8200355768203735,0.0031521981582045555,0.6483657360076904
31,The date of death of Prince Nikita Alexandrovich of Russia is,The date of death of the father of Prince Alexander Nikitich Romanov is,Prince Nikita Alexandrovich of Russia,the father of Prince Alexander Nikitich Romanov, 12 September 1974,2.730437699938193e-06,9.218123886967078e-05,2.8394479159032926e-05,1.6280659110634588e-05,0.07163694500923157,0.00011542701395228505,0.0004101200320292264,0.0004923598608002067,3.9498489059042186e-05,0.0001990371965803206,0.0004875041777268052,0.0008378020720556378,0.0001547800056869164,0.018536951392889023,0.15992403030395508,0.0009452717495150864,0.0003820108249783516,0.005175167229026556,0.0029085781425237656,0.0003211541916243732,0.0006145384977571666,9.19576341402717e-05,0.00018579215975478292,0.19335679709911346,0.008753801696002483,0.000900910294149071,4.1237053665099666e-05,2.9611690479214303e-05,4.327261194703169e-06,0.00048731264541856945,1.7668007785687223e-05,5.353639608074445e-06,0.00022605773119721562,0.00022033294953871518,0.00023272752878256142,0.000123168938443996,0.0007759042782709002,0.0011284708743914962,0.0005751918070018291,0.010607685893774033,0.0006123530911281705,0.000547969713807106,0.007526933681219816,0.00208209827542305,0.00026909273583441973,0.0023529839236289263,0.0004517137713264674,0.008407289162278175,0.011983191594481468,1.958807115443051e-05,9.505345587967895e-06,9.175468221656047e-06,3.649733116617426e-05,1.0625833368749227e-07,4.565137260215124e-06,3.680862846522359e-06,7.181913588283351e-07,0.00010059097257908434,0.0001273324160138145,8.10394121799618e-05,2.1868989279028028e-05,0.00012473756214603782,1.5846862879698165e-05,2.726211278059054e-05,0.00041364054777659476,0.0005492002237588167,0.0003095116699114442,7.059914787532762e-05,0.0009329420863650739,0.0001229489571414888,0.0012681533116847277,3.693647886393592e-05,0.00012710547889582813,0.00024690726422704756,0.0025849230587482452,0.00023826764663681388,0.0017745868535712361,0.0039252592250704765,0.0025085487868636847,0.0005595580441877246,0.02668871358036995,0.08895751088857651
32,The place of death of Dikkha is,The place of death of the spouse of Saw Thanda is,Dikkha,the spouse of Saw Thanda, Mrauk U,0.0002524869632907212,0.0001790483365766704,0.00014241202734410763,0.00015429939958266914,0.0003664743562694639,0.0005509508191607893,0.0007568601286038756,2.8080241463612765e-05,2.718094219744671e-05,3.590103369788267e-05,6.694855983369052e-06,1.2637646022994886e-06,3.948331595893251e-06,3.2139206496140105e-07,1.53949367813766e-05,8.41643395688152e-06,1.8653036022442393e-06,3.981699592259247e-06,1.7858385035651736e-05,9.997800589189865e-06,1.167911796073895e-05,9.407560355612077e-06,5.8817036006075796e-06,2.408129148534499e-06,2.3247853278007824e-06,8.713390684533806e-07,1.19236096907116e-06,2.886583160943701e-06,1.7736336985763046e-06,1.1402736163290683e-05,2.114565859301365e-06,2.9361076485656668e-06,4.218522008159198e-05,5.8056630223290995e-06,1.1177301530551631e-05,0.00011715254368027672,2.1513947103812825e-06,8.134222298394889e-06,3.7084439099999145e-05,0.0001345471537206322,8.206054189940915e-05,7.017338793957606e-05,0.00030590040842071176,5.877215517102741e-05,0.0003478923754300922,6.542878691107035e-05,1.0444710824231151e-05,6.5220742726523895e-06,1.5233717931550927e-05,8.583831004216336e-06,5.315885118761798e-06,4.695708048529923e-05,4.426942905411124e-05,0.0001067498087650165,4.18761046603322e-05,5.948959369561635e-06,9.90253611234948e-05,5.30359466210939e-05,5.4989195632515475e-05,4.319391155149788e-05,0.00010563234536675736,8.493969289702363e-06,1.1466548130556475e-05,2.4474978999933228e-05,7.384174386970699e-05,1.1975372217420954e-05,4.2868428863584995e-05,5.004976173950126e-06,8.585822797613218e-06,2.3607142338732956e-06,5.66984908800805e-06,2.188844337069895e-05,1.2941431123181246e-05,0.0001540546800242737,3.5420464428170817e-06,2.0094707906537224e-06,7.156766059779329e-07,4.132731987738225e-07,7.769961598569353e-07,2.0214690721331863e-06,0.0035845714155584574,0.0012816776288673282
33,The place of birth of Glenn Danzig is,The place of birth of the composer of Bullet is,Glenn Danzig,the composer of Bullet," Lodi, New Jersey",0.00016682570276316255,3.296926479379181e-06,1.1495269973238464e-05,5.3732364904135466e-06,8.17829914012691e-06,2.212989238614682e-05,1.0436849152029026e-05,8.823609277897049e-06,1.8960176021209918e-05,3.933819698431762e-06,1.1010335583705455e-05,3.0593412247981178e-06,3.2313291740138084e-06,1.1354760317772161e-05,2.6531697585596703e-05,3.797989165832405e-06,1.7686861610854976e-05,2.6037898805952864e-06,4.512925443123095e-06,6.596984576390241e-07,2.0318807401054073e-06,3.170824356857338e-06,4.845171019951522e-07,1.0250024615743314e-06,2.0442432742129313e-06,9.150476785180217e-07,2.054140963991813e-07,1.2681446150963893e-06,7.432824844499919e-08,5.071875079920574e-07,1.1592931770110226e-07,1.1156658956679166e-06,9.310452924182755e-07,6.54519999443437e-06,3.2746588658483233e-06,2.215300810348708e-06,5.692003014701186e-06,1.2223151315993164e-05,2.6411042199470103e-05,1.8614993678056635e-05,1.460075054637855e-06,3.7530714962485945e-06,8.080972975221812e-07,1.3014117712373263e-06,3.139369937343872e-07,1.7662174514043727e-06,2.944124162240769e-07,5.016271643398795e-06,3.0383901616914955e-07,1.5106705575362867e-07,3.8829270465612353e-07,5.399434144237603e-07,6.764474846931989e-08,2.9459148009891578e-08,2.178686457909862e-07,2.9236827003842336e-07,2.3203269847726915e-06,6.122021289911572e-08,1.1577252223560208e-07,1.6006750058750185e-07,3.0078027180024947e-07,4.3576136476985994e-07,7.888085065133055e-07,1.9403370288273436e-07,1.9273370526207145e-06,1.308271521338611e-06,2.734821293870482e-07,3.2886737244552933e-06,6.137849482001911e-07,1.2416465324349701e-05,3.272400863352232e-05,7.419251051032916e-05,0.011503580026328564,0.0013858305756002665,0.0028206417337059975,0.7497906684875488,0.6369661688804626,0.9128729104995728,0.0686759352684021,0.012561049312353134,0.0021290851291269064,0.7237951755523682
34,The place of death of W. Duncan Mansfield is,The place of death of the director of Girl Loves Boy is,W. Duncan Mansfield,the director of Girl Loves Boy, Hollywood,1.7403539231963805e-06,9.15925920708105e-06,1.0387570000602864e-05,1.6401296306867152e-05,1.26458735394408e-05,1.0876696251216345e-05,5.170654276298592e-06,2.23403621930629e-05,1.4707175068906508e-05,6.4430655584146734e-06,9.84545040410012e-05,6.152146670501679e-05,2.402978680038359e-05,2.7658647013595328e-05,5.336725735105574e-05,2.6720319510786794e-05,2.8348587875370868e-05,8.71352222020505e-06,8.226160389313009e-06,1.5212966900435276e-05,1.1468228876765352e-05,1.3082856185064884e-06,8.746428079575708e-07,7.648069185961504e-06,3.152988574584015e-05,1.763185537129175e-05,6.877788109704852e-06,5.079807579022599e-06,6.018723070155829e-06,2.146278347936459e-06,5.428114945971174e-06,1.63402237376431e-05,2.1045540052000433e-05,1.8290764273842797e-05,4.4418546167435125e-05,4.766814163303934e-05,2.1088977518957108e-05,3.009300780831836e-05,2.208084515586961e-05,2.2504311345983297e-05,5.62355708098039e-05,0.00010711602226365358,8.801895455690101e-05,1.6234551367233507e-05,1.4360124623635784e-05,2.3517492081737146e-05,1.3885118278267328e-05,2.4188790121115744e-05,1.1243822882534005e-05,3.81018799089361e-06,5.760230123996735e-06,3.4747590689221397e-06,5.60200123800314e-06,4.357854777481407e-06,2.0437482817214914e-06,1.7998899011217873e-06,8.935497248785396e-07,2.3640029667149065e-06,2.2300534965324914e-06,2.4777984890533844e-06,1.6773615243437234e-06,2.7988965030090185e-06,1.6252270143013448e-06,1.0994143622156116e-06,6.713984816997254e-07,7.763320013509656e-07,8.169434977389756e-07,6.317711154224526e-07,6.760301403119229e-07,2.569577873146045e-06,5.375214186642552e-06,1.4972995359130437e-06,3.5783825751423137e-06,1.9987498944828985e-06,1.9461981537460815e-06,2.44536749960389e-06,8.490683853779046e-07,4.5799075110153353e-07,1.9762961755986908e-07,4.493411154271598e-07,0.0005825546104460955,1.1103588803962339e-05
35,The place of birth of S. S. Wilson is,The place of birth of the director of Tremors 4: The Legend Begins is,S. S. Wilson,the director of Tremors 4: The Legend Begins, American,3.6067419841856463e-06,1.8865603124140762e-06,1.361013914902287e-06,1.4615184795729874e-07,2.1080343231005827e-06,3.5681339340953855e-06,2.12415870919358e-05,3.1076298910193145e-05,1.0239730727334972e-05,1.3934172784502152e-06,4.276385880075395e-06,6.510774710477563e-06,2.1813871171616483e-06,1.991498947973014e-06,7.3829774009936955e-06,2.4761625354585703e-06,2.6484933641768293e-06,1.4584549035134842e-06,6.497705271613086e-06,8.214562967623351e-07,5.246959631222126e-07,1.246011015609838e-05,2.5132790142379235e-06,1.981895820790669e-06,3.11016424348054e-06,6.563815077242907e-06,5.0462826948205475e-06,3.3717126370902406e-06,1.0565578122623265e-05,3.283363184891641e-05,9.531335308565758e-06,2.6289268134860322e-05,1.9963301383540966e-05,2.049437716777902e-05,1.2908823919133283e-05,1.661415080889128e-05,1.7717269656714052e-05,2.25869043788407e-05,5.250532012723852e-06,1.2223204066685867e-06,3.7749998682556907e-07,1.0273632824464585e-06,9.147343860149704e-08,1.2446005825950124e-07,3.140649482702429e-07,2.7981025141343707e-07,1.8210880625701975e-07,2.835479051555012e-07,9.725525984549677e-08,2.57602096098708e-07,3.605993015298736e-08,1.2292464823815408e-08,2.2736450944194075e-08,8.923295879981197e-09,1.7537695740088566e-08,2.6586122192640005e-09,7.221356401743151e-09,7.605521545883676e-09,6.022664145177714e-09,3.7908018946097854e-09,2.604847670895083e-09,1.5205826597863847e-09,1.2164073082132631e-09,1.2734027166061423e-09,3.1862319449516008e-09,2.302420698541141e-09,2.6535567076990674e-09,7.501117949004765e-09,2.713433699952361e-09,4.2224325369488724e-08,2.923395081566582e-09,1.2528461823535508e-08,5.16244789139364e-08,1.681614847370838e-08,9.817141943813112e-08,2.5280259663418292e-08,4.503905515207407e-08,1.0014632323418482e-07,4.967195366134547e-08,1.382400256488836e-07,0.0007480743806809187,0.0003031211963389069
