explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,4.3736003135563806e-05,7.03372570569627e-05,0.00023021496599540114,0.0004099336510989815,0.0007997028296813369,0.0017191327642649412,0.0075419628992676735,0.009054814465343952,0.006370951421558857,0.006447562947869301,0.02149648778140545,0.01801377162337303,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,1.0897888387262356e-05,9.389974002260715e-05,0.0006078681326471269,0.000308417045744136,0.00015937448188196868,0.0002658418088685721,0.0003435690014157444,0.00043999755871482193,0.00045994613901712,0.004519573878496885,0.011847790330648422,0.04819386079907417,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,6.80139273754321e-05,6.557605956913903e-05,5.7575758546590805e-05,8.556353714084253e-05,4.584836642607115e-05,0.00015446761972270906,0.0003128384123556316,0.0004217237583361566,0.0009772153571248055,0.004405084066092968,0.005010826047509909,0.0032358455937355757,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.6334999600076117e-05,5.547811451833695e-05,8.787689876044169e-05,0.00011704493954312056,0.0003035386325791478,0.0008421766688115895,0.0005668613594025373,0.002847695257514715,0.0073836431838572025,0.012610492296516895,0.008267848752439022,0.0035033849999308586,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,3.7357862311182544e-05,8.928510214900598e-05,0.0006771318148821592,0.0050905863754451275,0.0007107732817530632,0.009093472734093666,0.10306460410356522,0.19161200523376465,0.3513687252998352,0.9190744161605835,0.9819267392158508,0.928848385810852,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,3.261302481405437e-05,5.711543053621426e-05,0.00041496354970149696,0.0018015631940215826,4.57109626950114e-06,0.0005907749873585999,0.0035172118805348873,0.0016582574462518096,0.0033083127345889807,0.13822022080421448,0.30417758226394653,0.1962323635816574,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.00012096080172341317,0.0004980955854989588,0.0006900852895341814,0.0014450278831645846,0.002619317267090082,0.002424228936433792,0.0014609956415370107,0.0034076920710504055,0.001639234134927392,0.0035470689181238413,0.002288372255861759,0.01665177382528782,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,9.291042806580663e-05,3.68237160728313e-05,0.00011931947665289044,6.2577921198681e-05,8.281062036985531e-05,0.0002876271610148251,0.0025801134761422873,0.0028222950641065836,0.03449251502752304,0.043054644018411636,0.17025595903396606,0.20009106397628784,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,2.0459994630073197e-05,5.38493950443808e-05,0.00025354837998747826,0.00023573150974698365,0.00022546853870153427,0.0006540461326949298,0.0015249147545546293,0.003260744735598564,0.0034355060197412968,0.17274001240730286,0.43116047978401184,0.5814924836158752,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,8.548484038328752e-05,0.00700099254027009,0.004802596289664507,0.009392714127898216,0.015086204744875431,0.028797827661037445,0.06515122950077057,0.015466900542378426,0.016660135239362717,0.008388862945139408,0.007684000767767429,0.012783392332494259,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,6.517491419799626e-05,0.00011878387886099517,0.0002813064493238926,0.0003354170767124742,0.0007538213394582272,0.0004111460584681481,0.0015472597442567348,0.0017753748688846827,0.007096584886312485,0.010160805657505989,0.011508852243423462,0.04542406648397446,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,4.029144747619284e-06,1.9965840692748316e-05,3.101622496615164e-05,2.9461081794579513e-05,4.595830978360027e-05,8.455692295683548e-05,5.718427200918086e-05,5.288802276481874e-05,0.00010227454185951501,0.000259439111687243,7.190725591499358e-05,4.33809100286453e-06,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,2.1673831724910997e-05,2.3293534468393773e-05,0.00022341794101521373,0.0011492589255794883,0.0010552176972851157,0.004351018462330103,0.005092758219689131,0.032113153487443924,0.09420450031757355,0.08204427361488342,0.4327620565891266,0.7685711979866028,0.3540010154247284,0.7835427522659302
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,3.075254880968714e-06,1.0950327123282477e-05,6.238797141122632e-06,9.302071703132242e-06,1.615129986021202e-05,1.5851963325985707e-05,2.5509387342026457e-05,3.673849641927518e-05,4.49311119155027e-05,0.0002447066071908921,2.7395970391808078e-05,4.193211498204619e-05,0.00014298834139481187,0.00023876610794104636
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,1.4410444237000775e-05,6.837768160039559e-05,4.1253340896219015e-05,6.0355097957653925e-05,0.00013852465781383216,0.00031904911156743765,4.532128878054209e-05,0.0003084918134845793,0.000617210054770112,0.0002925283042714,0.00035221275174990296,0.001053418149240315,0.02226678654551506,0.013671007007360458
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,2.7848833269672468e-05,2.8315276722423732e-05,4.631983392755501e-05,5.842719110660255e-05,4.335267294663936e-05,5.074653745396063e-05,2.9691336749237962e-05,1.4377166735357605e-05,0.00015667664411012083,0.03941342234611511,0.009737059473991394,0.006727777421474457,0.00425700843334198,0.028314366936683655
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,1.7001984815578908e-06,7.5053476393804885e-06,6.446140560001368e-06,1.2228886589582544e-05,1.2817627066397108e-05,1.729401628836058e-05,2.2687136151944287e-05,6.585173105122522e-05,8.877698564901948e-05,2.38357788475696e-05,0.00016889632388483733,8.866959979059175e-05,0.0005254307179711759,0.0004807798541150987
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,1.9928111214539967e-05,2.139392017852515e-05,6.426194886444137e-05,8.797881309874356e-05,0.00020283431513234973,8.98982398211956e-05,5.3124738769838586e-05,2.074949225061573e-05,0.00018562335753813386,0.005277720279991627,8.30246335681295e-06,5.981773210805841e-05,0.001927309320308268,0.013798421248793602
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.00020852370653301477,9.515693091088906e-05,0.00012621776841115206,0.00016386022616643459,0.00028496020240709186,0.0008208619547076523,0.0007882660138420761,0.001640751026570797,0.40120556950569153,0.27437981963157654,0.9328750371932983,0.7505218982696533,0.13293713331222534,0.3509562611579895
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,3.7434631394717144e-06,5.0241251301486045e-06,7.554056082881289e-06,7.780007763358299e-06,3.704064147314057e-05,4.683215593104251e-05,2.9372467906796373e-05,6.092607509344816e-05,1.6744452295824885e-05,0.0001006178863462992,4.84216507175006e-05,3.233578900108114e-05,4.719180708434578e-07,1.136051764660806e-06
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,5.939383845543489e-05,9.608209802536294e-05,9.563450475980062e-06,3.1265781217371114e-06,1.9475439216876111e-07,1.8193321693615871e-06,2.627439471325488e-06,0.0002425672864774242,0.00012320061796344817,0.0009335050126537681,0.03499818965792656,0.0032262452878057957,0.008195447735488415,0.017048943787813187
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,2.7115544071421027e-05,1.73902117239777e-05,3.4464428608771414e-05,7.901858043624088e-05,0.00014419452054426074,0.00013870636757928878,0.0001807213411666453,0.00012974168930668384,0.0002676777949091047,0.0010570563608780503,0.0010415512369945645,0.0017891253810375929,0.0002084676525555551,0.00034863833570852876
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,6.727955042151734e-05,0.00013629483873955905,0.00013310290523804724,0.0004968268913216889,0.00037100937333889306,0.003076567780226469,0.0020710171665996313,0.004700648132711649,0.001541519770398736,0.0015195629093796015,8.343709487235174e-05,1.1987872312602121e-06,0.009965800680220127,0.011851899325847626
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,1.3273735021357425e-05,8.878858352545649e-06,1.646530654397793e-05,7.1356730586558115e-06,3.5549233871279284e-05,4.454475492821075e-05,0.0001738368155201897,4.4782758777728304e-05,5.5741977121215314e-05,1.0709150046750437e-05,6.18154153926298e-05,6.964714884816203e-07,0.0010680650593712926,0.0004999007796868682
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,4.1225244785891846e-05,1.8430229829391465e-05,3.543383354553953e-05,4.334112963988446e-05,4.504621756495908e-05,4.096854536328465e-05,0.0001041625437210314,0.00031522332574240863,0.00012729359150398523,0.00026829130365513265,3.83558358407754e-07,1.3939461496192962e-05,0.0008844553958624601,0.004880013410001993
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,9.638582923798822e-06,0.00012588402023538947,0.00016449234681203961,0.0005058780079707503,0.00028263081912882626,0.00012044075992889702,0.00012530996173154563,0.00044127259752713144,0.0010380013845860958,0.0011763189686462283,4.695329334936105e-05,0.000753555097617209,0.007656445261090994,0.004999225027859211
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,7.165505667217076e-05,0.00010411236871732399,0.00011852393072331324,0.0007091237930580974,0.0005450736498460174,0.000751750951167196,0.0007884475053288043,0.0047011361457407475,0.005953325890004635,0.010549641214311123,0.009846800938248634,0.008535519242286682,0.020920878276228905,0.022181639447808266
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,5.1865998102584854e-05,0.00017233932157978415,0.0003071469545830041,0.00026151721249334514,0.00018446831381879747,0.0002688065869733691,0.00025612636818550527,7.533017924288288e-05,9.96918879536679e-06,2.869262516469462e-06,4.0352475139115995e-07,6.444189626364505e-11,0.0013121628435328603,0.00014549418119713664
J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,5.43679243492079e-06,1.6579799194005318e-05,3.5680001019500196e-05,4.462331344257109e-05,9.950954699888825e-05,0.0002693036512937397,0.0001011352869682014,0.0002910576877184212,0.0004032959113828838,0.00031374485115520656,7.865353109082207e-05,4.105026164324954e-05,0.0023473554756492376,0.0012702902313321829
Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,6.898020365042612e-05,0.0004975824849680066,7.290623034350574e-05,4.4020995119353756e-05,0.00010531953739700839,0.00018189469119533896,0.00013589773152489215,6.828162440797314e-05,8.091267227428034e-05,0.000123437333968468,0.0002076225500786677,0.00012663821689784527,0.003137905616313219,0.002698226599022746
"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,4.040974818053655e-05,0.00012046971096424386,0.00039681899943389,0.00042259623296558857,0.0031277958769351244,6.348138413159177e-05,0.00037030887324362993,0.001480085658840835,0.0015784659190103412,9.67491928349773e-07,3.7346674162108684e-06,2.032715201494284e-06,0.869688093662262,0.5380632281303406
French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,1.5036903278087266e-05,2.7095999030279927e-05,2.1672431103070267e-05,1.3708939150092192e-05,2.8301054044277407e-05,1.0836924047907814e-05,5.5685835832264274e-05,0.0002621313033159822,0.00010289108467986807,0.010519090108573437,0.011408024467527866,0.03782346472144127,0.05500509962439537,0.08546159416437149
Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,1.0742058293544687e-05,6.120944453869015e-05,2.9599137633340433e-05,5.50518961972557e-06,3.352687053848058e-05,2.129377389792353e-05,1.3779729670204688e-05,9.385210432810709e-06,1.3767667041975074e-05,2.4493731416441733e-06,8.244264222412312e-07,2.6817090770236973e-07,0.0025499772746115923,0.00040322905988432467
Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,5.4846306738909334e-05,4.4878175685880706e-05,0.00013122515520080924,0.00034769088961184025,0.0005617448478005826,0.0028022564947605133,0.028303859755396843,0.005624030251055956,0.01595328375697136,0.013879495672881603,0.0021527032367885113,0.04562242701649666,0.08033143728971481,0.2970423996448517
Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,1.9555858671083115e-05,8.658468868816271e-05,9.488192881690338e-05,5.641413008561358e-05,4.919161438010633e-05,0.00011192818055860698,7.312637899303809e-05,3.3495427487650886e-05,7.053366971376818e-06,4.9282457439403515e-06,5.03446173638622e-08,4.911912890315229e-11,0.0012110215611755848,0.000433917623013258
Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,1.8161545085604303e-05,6.497311460407218e-06,6.185121037560748e-06,9.622075594961643e-06,1.8908907804870978e-05,1.121006062021479e-05,5.710956429538783e-06,9.54633105720859e-06,3.7500981306948233e-06,1.6047813078401418e-09,6.921356265898737e-10,1.1876277739020225e-08,4.976095078745857e-05,6.446213956223801e-05
D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,1.3303720152180176e-05,5.918229726376012e-05,2.7191055778530426e-05,6.777457747375593e-05,0.0002967937325593084,0.00045480657718144357,0.0008465507416985929,0.003293500514701009,0.010229361243546009,0.005266997963190079,0.010030464269220829,0.006061797495931387,0.03399527817964554,0.04625219851732254
The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.0009855557000264525,0.0018733273027464747,0.005515090189874172,0.039798833429813385,0.13199445605278015,0.015082592144608498,0.049407150596380234,0.16141556203365326,0.1683611422777176,0.606394350528717,0.25409314036369324,0.38475194573402405,0.4223082661628723,0.44599345326423645
The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,3.1269423743651714e-06,1.4180768630467355e-05,2.301533822901547e-05,0.00010758407734101638,0.0003084275813307613,0.00019674591021612287,6.217886402737349e-05,5.1171748054912314e-05,0.0008320395718328655,0.0021346581634134054,0.01621384732425213,0.004836056847125292,0.005189842544496059,0.12483695894479752
Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.0007492815493606031,0.0002347435656702146,0.00017914177442435175,0.0003659380890894681,0.00030474012601189315,0.00036709176492877305,0.00028298250981606543,0.00039307342376559973,0.00021045222820248455,0.0007922716322354972,0.0005095914821140468,0.0002385503612458706,0.0004300441069062799,0.001130219199694693
Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,2.7823982236441225e-05,9.93972280411981e-05,4.194828579784371e-05,9.576381125953048e-05,7.403620111290365e-05,0.0004985884297639132,0.0002656446595210582,0.00020648670033551753,0.0001884865341708064,0.0005528753972612321,0.0005894706700928509,0.0002816121559590101,0.0004973717732354999,0.0006725203711539507
Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,3.2391733839176595e-05,0.0006273590843193233,0.0006404805462807417,0.001310636755079031,0.004486183635890484,0.003826502477750182,0.0011567987967282534,0.005242563784122467,0.00858320016413927,0.003005470847710967,0.003982925321906805,0.011036395095288754,0.5259791016578674,0.4477355182170868
A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.000762247946113348,0.003034691559150815,0.002269299468025565,0.010566703975200653,0.006860250141471624,0.007378670386970043,0.009639203548431396,0.006623239256441593,0.24344713985919952,0.5529630780220032,0.8563187122344971,0.6105160713195801,0.2589372396469116,0.33510521054267883
John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,3.88057560485322e-05,4.184937279205769e-05,9.16845692700008e-06,1.3864482752978802e-05,2.1826876036357135e-05,0.00012927000352647156,7.423528586514294e-05,9.715066698845476e-05,0.00019153274479322135,0.0007886162493377924,0.0007810544339008629,0.0019229705212637782,0.0039267465472221375,0.004911045078188181
The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,1.3587444982476882e-06,5.317065188137349e-06,6.603283964068396e-07,1.054210883921769e-06,1.4955551705497783e-05,3.11609710479388e-06,2.7178975869901478e-05,3.5222372389398515e-05,7.285325864359038e-06,3.4312415664317086e-07,1.886097500403139e-08,1.564489648941958e-09,2.1163656128919683e-05,1.6368036085623316e-05
William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,5.106153548695147e-05,2.5727966203703545e-05,6.339469109661877e-05,0.0001480800419813022,0.00018898912821896374,0.0010292648803442717,0.0017847350100055337,0.0033563149627298117,0.0019570549484342337,0.0016466809902340174,0.005993208382278681,0.005367836449295282,0.580410361289978,0.3651562035083771
The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,2.0773444703081623e-05,2.915900040534325e-05,3.4790009522112086e-05,9.449496246816125e-06,8.517663809470832e-05,9.53871785895899e-05,4.374362470116466e-05,4.268999327905476e-05,6.574246526724892e-06,8.196533599402755e-06,5.781326035503298e-05,0.004166509956121445,0.0016953389858826995,0.002928802976384759
Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,7.15112855687039e-06,2.5201927201123908e-05,5.80900814384222e-05,4.148836524109356e-05,3.627797923400067e-05,4.842051930609159e-05,0.00015852006617933512,0.000134956106194295,0.000654564006254077,0.0020615453831851482,0.003456027014181018,0.004202667623758316,0.0003208424022886902,0.0007211995543912053
Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",3.581749979275628e-06,6.440891593229026e-05,9.851520735537633e-05,0.00017957144882529974,0.00033478488330729306,8.424860425293446e-05,0.00012290015001781285,9.65201179496944e-05,0.00028814919642172754,0.00010435954754939303,0.00020899073570035398,0.0008082744316197932,0.00227838265709579,0.002711367793381214
Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,4.492306834436022e-05,7.722392183495685e-05,0.00012204534868942574,6.494036642834544e-05,3.7575380702037364e-05,1.045351837092312e-05,1.5611471098964103e-05,0.00021137215662747622,0.0002654764975886792,0.00024304440012201667,0.0003506864595692605,0.0003774859069380909,0.09150607138872147,0.014487793669104576
Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,1.8413069483358413e-05,4.461764910956845e-05,3.566263694665395e-05,9.704375406727195e-05,6.557636515935883e-05,0.00010692894284147769,0.000502058130223304,9.397711983183399e-05,7.615948561578989e-05,5.8441757573746145e-05,7.634597750438843e-06,6.284108167164959e-07,6.366921752487542e-06,3.3109072319348343e-06
"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",4.916738180327229e-05,0.00024847756139934063,0.0005142625304870307,0.0008163792663253844,0.001057673478499055,0.003829364664852619,0.0046966541558504105,0.004663583356887102,0.003743995912373066,0.004931825678795576,0.0054818857461214066,0.00907567422837019,0.004190415143966675,0.0037922144401818514
Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,8.958185935625806e-05,0.00010438402387080714,0.00011996198736596853,0.00019266728486400098,0.00024162525369320065,0.0005147571791894734,0.0005678450688719749,0.0015059752622619271,0.00030316170887090266,0.0001665847230469808,0.00334282242693007,0.016673481091856956,0.0651421919465065,0.07997949421405792
Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,6.828223376942333e-06,1.0333312275179196e-05,2.213198968092911e-05,1.3507294170267414e-05,1.4381787877937313e-05,1.6539584066777024e-06,3.3979385989368893e-06,1.9704495457517623e-07,3.8850444639138004e-08,1.73123448909962e-09,6.396416729614884e-10,1.6498515054141905e-10,0.00016775427502579987,4.5307810069061816e-05
Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,2.2241751139517874e-05,0.000197014887817204,8.335388702107593e-05,5.627463906421326e-05,3.0254584999056533e-05,0.0004951355513185263,0.00027275420143269,9.470887744100764e-05,0.0001564096164656803,0.00010078467312268913,0.00024341989774256945,5.225314453127794e-05,0.005264782812446356,0.0031282221898436546
