Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,5.776855687145144e-06,2.572400808276143e-05,7.413764978991821e-05,6.268024299060926e-05,2.405529812676832e-05,3.508827830955852e-06,9.692890671431087e-06,8.969190275820438e-06,8.128988156386185e-06,9.976882893170114e-07,1.4169753512760508e-06,2.8439953894121572e-06,3.6642848044721177e-07,7.883359671723156e-07,8.446666015515802e-07,2.1628547983709723e-06,3.6387552881933516e-06,8.37037259771023e-06,4.714329043054022e-05,0.0002914014912676066,0.0006165042286738753,0.0007776993443258107,0.0008696095901541412,0.0032656986732035875,0.0030738830100744963,0.003268487984314561,0.0019068163819611073,0.0021722782403230667,0.001374623505398631,0.0026893119793385267,0.0016062876675277948,0.0010457354364916682,0.001398396329022944,0.008005631156265736
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,2.1955183910904452e-06,4.398769760882715e-06,1.552447201902396e-06,2.2317763068713248e-06,1.6089963537524454e-05,9.302097168983892e-06,0.00019305585010442883,0.00011846062989206985,0.00018657362670637667,3.257385833421722e-05,8.93986361916177e-06,7.508905582653824e-06,1.0740954166976735e-05,5.562886144616641e-06,1.3873052012058906e-05,1.1411390914872754e-05,2.6831628929357976e-05,2.8532591386465356e-05,2.218209374404978e-05,3.087091681663878e-05,1.1811200238298625e-05,9.483746907790191e-06,5.085185875941534e-06,1.7971025272345287e-06,1.3681296877621207e-05,6.478237537521636e-06,0.0003394365485291928,0.0004803887859452516,0.0016318665584549308,0.000164265395142138,0.0013442450435832143,0.002589288167655468,0.0031918107997626066,0.006232523359358311
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,7.637250382686034e-05,9.275122465624008e-06,9.174268598144408e-06,3.456814283708809e-06,5.1048605200776365e-06,5.1899532991228625e-05,1.416892609995557e-05,0.0003062665928155184,5.0761940656229854e-05,7.528590504080057e-05,2.2518155674333684e-05,2.0615399989765137e-05,5.668655830959324e-06,4.0079172322293743e-05,0.0012356709921732545,0.00012801898992620409,2.4229197151726112e-05,0.0001375778956571594,8.829417492961511e-05,7.571332389488816e-05,0.0001037283000187017,0.0002662538317963481,0.0013556752819567919,0.0004493014421314001,0.0005712925340048969,0.00017907886649481952,0.00018718837236519903,0.00020917206711601466,0.0009812337812036276,0.000328755471855402,0.0003468323848210275,0.0007995679043233395,0.0027119843289256096,0.004866722039878368
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.90292278402194e-07,5.392698767536785e-07,5.692413083124848e-07,7.104190444806591e-06,3.888252194883535e-06,8.703304388291144e-07,1.0327299605705775e-05,2.2783760869060643e-06,2.5546125471009873e-05,2.2863574486109428e-05,4.3389452912379056e-05,2.2039843315724283e-05,1.1986570825683884e-05,5.335957212082576e-06,2.403962469088583e-07,1.986686726240805e-08,5.505662059590577e-08,2.3684589223194052e-07,2.590858230178128e-07,1.9290631314561324e-07,8.613750992481073e-07,5.570899702433962e-06,1.91583349078428e-05,2.7175074137630872e-05,6.251772720133886e-05,7.146426651161164e-05,9.465705079492182e-05,3.476513302302919e-05,1.5832672943361104e-05,1.3517402294382919e-05,2.169050094380509e-05,4.1593222704250365e-05,1.0047546311398037e-05,4.274486127542332e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.009835422039031982,0.003147398354485631,0.15199139714241028,0.0018282490782439709,0.03446624428033829,0.06179341301321983,0.02972976677119732,0.11093749850988388,0.4145277738571167,0.36388614773750305,0.43976882100105286,0.12217265367507935,0.006705827545374632,0.0008361044456250966,0.005547964945435524,0.0538979172706604,0.5981783270835876,0.9815765023231506,0.988943338394165,0.8719274401664734,0.8405672907829285,0.7327284812927246,0.36464279890060425,0.13048596680164337,0.15598197281360626,0.0689140111207962,0.06444482505321503,0.0006379811675287783,0.07556984573602676,0.0031553227454423904,0.00047070448636077344,0.9797400832176208,0.05380070582032204,0.14506413042545319
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,0.00027309556026011705,7.4532949838612694e-06,1.1423119303799467e-06,1.022984906740021e-05,6.12657458987087e-05,2.069169386231806e-05,1.0688738257158548e-05,3.3516023449919885e-06,5.989413125462306e-07,1.7373669152220828e-06,3.3335041393911524e-07,6.169047850335119e-08,2.6837986411010206e-07,7.353842192969751e-07,4.2592573663569055e-06,2.220912392658647e-06,2.1051482690381818e-06,2.170307425330975e-06,2.720769316510996e-06,3.4872673495556228e-06,1.6611666069366038e-06,6.652696811215719e-07,7.732354134759589e-08,3.177526650688378e-07,2.3415321948050405e-07,4.465561289634934e-07,3.932457275368506e-07,4.5241242219162814e-07,1.7875249795906711e-06,2.853956289072812e-07,6.772881988581503e-07,8.095558996501495e-07,1.2475730670757912e-07,6.907479388473803e-08
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001800067548174411,6.26340406597592e-05,4.717320189229213e-05,7.146441203076392e-05,8.723989708414592e-07,9.857329132501036e-06,2.222454895672854e-05,1.0400928658782504e-05,2.8275187560211634e-06,2.195692104578484e-06,2.4952694275270915e-06,1.7949085304280743e-05,1.227709071827121e-05,3.6268743315304164e-06,1.4712078154843766e-05,2.945488404293428e-06,1.7386273611919023e-05,3.460310472291894e-05,3.964128609368345e-06,8.425357009400614e-06,1.0554424534348072e-06,3.5447047253001074e-07,3.342401271311246e-07,2.621393377921777e-07,6.3275024331233e-07,5.231265276961494e-06,2.6063615223392844e-05,3.766734880628064e-05,1.7107880921685137e-05,5.539380708796671e-06,3.12200681946706e-05,2.3204172975965776e-05,1.641965536691714e-05,9.424022209714167e-06
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.01693805120885372,0.03570208698511124,0.013636643067002296,0.0002417733339825645,0.011297937482595444,0.7651358842849731,0.2051539272069931,0.003944911528378725,0.4986875653266907,0.2703830301761627,0.6008592247962952,0.13521002233028412,0.015490265563130379,5.656163193634711e-05,0.023499172180891037,0.003270831424742937,0.03331473469734192,0.018850503489375114,0.47388359904289246,0.36579784750938416,0.11219073832035065,0.012256603688001633,0.0008082310087047517,0.0067942640744149685,0.00024620056501589715,0.00029652033117599785,0.0004071699804626405,0.00011286635708529502,0.0001222211285494268,0.0006122878403402865,0.0009046767954714596,0.3815078139305115,0.009946560487151146,0.0193764790892601
18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.057131033936457e-07,1.8072381635647616e-06,2.814816980389878e-05,6.185185611684574e-06,5.545305725718208e-07,1.3225732118371525e-06,7.286001277861942e-07,4.313323188398499e-06,2.4368459889956284e-06,1.5896539480309002e-06,5.167239010006597e-07,1.346886847386486e-06,6.42847453491413e-06,1.178828279080335e-05,1.4139611266728025e-05,6.821067927376134e-06,5.865196726517752e-06,1.573459849169012e-05,6.199132258188911e-06,1.2336952750047203e-05,5.958325709798373e-05,7.129903679015115e-05,8.277703454950824e-05,0.00027003264403901994,0.0005484760622493923,0.002977993804961443,0.005063474178314209,0.013955283910036087,0.009964825585484505,0.011389372870326042,0.025644727051258087,0.03645176440477371,0.00012891476217191666,0.005812336690723896
19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,0.00012266411795280874,1.762025203788653e-05,4.897339294984704e-06,1.496491222496843e-05,0.0001844381622504443,1.0910995115409605e-05,5.8923460528603755e-06,4.913550810670131e-07,3.1457034310733434e-07,1.719304520975129e-07,2.397648586338619e-07,3.778743860038958e-07,6.5399899540352635e-06,9.678386959421914e-06,4.746199010696728e-06,1.6746493201935664e-05,1.2011570106551517e-05,1.1209509466425516e-05,5.135942501510726e-06,2.4164848582586274e-05,1.3307216249813791e-05,6.445437520596897e-06,1.2640578461287078e-05,1.3868302630726248e-06,5.094024800200714e-06,2.450347665217123e-06,1.55979648752691e-06,7.55051473788626e-07,5.48928511534541e-08,1.0428228947034768e-08,3.8963516999501735e-06,8.467901352560148e-06,9.624354788684286e-06,5.629313091048971e-05
20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,1.3967730410513468e-05,1.8965136405313388e-05,0.0004673719813581556,0.00016110569413285702,0.00019234696810599416,0.00015277221973519772,7.859544712118804e-05,0.00012462491577025503,7.075157554936595e-06,4.872091085417196e-05,0.00021638024190906435,4.284362876205705e-05,3.5315244986122707e-06,3.425284376135096e-05,5.375569344323594e-06,5.178775154490722e-06,1.0077475565140048e-07,4.251669452060014e-06,1.5813200207048794e-06,5.251799666439183e-05,3.235133772250265e-05,3.27855595969595e-05,3.339416434755549e-05,0.00020581037097144872,4.30673171649687e-05,0.0008962381980381906,0.0017069329041987658,0.0004898009356111288,0.0003156854654662311,0.005938609130680561,0.0004009098920505494,0.0005073273205198348,4.868940595770255e-05,0.00802165362983942
21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00021137480507604778,0.000517451495397836,0.00014353070582728833,0.0008156838594004512,0.00021093526447657496,0.00017229514196515083,0.00030529810464940965,0.00035007408587262034,0.0005171652301214635,0.00012521169264800847,0.0010111609008163214,0.0003876150294672698,0.0001125525523093529,4.8979694838635623e-05,0.0037151628639549017,0.0010652991477400064,0.0005379632348194718,9.639260679250583e-05,0.0001411312259733677,3.4636152122402564e-05,6.823618605267256e-05,2.8928467145306058e-05,3.4125030651921406e-05,1.3374788920827996e-07,1.3037146917582731e-09,1.6824995840991619e-09,1.2568885665587004e-07,5.126493078932981e-07,4.838852419197792e-06,2.0865974875050597e-05,1.5851890566409566e-05,5.9686954045901075e-06,0.00024813981144689023,1.9298327970318496e-05
22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.274684776348295e-06,4.8007646000769455e-06,1.173457258119015e-05,6.060092709958553e-05,1.6377381371057709e-06,5.762764430983225e-06,1.0540396942815278e-05,1.1870836715388577e-05,4.923722372041084e-06,4.176907168584876e-06,5.1329097914276645e-05,0.00014584313612431288,2.934678559540771e-05,3.3934479688468855e-06,1.0004461046264623e-06,9.390178092871793e-07,7.885969353083055e-06,5.457860606838949e-05,2.81816005553992e-06,9.450322977500036e-06,1.0371699943334534e-07,5.1092399644403486e-08,2.7191072504706426e-08,2.815793038735137e-07,3.3668624155325233e-07,7.165212991822045e-07,3.1529611987934913e-07,4.993034963263199e-07,2.682816386823106e-07,1.9120011529594194e-07,1.7444662603338656e-07,2.1967129271160957e-07,8.808930033410434e-06,2.9001182610954857e-07
23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,1.000692464003805e-05,4.522957533481531e-05,0.00016874437278602272,4.740740405395627e-05,0.00011088555038440973,5.4966978495940566e-05,5.147287811269052e-05,8.901574619812891e-05,4.1560160752851516e-05,7.71598206483759e-05,3.769794784602709e-05,0.00014825079415459186,1.1074835128965788e-05,1.3361099263420328e-05,0.00013488766853697598,0.0004945254768244922,0.00012105768837500364,0.002168671926483512,0.019204124808311462,0.01130372378975153,0.032487399876117706,0.059245992451906204,0.0579841174185276,0.05610808730125427,0.019890714436769485,0.01627056673169136,0.01039445586502552,0.0021438628900796175,0.0008580589201301336,0.0005356461624614894,0.008140909485518932,0.018352316692471504,0.00016976108599919826,0.006995812989771366
24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,8.630334377812687e-06,7.74694126448594e-06,1.9042232452193275e-05,1.4119801562628709e-05,1.8723435459833127e-06,9.073659384739585e-06,1.6112402590806596e-05,0.0008132629445753992,0.00040134176379069686,6.572456186404452e-05,1.3478894288709853e-05,1.4277139598561917e-05,2.193469981648377e-06,2.6800809791893698e-05,1.3474631487042643e-05,3.9030175685184076e-05,7.22156255505979e-05,5.8432324294699356e-05,4.683207589550875e-05,3.699104854604229e-05,7.332175300689414e-05,4.536179767455906e-05,2.644635060278233e-05,3.491568350000307e-05,8.009153134480584e-06,1.9638639059849083e-05,4.538082066574134e-05,6.601703353226185e-05,3.180594649165869e-05,8.520174742443487e-05,0.00017433016910217702,0.00013903944636695087,3.230131551390514e-05,0.0007023208308964968
25,The place of birth of J. Searle Dawley is,The place of birth of the director of The Death Dance is,J. Searle Dawley,the director of The Death Dance, Colorado,2.9365019145188853e-05,3.710296732606366e-05,1.0800649761222303e-05,2.6620398784871213e-05,1.2497658644861076e-05,7.596438081236556e-05,5.68577233934775e-05,6.299617962213233e-05,4.662001447286457e-05,1.531083216832485e-05,2.7604967272054637e-06,1.8295347672392381e-06,4.264644530849182e-07,8.410503937739122e-07,6.724334298269241e-07,2.5311628633062355e-06,1.4867006029817276e-05,1.2920407243655063e-05,4.640214228857076e-06,1.1854326658067293e-05,6.420749741664622e-06,2.2379504116543103e-06,3.3569693869139883e-07,4.348254947217356e-07,9.818408130968237e-08,2.8189145950818784e-07,3.4341803711868124e-07,3.3413218147870793e-07,1.0755028370112996e-06,4.6335949832609913e-07,2.407951114946627e-06,2.2557826468982967e-06,0.00013343487808015198,4.029433330288157e-05
26,The country of citizenship of Myriam Fox-Jerusalmi is,The country of citizenship of the mother of Noemie Fox is,Myriam Fox-Jerusalmi,the mother of Noemie Fox, French,1.0217617273156065e-05,7.441699563059956e-05,5.795759989268845e-06,1.4703032320539933e-06,2.0646291432058206e-06,4.181247277301736e-06,5.393270612330525e-07,1.0050029004560201e-06,3.7811296351719648e-06,5.783176220575115e-06,1.9103863451164216e-06,2.9664599878742592e-06,1.1537200634847977e-06,8.341264219779987e-06,0.00022164933034218848,8.245524077210575e-05,0.00020657782442867756,0.0003557776799425483,0.00026695747510530055,0.001600363408215344,0.0027349311858415604,0.01865316927433014,0.014575791545212269,0.03684454411268234,0.08764391392469406,0.096323162317276,0.02372196689248085,0.01967940665781498,0.05289353057742119,0.050640758126974106,0.015641259029507637,0.03303363546729088,0.004131904803216457,0.025275392457842827
27,The father of Dean Parisot is,The father of the director of Red 2 is,Dean Parisot,the director of Red 2, Aldo Parisot,3.41382110491395e-05,1.3335016774362884e-05,1.2121957979616127e-06,2.5744916456460487e-06,8.944246474129613e-06,4.68653433927102e-06,6.161951660033083e-07,2.5695233034639386e-06,1.5021703347883886e-07,2.5457717129029334e-05,1.2499281183409039e-06,1.567978506500367e-05,8.93042488314677e-06,2.290570773766376e-05,1.021329535433324e-05,1.1245027963013854e-05,1.3094637552057975e-06,1.4027127690496854e-05,1.5614356016158126e-05,1.9469605831545778e-05,1.3986758858663961e-05,6.648477210546844e-06,5.189358489587903e-06,2.348535645069205e-06,1.8778129060592619e-06,8.706590961082838e-06,6.629277322645066e-06,2.3570108169224113e-05,4.2370294977445155e-05,4.611407712218352e-05,1.392324975313386e-05,1.8909891878138296e-05,4.9399895942769945e-06,5.093040090287104e-05
28,The country of citizenship of Bonnie Tyler is,"The country of citizenship of the performer of ""What You Need From Me is",Bonnie Tyler,"the performer of ""What You Need From Me", United Kingdom,6.0776852478738874e-05,0.0003129976976197213,0.000310567207634449,0.00015183161303866655,0.001697356696240604,0.00011153473315062001,0.0011731463018804789,0.00016664975555613637,0.000850848329719156,0.001016938709653914,5.579589196713641e-05,6.816328095737845e-05,0.0002466090372763574,0.002341220621019602,0.011007399298250675,0.070317342877388,0.15124543011188507,0.18805408477783203,0.6276227235794067,0.3604706823825836,0.2687638998031616,0.49572354555130005,0.8817621469497681,0.18812161684036255,0.0006846913602203131,8.332319703185931e-05,7.34370551072061e-05,0.00028692709747701883,0.9655200242996216,0.8687484264373779,0.6330029368400574,0.7336412668228149,3.3117214570665965e-06,0.1581730991601944
