explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0011149599449709058,0.00027635038713924587,0.0011793606681749225,0.0029610430356115103,0.036796603351831436,0.07883965224027634,0.21765251457691193,0.07787103950977325,0.0397796668112278,0.011920704506337643,0.015380273573100567,0.009284398518502712,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,2.7732879971154034e-05,0.0006202896474860609,0.0018020272254943848,0.0007476679747924209,0.0003572260611690581,0.0011877873912453651,0.0012028277851641178,0.0010802345350384712,0.0009277359931729734,0.00117157818749547,0.019337745383381844,0.0430322103202343,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.0009797856910154223,4.847082163905725e-05,0.00017881105304695666,0.00020956822845619172,4.109344445168972e-05,0.00014405540423467755,0.0005833880277350545,0.0008681408362463117,0.0021828620228916407,0.006976856384426355,0.001613559783436358,0.0007501511718146503,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,3.9997130443225615e-06,0.0002608246577437967,0.0006548400851897895,0.00045692618004977703,0.0007022108766250312,0.007557835429906845,0.003050521481782198,0.023008445277810097,0.042969536036252975,0.001414650585502386,0.0019426671788096428,0.00199968833476305,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,1.1064696082030423e-05,2.662613269421854e-06,0.00033888834877870977,0.0005331726861186326,0.00021274415485095233,0.0033311110455542803,0.15606380999088287,0.10021591186523438,0.11507532745599747,0.8201404213905334,0.9723942875862122,0.924309492111206,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,1.825089157136972e-06,4.236739812313317e-07,0.00010772195673780516,4.3503259803401306e-05,1.762111082825868e-06,5.271629925118759e-05,0.0018319457303732634,0.00012692854215856642,0.00037437540595419705,0.07805849611759186,0.17062753438949585,0.06638165563344955,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.000721901364158839,0.0007218532264232635,0.004237458575516939,0.01470611896365881,0.013942744582891464,0.0075054652988910675,0.015537925064563751,0.008079924620687962,0.0030439712572842836,0.0026987558230757713,0.0034197999630123377,0.006991218775510788,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.001701443106867373,0.00010340756125515327,0.0007910262793302536,0.00048304564552381635,0.0009254071628674865,0.001359895570203662,0.016533195972442627,0.005490787327289581,0.1941222846508026,0.04029923304915428,0.3178970515727997,0.3181232511997223,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,6.251753075048327e-05,9.445731120649725e-05,0.0007670565391890705,0.0010011978447437286,0.0009126770310103893,0.0028278795070946217,0.0035180479753762484,0.0031496169976890087,0.008195680566132069,0.18552064895629883,0.2157522737979889,0.5153530240058899,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.007473057601600885,0.39659884572029114,0.4876560568809509,0.45825475454330444,0.4044571816921234,0.06114381551742554,0.10811983793973923,0.01458094920963049,0.012436531484127045,0.02225203812122345,0.019082726910710335,0.022326573729515076,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,0.004523816518485546,0.004022229462862015,0.014022924937307835,0.014539864845573902,0.012863595969974995,0.01759858801960945,0.002421214710921049,0.013001770712435246,0.05164637416601181,0.04964592680335045,0.01408795453608036,0.02657502517104149,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,4.013139914604835e-06,1.866112870629877e-05,7.995922351256013e-05,2.675538598850835e-05,2.1954072508378886e-05,5.4440577514469624e-05,0.00016699385014362633,0.00013113873137626797,0.000157326488988474,0.00016731600044295192,0.00012184442311991006,8.756534953135997e-06,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.0003365605662111193,0.00013163402036298066,0.0021092698443681,0.009084759280085564,0.03934546932578087,0.044119250029325485,0.04320545867085457,0.11005150526762009,0.07596894353628159,0.09994690120220184,0.41636329889297485,0.6944685578346252,0.3540010154247284,0.7835427522659302
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,1.8576317870611092e-06,4.792580512003042e-06,6.246985321922693e-06,2.6418256311444566e-06,1.0838835805770941e-05,2.0691675217676675e-06,6.093038791732397e-06,4.775992420036346e-05,3.172978540533222e-05,0.00032110445317812264,1.359385350951925e-05,1.2089789379388094e-05,0.00014298834139481187,0.00023876610794104636
Chicago is the where the World's Columbian Exposition took place in the year of,The Windy City is where the World's Columbian Exposition took place in the year of,Chicago,The Windy City, 1893,1.2432494258973747e-05,0.00015683029778301716,4.835848812945187e-05,0.00019137431809213012,0.00015391377382911742,0.00013257232785690576,1.3090024367556907e-05,4.0977905882755294e-05,0.00033782739774324,0.00018414529040455818,0.00027299890643917024,0.0009572362178005278,0.02226678654551506,0.013671007007360458
Robespierre executed many of his ideological opponents during the,The architect of the reign of terror executed many of his ideological opponents during the,Robespierre,The architect of the reign of terror, French Revolution,0.0005563966115005314,7.115257903933525e-05,0.0003678416833281517,9.549603419145569e-05,7.594298949697986e-05,2.2098520275903866e-05,8.77835918799974e-06,4.700742010754766e-06,0.00022256055672187358,0.04148289933800697,0.0084190983325243,0.004770913626998663,0.00425700843334198,0.028314366936683655
Australia has a jumping marsupial animal called a,The big country near New Zealand has a jumping marsupial animal called a,Australia,The big country near New Zealand, Kangaroo,3.896692817306757e-07,8.785181307757739e-06,2.8876165742985904e-06,2.914186097768834e-06,9.258683348889463e-06,2.1989093511365354e-05,1.4752910828974564e-05,5.4959436965873465e-05,6.188322004163638e-05,2.467974081810098e-05,9.539035090710968e-05,9.560820762999356e-05,0.0005254307179711759,0.0004807798541150987
Arnold Schwarzenegger was born in the country of,The bodybuilding governor of California was born in the country of,Arnold Schwarzenegger,The bodybuilding governor of California, Austria,0.00029187099426053464,0.00018834928050637245,0.001221848069690168,0.005650748498737812,0.003361552720889449,0.0050208112224936485,0.002385226311162114,0.00012620535562746227,0.00017972914793062955,0.006104624830186367,6.050311753824644e-07,1.4166288565320428e-05,0.001927309320308268,0.013798421248793602
The largest university in Ohio is called The,The largest university in the Buckeye State is called The,Ohio,The Buckeye State, Ohio State University,0.0036562709137797356,0.000935548625420779,0.001293391571380198,0.0016580179799348116,0.0016696994425728917,0.0034611737355589867,0.0008909612661227584,0.0008381489315070212,0.802160918712616,0.5783591866493225,0.9750706553459167,0.8389592170715332,0.13293713331222534,0.3509562611579895
"Canadians call their $1 coin a ""loonie"" because this type of bird appears on it","Canadians call their $1 coin a ""loonie"" because this type of winged animal appears on it",bird,winged animal, Common Loon,1.1718481118805357e-07,5.108244067741907e-07,8.976102776614425e-07,5.370699796003464e-07,2.2798483314545592e-06,4.031684056826634e-06,5.003564183425624e-06,2.7253598091192544e-05,1.2998645615880378e-05,9.739647066453472e-05,3.182198270224035e-05,1.635143235034775e-05,4.719180708434578e-07,1.136051764660806e-06
The University of Chicago is located in Chicago neighborhood of,The university with the most Nobel Prizes is located in the Chicago neighborhood of,The University of Chicago,The university with the most Nobel Prizes, Hyde Park,1.1151862963743042e-05,2.340321589144878e-05,4.688546084707923e-07,7.07987268810939e-08,3.907405066172487e-09,2.2573702906925064e-08,1.947258851942024e-06,7.983092655194923e-05,8.595505642006174e-05,0.0006865471950732172,0.004730924032628536,0.000529472017660737,0.008195447735488415,0.017048943787813187
"Después de las guerras de independencia hispanoamericanas, Simón Bolívar estableció la nación de la","Después de las guerras de independencia hispanoamericanas, el libertador estableció la nación de la",Simon Bolivar,el libertador, Gran Colombia,5.190859519643709e-05,2.124286584148649e-05,0.00013319271965883672,0.00022865466598886997,0.0003617448383010924,8.112871000776067e-05,5.685373253072612e-05,4.38467031926848e-05,7.890659617260098e-05,0.0003641706134658307,0.0006759320967830718,0.0011138839181512594,0.0002084676525555551,0.00034863833570852876
Bill Gates was born in the city of,The founder of Microsoft was born in the city of,Bill Gates,The founder of Microsoft, Seattle,8.84327819221653e-05,0.0007659693947061896,0.0009504106128588319,0.008148616179823875,0.004289405886083841,0.002546389354392886,0.00204921280965209,0.0031895919237285852,0.00023954513017088175,0.0006884958711452782,3.0915532533981605e-06,4.6232196382334223e-07,0.009965800680220127,0.011851899325847626
Nelson Mandela brought an end to,The first president of South Africa brought an end to,Nelson Mandela,The first president of South Africa, Apartheid,4.011046712548705e-06,1.8350162918068236e-06,1.1015476957254577e-06,2.6794959921971895e-06,3.2267055303236702e-06,2.0389616111060604e-06,4.5386486817733385e-06,7.74547424953198e-06,5.970018264633836e-06,4.980178346158937e-06,0.0001463993830839172,9.671246914422227e-08,0.0010680650593712926,0.0004999007796868682
Abraham Lincoln issued an executive order famously known as the,The 16th president of the United States issued an executive order famously known as the,Abraham Lincoln,The 16th president of the United States, Emancipation Proclamation,0.001312269363552332,1.2749563211400528e-05,0.0001397308660671115,0.00013059788034297526,0.00013582129031419754,7.461216591764241e-05,7.991676829988137e-05,0.0005238786106929183,0.00019975044415332377,0.00012175388837931678,2.5238389866899524e-07,6.958847279747715e-06,0.0008844553958624601,0.004880013410001993
The name of Texas' dominating political party is,The name of the Lone Star State's dominating political party is,Texas',Lone Star State's, Republican,1.2469698958739173e-05,0.002157158451154828,0.0028507248498499393,0.00706535903736949,0.0015816644299775362,0.0001796505821403116,0.00010218143870588392,0.00026052171597257257,0.000726059777662158,0.0021345140412449837,0.00014430901501327753,0.0004998228396289051,0.007656445261090994,0.004999225027859211
Russia is mostly located on the continent of,The largest country in the world is mostly located on the continent of,Russia,The largest country in the world, Asia,0.0006527160294353962,0.001374683459289372,0.0016489946283400059,0.001210454967804253,0.0006435718387365341,0.0008897037478163838,0.0009024509345181286,0.0024058783892542124,0.005991622339934111,0.021273430436849594,0.010299628600478172,0.017121989279985428,0.020920878276228905,0.022181639447808266
Steve Jobs' father was from the country of,The founder of Apple's father was from the country of,Steve Jobs',The founder of Apple's, Syria,0.0004305753391236067,0.0003450232616160065,0.0010408919770270586,0.0006191655993461609,0.0002070437476504594,8.45485701574944e-05,6.8854365053994115e-06,1.2718542166112456e-05,2.382731054240139e-06,1.6564686120545957e-06,1.8901252474279318e-07,2.0177153003952952e-10,0.0013121628435328603,0.00014549418119713664
J.R.R. Tolkien was afraid of,"The author of ""The Lord of The Rings"" was afraid of",J.R.R. Tolkien,"The author of ""The Lord of The Rings""", spiders,4.49288563686423e-05,2.32755928664119e-06,1.5520232409471646e-05,8.324776899826247e-06,2.4356471840292215e-05,5.052318738307804e-05,1.4145429304335266e-05,3.260923040215857e-05,6.167774699861184e-05,7.706099131610245e-05,8.178092684829608e-05,4.752312452183105e-05,0.0023473554756492376,0.0012702902313321829
Argonne National Laboratory conducted pioneering research on,The U.S.'s first national laboratory conducted pioneering research on,Argonne National Laboratory ,The U.S.'s first national laboratory, nuclear energy,0.00024803384440019727,0.00014535656373482198,3.996390660176985e-05,5.574254828388803e-05,0.00015053014794830233,0.0003150153497699648,0.0006165801314637065,0.00027635725564323366,0.0008978878031484783,0.00018702905799727887,0.0003304672136437148,0.00023098985548131168,0.003137905616313219,0.002698226599022746
"For 25 years, the Sears Tower was the world's","For 25 years, the world's tallest building in 1973 was the world's",Sears Tower,world's tallest building in 1973, tallest building,6.82388708810322e-05,0.00010171451867790893,7.643667049705982e-05,0.00019365333719179034,0.0006561212940141559,9.23375694128481e-07,6.860448593215551e-06,0.0010252413339912891,0.0020371770951896906,7.098002896555045e-08,4.8126521505764686e-06,8.466789722660906e-07,0.869688093662262,0.5380632281303406
French is the official language of a Canadian province called,A romance language is the official language of a Canadian province called,French,A romance language, Quebec,0.0008688992820680141,0.00035225204192101955,9.80629920377396e-05,2.0001894881715998e-05,4.1643561417004094e-05,5.152247831574641e-05,0.0001311817322857678,0.0005876871873624623,0.00041390012484043837,0.014895704574882984,0.009876151569187641,0.04464949667453766,0.05500509962439537,0.08546159416437149
Cain murdered a person named,Adam and Eve's eldest son murdered a person named,Cain,Adam and Eve's eldest son, Abel,4.618754587681906e-07,3.5247273899585707e-07,6.320283318927977e-07,1.1604550564925376e-07,1.1177979104104452e-05,7.165481292759068e-06,5.200900886848103e-06,2.6701289357333735e-07,1.3229746400611475e-06,5.017631679038459e-07,1.3916977650296758e-06,1.0097043201540146e-07,0.0025499772746115923,0.00040322905988432467
Napoleon was famously defeated at The Battle of,The Corsican-born leader of the French Republic was famously defeated at The Battle of,Napoleon,The Corsican-born leader of the French Republic, Waterloo,1.8128253941540606e-05,0.0001725477777654305,0.004636803641915321,0.0038600191473960876,0.002617959398776293,0.005594238173216581,0.0024897947441786528,0.03358377516269684,0.04075268283486366,0.010978779755532742,0.0010480147320777178,0.12457261234521866,0.08033143728971481,0.2970423996448517
Quinine forms a medication used to treat an illness called,Extract from the bark of the cinchona tree forms a medication used to treat an illness called,Quinine,Extract from the bark of the cinchona tree, malaria,4.7905981773510575e-05,2.038404272752814e-05,1.779116973921191e-05,2.8773240501323016e-06,3.239492798456922e-05,2.4755085178185254e-05,3.309660087325028e-06,1.5043724488350563e-06,1.4092977096424875e-07,2.884116838686168e-07,3.5601605219426347e-08,2.1578776265851474e-10,0.0012110215611755848,0.000433917623013258
Hadrian built a wall in the province of,The successor to Antoninus Pius built a wall in the province of,Hadrian,The successor to Antoninus Pius built a wall across, Britannia,9.45400529417384e-07,2.806522445553128e-07,4.33163222623989e-07,2.232898395959637e-06,2.368966306676157e-06,2.1776879748358624e-06,4.269633535614048e-08,1.463447460992029e-07,1.7008688901753999e-09,2.4082194571839466e-12,1.0973211055087528e-11,5.364056976375764e-10,4.976095078745857e-05,6.446213956223801e-05
D-Day took place on the beaches of,The largest seaborne invasion in history took place on the beaches of,D-Day,The largest seaborne invasion in history, Normandy,3.6368280689202948e-06,1.875018460850697e-05,2.524601404729765e-05,0.000373609596863389,0.0002581822336651385,3.2763251510914415e-05,0.0002532879007048905,0.0015484808245673776,0.0032425245735794306,0.0040253931656479836,0.013909791596233845,0.004491348750889301,0.03399527817964554,0.04625219851732254
The melting point of water is zero degrees,The melting point of dihydrogen monoxide is zero degrees,water,dihydrogen monoxide, Celsius,0.03398923948407173,0.020920079201459885,0.022284001111984253,0.09451410919427872,0.2149331271648407,0.004576656501740217,0.0654297024011612,0.08055710792541504,0.19277194142341614,0.2904835045337677,0.16969646513462067,0.38240915536880493,0.4223082661628723,0.44599345326423645
The highest mountain of the world is called,The tall mountain located at China–Nepal border is called,highest mountain,The tall mountain located at China–Nepal border, Mount Everest,2.329994458705187e-06,1.6917087464207725e-07,1.1521116221047123e-06,1.3069909527985146e-06,0.00021538441069424152,7.032127177808434e-05,1.0367226650487282e-06,6.155611117719673e-06,5.354250970412977e-05,0.00020931380277033895,0.016227833926677704,0.002534083090722561,0.005189842544496059,0.12483695894479752
Kopi luwak is eaten and defecated by,The most expensive coffee in the world is eaten and defecated by,Kopi luwak,The most expensive coffee in the world, civets,0.007031346671283245,0.0030706794932484627,0.0040423329919576645,0.002084431005641818,0.0014282461488619447,0.0016538974596187472,0.0007757603307254612,0.0009617455652914941,0.00047868804540485144,0.000704317120835185,0.0006669166032224894,0.00029725770582444966,0.0004300441069062799,0.001130219199694693
Schrodinger's cat is a thought experiment about,Schrodinger's feline laboratory assistant is a thought experiment about,cat,feline laboratory assistant, quantum uncertainty,1.424657239113003e-05,0.00020633342501241714,2.7240757844992913e-05,8.41525979922153e-05,4.151657776674256e-05,0.00013084427337162197,0.00015228510892484337,7.179192471085116e-05,0.00011172587983310223,0.0001527228596387431,0.00034537396277301013,0.00024420261615887284,0.0004973717732354999,0.0006725203711539507
Defibrillation can help end cardiac,A dose of electric countershock to the heart can help end cardiac,Defibrillation,A dose of electric countershock to the heart, arrest,6.049570947652683e-05,0.00013273103104438633,0.00015707685088273138,0.0006449745851568878,0.0007614191272296011,0.002138543874025345,0.0007849810062907636,0.0034099125768989325,0.0018569696694612503,0.001876767142675817,0.007946512661874294,0.027925368398427963,0.5259791016578674,0.4477355182170868
A tsunami off the coast of Japan resulted in the nuclear disaster at,A seismic sea wave following an earthquake off the coast of Japan resulted in the nuclear disaster at,tsunami,seismic sea wave following an earthquake, Fukushima Daiichi,0.0006281032110564411,0.0040747299790382385,0.0052506811916828156,0.014180856756865978,0.0026023692917078733,0.004851585254073143,0.06356649845838547,0.012116187252104282,0.40967172384262085,0.6427323222160339,0.9208999276161194,0.7983340620994568,0.2589372396469116,0.33510521054267883
John F Kennedy was assassinated by a person named,The 35th president of the United States was assassinated by a person named,John F Kennedy,The 35th president of the United States, Lee Harvey Oswald,0.00045163530739955604,0.0004665386804845184,0.00010164476407226175,5.592222441919148e-05,0.0001606685109436512,0.00023468305880669504,0.0004413857532199472,0.0006137277814559639,0.0004889282863587141,0.0015104294288903475,0.0016357898712158203,0.002945715794339776,0.0039267465472221375,0.004911045078188181
The best-selling song of Queen is called,"The best-selling song of the band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon is called",Queen,"The band comprised of Brian May, Freddie Mercury, Roger Taylor and John Deacon", Bohemian Rhapsody,4.8217408732398326e-08,5.193922447688237e-07,5.017819493247089e-09,1.3780476759706062e-09,1.0388726678911553e-07,1.5298239759431453e-06,1.512011203885777e-05,1.61502121045487e-05,1.6246165159827797e-06,1.8061636808397452e-07,1.2326580867139114e-09,2.7846822070465294e-10,2.1163656128919683e-05,1.6368036085623316e-05
William Thomson did important work in the formulation of the first and second laws of,Lord Kelvin did important work in the formulation of the first and second laws of,William Thomson,Lord Kelvin, thermodynamics,5.0540302254376e-06,9.67434789345134e-06,1.3839324310538359e-05,8.116571552818641e-05,7.28542945580557e-05,0.0013616897631436586,0.005975291132926941,0.004467629361897707,0.0043707070872187614,0.003457685699686408,0.010319067165255547,0.00671307323500514,0.580410361289978,0.3651562035083771
The real name of the actor and rapper Will Smith is,The real name of the actor and rapper The Fresh Prince is,Will Smith,The Fresh Prince, Willard Carroll Smith II,0.0003681508533190936,0.00018429505871608853,4.039599298266694e-05,1.2587201126734726e-05,0.00021689374989364296,0.0002770865976344794,9.900061559164897e-05,3.688032302306965e-05,1.715106554911472e-05,4.510793587542139e-06,2.3044340196065605e-05,0.0036922316066920757,0.0016953389858826995,0.002928802976384759
Katy Perry's top album is called,Katheryn Elizabeth Hudson's top album is called,Katy Perry,Katheryn Elizabeth Hudson, Teenage Dream,1.1355171409377363e-05,6.610326818190515e-05,2.832051904988475e-05,3.868959993269527e-06,4.551168785837945e-06,6.942012987565249e-06,0.0002283181675011292,0.00022994841856416315,0.0006852158694528043,0.002869764342904091,0.007110736798495054,0.00508364150300622,0.0003208424022886902,0.0007211995543912053
Ernest Gary Gygax died in the town of,The creator of Dungeons & Dragons died in the town of,Ernest Gary Gygax,The creator of Dungeons & Dragons," Lake Geneva, Wisconsin, U.S.",3.2466321044921642e-06,0.0007710306672379375,0.0009531071409583092,0.0012695780023932457,0.0010082668159157038,0.00013072598085273057,8.918486128095537e-05,0.00017915081116370857,0.0003555782313924283,6.715439667459577e-05,0.00017246122297365218,0.0003509506059344858,0.00227838265709579,0.002711367793381214
Richard Garfield received a Bachelor of Science degree in the field of,The creator of Magic: The Gathering received a Bachelor of Science degree in field of,Richard Garfield,The creator of Magic: The Gathering, computer mathematics,3.313988781883381e-05,0.00018852499488275498,0.0009634689777158201,0.0001542891695862636,1.1912084119103383e-05,7.494402325392002e-06,5.163247260497883e-05,0.000904973829165101,0.0004975657211616635,0.0001854511647252366,0.00017591071082279086,0.0002426931168884039,0.09150607138872147,0.014487793669104576
Emperor Vespasian introduced a tax on this bodily fluid,The fourth and last emperor who reigned in the Year of the Four Emperors introduced a tax on this bodily fluid,Emperor Vespasian,The fourth and last emperor who reigned in the Year of the Four Emperors, urin,0.0003121640475001186,0.0003891648957505822,0.0005379319190979004,0.0005144663155078888,0.0002875323698390275,0.0002850130549632013,0.0009807395981624722,6.509857485070825e-05,6.549941463163123e-05,1.199366306536831e-05,1.293273271585349e-06,7.850384520224907e-08,6.366921752487542e-06,3.3109072319348343e-06
"Ludwig II ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake","Der Märchenkönig ('the Fairy Tale King') ruled Bavaria from 1864 until his death in 1886, when he drowned in Lake",Ludwig II,Der Märchenkönig ('the Fairy Tale King')," Starnberg, Bavaria, German Empire",0.0018386523006483912,0.005331698805093765,0.013167434372007847,0.008171215653419495,0.010501041077077389,0.025856610387563705,0.018891382962465286,0.012615464627742767,0.006649942137300968,0.01145673356950283,0.0077303508296608925,0.0074400329031050205,0.004190415143966675,0.0037922144401818514
Alexander the Great was tutored by the philosopher called,The man who conquered most of the known world was tutored by the philosopher called,Alexander the Great,The man who conquered the world, Aristotle,0.0002998024574480951,0.0005918632377870381,0.0001415602891938761,0.0008656347054056823,0.0020018902141600847,0.0016890547703951597,0.00265385746024549,0.00030160057940520346,5.842442624270916e-05,5.730497287004255e-05,0.0024692555889487267,0.014124554581940174,0.0651421919465065,0.07997949421405792
Steve Rogers is famous for his,The first avenger is famous for his,Steve Rogers,The first avenger, shield,6.188793122419156e-08,1.3468790527326746e-08,1.290167972456402e-07,1.6895261012450646e-07,3.2861657928151544e-07,6.483265480028422e-08,4.1124184946284004e-08,3.673612170018714e-08,6.130776997181897e-10,6.975689470500868e-11,3.132320236520769e-10,2.4799931552799137e-10,0.00016775427502579987,4.5307810069061816e-05
Thomas Jennings invented a method for removing,The first African-American to hold a patent invented a method for removing,Thomas Jennings,The first African-American to hold a patent, dirt and grease from clothing,3.021177008122322e-06,7.225408626254648e-05,1.6307840269291773e-05,5.03255114381318e-06,8.829099897411652e-06,0.0001499494828749448,0.00023930863244459033,0.0002366227563470602,0.00012098676234018058,7.424143404932693e-05,0.00016214539937209338,3.3365071431035176e-05,0.005264782812446356,0.0031282221898436546
Leonardo da Vinci was born in the modern-day country of,The painter of the Mona Lisa was born in the modern-day country of,Leonardo da Vinci,The painter of the Mona Lisa, Italy,0.0066351937130093575,0.0010316336993128061,0.004730436950922012,0.002281211083754897,0.0017664546612650156,0.011508124880492687,0.08048514276742935,0.01365808304399252,0.03702520206570625,0.12873244285583496,0.04736627638339996,0.02769375778734684,0.015269801020622253,0.023297205567359924
